_step,S_CU_mean,beta_ce_std,cu_multiplier_mean,ce_offset_mean,beta_cu_std,S_CE_std,G_cont_std,S_CE_min,S_CU_max,G_cont_mean,S_CU_min,beta_cu_mean,G_cont_min,S_CE_mean,cu_multiplier_std,G_cont_max,ce_offset_std,S_CU_std,beta_ce_mean,S_CE_max
11,0.4932797849178314,0.04243776947259903,1.087058186531067,1.0360552072525024,0.05093071237206459,0.0035846326500177383,0.011824256740510464,0.47879815101623535,0.5614990592002869,0.7494512796401978,0.41391921043395996,-0.5933234095573425,0.7028974294662476,0.5054093599319458,0.048763152211904526,0.7819826006889343,0.049578551203012466,0.02309260331094265,-0.2774829864501953,0.5243360996246338
12,0.4934195876121521,0.04733136296272278,1.0853092670440674,1.0374804735183716,0.057204823940992355,0.0029479784425348043,0.011575097218155861,0.4848092496395111,0.6032743453979492,0.7503193616867065,0.41188639402389526,-0.5929733514785767,0.7034330368041992,0.5069922208786011,0.05496125668287277,0.8034636378288269,0.055944763123989105,0.023246798664331436,-0.27283763885498047,0.5288594961166382
13,0.49347585439682007,0.051934946328401566,1.083690881729126,1.0387824773788452,0.06275396049022675,0.0027839145623147488,0.011570550501346588,0.4874446392059326,0.6102129220962524,0.7507038116455078,0.410846471786499,-0.592954158782959,0.7056981325149536,0.507702112197876,0.060722801834344864,0.8068057894706726,0.061885468661785126,0.02346695214509964,-0.2682158648967743,0.5260871648788452
14,0.49360236525535583,0.05625825747847557,1.082198977470398,1.0399682521820068,0.06769523024559021,0.003055735258385539,0.011435954831540585,0.4845000207424164,0.6067897081375122,0.7507678866386414,0.41183504462242126,-0.5931801795959473,0.7050949931144714,0.507710337638855,0.06604916602373123,0.804198145866394,0.06739605218172073,0.023198973387479782,-0.26368385553359985,0.5281143188476562
15,0.4936843812465668,0.06039220094680786,1.0808111429214478,1.0410583019256592,0.07217241823673248,0.0031023730989545584,0.011308933608233929,0.4785292148590088,0.6058257818222046,0.7510746717453003,0.4128330647945404,-0.5935186147689819,0.704850435256958,0.5082316398620605,0.07097373157739639,0.8040531873703003,0.07251067459583282,0.02307281270623207,-0.2592381238937378,0.5370968580245972
16,0.49364790320396423,0.06434638798236847,1.0795347690582275,1.0420444011688232,0.07629355788230896,0.0032290653325617313,0.01135166734457016,0.47513651847839355,0.6086697578430176,0.7512962818145752,0.41328057646751404,-0.5939183235168457,0.7005903720855713,0.5086869597434998,0.07556147128343582,0.8057300448417664,0.07730942964553833,0.02318350225687027,-0.2548144459724426,0.540648341178894
17,0.4937981367111206,0.06815332919359207,1.0783864259719849,1.0429210662841797,0.08011294156312943,0.0034349504858255386,0.011177982203662395,0.4704361855983734,0.5819530487060547,0.751492440700531,0.4135932922363281,-0.5943729281425476,0.7064034342765808,0.5089421272277832,0.0798441618680954,0.7897326350212097,0.08185376226902008,0.022874057292938232,-0.2503921687602997,0.5384993553161621
18,0.49382972717285156,0.0718565583229065,1.0780253410339355,1.0436840057373047,0.08371442556381226,0.0030954405665397644,0.010980477556586266,0.47203946113586426,0.5719422698020935,0.7520017623901367,0.4146382808685303,-0.5948333740234375,0.7083158493041992,0.5099057555198669,0.08323529362678528,0.7851938605308533,0.08621123433113098,0.022689223289489746,-0.2459251582622528,0.5360667109489441
19,0.4938250482082367,0.07545548677444458,1.0777398347854614,1.0443143844604492,0.08711730688810349,0.0040888055227696896,0.011132800951600075,0.4549189507961273,0.6033264994621277,0.7519446611404419,0.41362565755844116,-0.5952802300453186,0.6796777248382568,0.5097599029541016,0.08648508787155151,0.8038522601127625,0.09039505571126938,0.02286633662879467,-0.24144592881202698,0.5379742383956909
20,0.4938839375972748,0.07899996638298035,1.077528715133667,1.0448052883148193,0.09032834321260452,0.003586862003430724,0.010998008772730827,0.4517754018306732,0.6054573655128479,0.7521039843559265,0.4137510061264038,-0.5957192778587341,0.6779627203941345,0.510030210018158,0.08961809426546097,0.8048828840255737,0.09444036334753036,0.022656597197055817,-0.23694637417793274,0.5342133045196533
21,0.49403831362724304,0.08250781893730164,1.077398419380188,1.0451477766036987,0.09329191595315933,0.002950383350253105,0.010769480839371681,0.4862154424190521,0.5537461638450623,0.7525371313095093,0.4148426651954651,-0.5962164998054504,0.7025146484375,0.5107591152191162,0.0926186740398407,0.7810341715812683,0.09833050519227982,0.022118262946605682,-0.23253092169761658,0.5281933546066284
22,0.4939696788787842,0.08601754158735275,1.0773301124572754,1.0453681945800781,0.09604338556528091,0.0033796331845223904,0.010957351885735989,0.4500727355480194,0.6032160520553589,0.7527370452880859,0.4136115312576294,-0.5967536568641663,0.6716798543930054,0.5112091898918152,0.09547381848096848,0.8041647672653198,0.10205035656690598,0.022569216787815094,-0.2282467782497406,0.5294226408004761
23,0.49399885535240173,0.08954237401485443,1.0773074626922607,1.0454909801483154,0.09859303385019302,0.003365912474691868,0.010894007049500942,0.45204371213912964,0.5634937286376953,0.7526155710220337,0.4140869975090027,-0.597366213798523,0.7016064524650574,0.5109356045722961,0.09817108511924744,0.7840744853019714,0.1055871844291687,0.022468440234661102,-0.22412793338298798,0.5310673117637634
24,0.49405229091644287,0.09309718012809753,1.0773091316223145,1.0455410480499268,0.10099590569734573,0.003952432423830032,0.010812880471348763,0.44613251090049744,0.5611948370933533,0.7524105906486511,0.4155944287776947,-0.5979577898979187,0.7045008540153503,0.5104748010635376,0.1007096916437149,0.7808567881584167,0.1089373379945755,0.022310813888907433,-0.22017382085323334,0.5291507244110107
25,0.4940619468688965,0.0966716781258583,1.0773212909698486,1.0455352067947388,0.10327115654945374,0.004079469479620457,0.010893227532505989,0.4448842406272888,0.567893922328949,0.7526060938835144,0.4143875539302826,-0.598517119884491,0.6743764877319336,0.5108470916748047,0.10309281200170517,0.7852072715759277,0.11210090667009354,0.02248130738735199,-0.2163856327533722,0.5292028188705444
26,0.4940977990627289,0.10028000175952911,1.0773377418518066,1.0454859733581543,0.10542844235897064,0.003929756116122007,0.010890359990298748,0.4399060606956482,0.558854341506958,0.7527758479118347,0.4152352213859558,-0.5990468263626099,0.7104217410087585,0.5111404657363892,0.10533057898283005,0.7814328074455261,0.11509182304143906,0.022540733218193054,-0.21272778511047363,0.5291990041732788
27,0.49408483505249023,0.10393209010362625,1.0773518085479736,1.045405387878418,0.10748228430747986,0.005037843249738216,0.010960012674331665,0.4306010603904724,0.5713449716567993,0.7529993057250977,0.41425085067749023,-0.5995511412620544,0.6797286868095398,0.5115837454795837,0.10743853449821472,0.7857088446617126,0.11792883276939392,0.02264290116727352,-0.20915727317333221,0.5318015813827515
28,0.4941272735595703,0.10761187225580215,1.0773721933364868,1.0452890396118164,0.10944158583879471,0.005208251532167196,0.010992161929607391,0.4370414912700653,0.5950750112533569,0.7528542280197144,0.4141501784324646,-0.6000451445579529,0.7073452472686768,0.5112391114234924,0.10942171514034271,0.8003942966461182,0.12062223255634308,0.022624894976615906,-0.20567934215068817,0.5320543050765991
29,0.4941558241844177,0.11133894324302673,1.077391505241394,1.0451477766036987,0.11131207644939423,0.004944637417793274,0.010964124463498592,0.43743258714675903,0.5596369504928589,0.753201425075531,0.4146721363067627,-0.600517749786377,0.6886124610900879,0.5119025111198425,0.11129628121852875,0.7826017141342163,0.12318854033946991,0.022669179365038872,-0.20226240158081055,0.533324122428894
30,0.49416953325271606,0.11508098989725113,1.0774109363555908,1.0449848175048828,0.11308460682630539,0.004390057176351547,0.010969496332108974,0.4508548974990845,0.5645259618759155,0.7532920837402344,0.4140828549861908,-0.6009652614593506,0.6965147852897644,0.5120823383331299,0.11306009441614151,0.7845553159713745,0.1256209760904312,0.022653546184301376,-0.198945090174675,0.5340601205825806
31,0.4941760003566742,0.11882349103689194,1.077432632446289,1.0447998046875,0.11476238816976547,0.004194924607872963,0.010971828363835812,0.4692917764186859,0.602422833442688,0.7532129287719727,0.41357898712158203,-0.6013956665992737,0.707252025604248,0.5119224786758423,0.11472101509571075,0.8051689863204956,0.12793028354644775,0.02261362038552761,-0.19571852684020996,0.5414669513702393
32,0.49416446685791016,0.12256206572055817,1.0774552822113037,1.0445995330810547,0.1163589283823967,0.004479726776480675,0.010923678055405617,0.4568132758140564,0.5551499128341675,0.7536031603813171,0.41454896330833435,-0.6018113493919373,0.7056301832199097,0.512686550617218,0.11628100275993347,0.7815026044845581,0.1301179826259613,0.022546371445059776,-0.19258998334407806,0.5393885374069214
33,0.4942089915275574,0.1262957900762558,1.0774767398834229,1.04439377784729,0.11787388473749161,0.004327408969402313,0.010920940898358822,0.46217072010040283,0.6035561561584473,0.7538485527038574,0.4146808087825775,-0.6022065877914429,0.7060267329216003,0.5131343603134155,0.11773937195539474,0.8042411804199219,0.13218316435813904,0.022573111578822136,-0.18956595659255981,0.5389695167541504
34,0.4942077398300171,0.13001695275306702,1.0774973630905151,1.0441818237304688,0.11931401491165161,0.004014491103589535,0.01101045310497284,0.4679028391838074,0.5891900062561035,0.7537285089492798,0.4133395850658417,-0.602574348449707,0.7045692205429077,0.5129107236862183,0.11910068243741989,0.7989610433578491,0.13413047790527344,0.022705387324094772,-0.18665222823619843,0.5474867820739746
35,0.4942139983177185,0.1337282955646515,1.077519178390503,1.0439634323120117,0.12067840993404388,0.004413170740008354,0.010951667092740536,0.4604388475418091,0.6002861261367798,0.753838062286377,0.4151107668876648,-0.6029407382011414,0.702401876449585,0.513109564781189,0.12037083506584167,0.8045915365219116,0.13596950471401215,0.022497158497571945,-0.18383482098579407,0.5507262945175171
36,0.49422988295555115,0.13742460310459137,1.0775384902954102,1.0437419414520264,0.12197991460561752,0.004330114461481571,0.011000629514455795,0.466707706451416,0.5676152110099792,0.7538911700248718,0.41415271162986755,-0.6032968163490295,0.7082887887954712,0.5131973624229431,0.12154997140169144,0.7883124351501465,0.13769827783107758,0.02262628823518753,-0.1811216175556183,0.5567482709884644
37,0.4942280054092407,0.14112725853919983,1.0775542259216309,1.0435211658477783,0.12322428822517395,0.004480662755668163,0.011036890558898449,0.4546281695365906,0.5980080366134644,0.7539997100830078,0.4137837886810303,-0.6036574840545654,0.6955771446228027,0.5134140253067017,0.12264847755432129,0.8051247596740723,0.13932891190052032,0.022706162184476852,-0.1784888207912445,0.5610364079475403
38,0.4942764639854431,0.14483501017093658,1.0775727033615112,1.0432912111282349,0.12441878020763397,0.0041615525260567665,0.0109755489975214,0.4754779040813446,0.5503038763999939,0.7539891600608826,0.4158758819103241,-0.6040416955947876,0.7101747393608093,0.5133568644523621,0.1236736848950386,0.7816205024719238,0.14087390899658203,0.022464318200945854,-0.1759227216243744,0.5590901970863342
39,0.4942522943019867,0.14851519465446472,1.0775984525680542,1.0430479049682617,0.12556304037570953,0.004380380734801292,0.010983872227370739,0.4736846387386322,0.5741819143295288,0.7538474798202515,0.41385960578918457,-0.6044463515281677,0.705830991268158,0.513097882270813,0.12462227791547775,0.7919385433197021,0.14233066141605377,0.022460009902715683,-0.17345403134822845,0.5654150247573853
40,0.49427640438079834,0.1521427482366562,1.07762610912323,1.0428017377853394,0.12665948271751404,0.004491917323321104,0.011007657274603844,0.4617275595664978,0.551912784576416,0.7542351484298706,0.41597503423690796,-0.6048881411552429,0.7103860378265381,0.5138494372367859,0.1254916787147522,0.786638617515564,0.14368964731693268,0.0223383866250515,-0.1711084544658661,0.56978839635849
41,0.4942774474620819,0.15573783218860626,1.0776607990264893,1.0425455570220947,0.12771108746528625,0.004803996067494154,0.011038332246243954,0.4483828544616699,0.5906581878662109,0.7543205618858337,0.41337889432907104,-0.605348527431488,0.6992027163505554,0.5140029788017273,0.12628796696662903,0.7962424159049988,0.14496269822120667,0.022571038454771042,-0.16887132823467255,0.5621740818023682
42,0.4942959249019623,0.15930528938770294,1.0777052640914917,1.042274832725525,0.1287200003862381,0.004940211772918701,0.011000709608197212,0.44636762142181396,0.56265789270401,0.7542452812194824,0.415971964597702,-0.6058052182197571,0.6955376863479614,0.5138411521911621,0.12702105939388275,0.7835392951965332,0.14616169035434723,0.022324150428175926,-0.16673052310943604,0.5649452209472656
43,0.49436235427856445,0.16277818381786346,1.0777608156204224,1.041986346244812,0.12969563901424408,0.005386055912822485,0.011034312658011913,0.46080073714256287,0.561408519744873,0.7541952133178711,0.4152199625968933,-0.6062421202659607,0.6940797567367554,0.5136748552322388,0.1276864856481552,0.7853617072105408,0.14727698266506195,0.02237745188176632,-0.16473597288131714,0.5651280283927917
44,0.49428659677505493,0.16620174050331116,1.0778248310089111,1.0416849851608276,0.13064011931419373,0.005272002425044775,0.011099351570010185,0.43807029724121094,0.5938043594360352,0.7545335292816162,0.4134608209133148,-0.6066683530807495,0.6834141612052917,0.5144085884094238,0.12829922139644623,0.8008679151535034,0.14832720160484314,0.022515354678034782,-0.16283631324768066,0.5707621574401855
45,0.49435997009277344,0.16955474019050598,1.0778918266296387,1.041378140449524,0.13155463337898254,0.005664042197167873,0.011058308184146881,0.4407159686088562,0.5697892904281616,0.754675567150116,0.4158710241317749,-0.607070803642273,0.6830286383628845,0.5146123170852661,0.1288551539182663,0.7860311269760132,0.14930397272109985,0.02251344546675682,-0.1610630750656128,0.566982626914978
46,0.49434900283813477,0.17280510067939758,1.0779693126678467,1.041057825088501,0.13243922591209412,0.004903269931674004,0.010908345691859722,0.4492419958114624,0.5567009449005127,0.7542985677719116,0.4156610369682312,-0.6074469089508057,0.7109991908073425,0.5138788819313049,0.12936313450336456,0.7869980335235596,0.15021516382694244,0.022158190608024597,-0.15941908955574036,0.5683333873748779
47,0.4943193793296814,0.1759241670370102,1.0780647993087769,1.0407156944274902,0.13328057527542114,0.0056425053626298904,0.011086739599704742,0.432353675365448,0.5646442174911499,0.7548913955688477,0.41577666997909546,-0.6078064441680908,0.6740058660507202,0.5150642395019531,0.1298181116580963,0.7876131534576416,0.15105588734149933,0.02254781685769558,-0.1579515039920807,0.5663217306137085
48,0.49432143568992615,0.17891594767570496,1.0781757831573486,1.0403562784194946,0.13407886028289795,0.0062356386333703995,0.011180530302226543,0.4327844977378845,0.56430983543396,0.7545784711837769,0.41570401191711426,-0.6081510782241821,0.6799792051315308,0.5144488215446472,0.13022612035274506,0.7876466512680054,0.1518310010433197,0.02257537841796875,-0.1566382348537445,0.5736133456230164
49,0.49435955286026,0.18175554275512695,1.078304648399353,1.0399785041809082,0.13484732806682587,0.00580687215551734,0.011139384470880032,0.43285655975341797,0.5720958113670349,0.7545809745788574,0.4152551293373108,-0.6084875464439392,0.6804572939872742,0.5144026279449463,0.13058730959892273,0.7917360663414001,0.1525404006242752,0.022735081613063812,-0.15547503530979156,0.5815715789794922
50,0.49430760741233826,0.1844487339258194,1.0784423351287842,1.039595365524292,0.13559389114379883,0.006096680648624897,0.011105420999228954,0.4308852553367615,0.5584392547607422,0.754031777381897,0.4153212010860443,-0.6088084578514099,0.6790651082992554,0.5133790969848633,0.13090695440769196,0.7894782423973083,0.15318556129932404,0.022508960217237473,-0.1544492542743683,0.5784474015235901
51,0.49431952834129333,0.18700605630874634,1.078596830368042,1.0391970872879028,0.1363060623407364,0.006269735749810934,0.011144115589559078,0.43889904022216797,0.5607366561889648,0.7544143199920654,0.41576752066612244,-0.6091318130493164,0.6849159598350525,0.5141130685806274,0.1311827003955841,0.7894537448883057,0.15376809239387512,0.022549837827682495,-0.15357154607772827,0.5784645080566406
52,0.4943253993988037,0.18942023813724518,1.0787558555603027,1.0387964248657227,0.1370045244693756,0.005744350142776966,0.011158529669046402,0.44165298342704773,0.5653537511825562,0.7545799612998962,0.4153210520744324,-0.6094468235969543,0.7097532153129578,0.5144257545471191,0.1314154714345932,0.7893701791763306,0.1542862206697464,0.02269870415329933,-0.15281933546066284,0.5796717405319214
53,0.4943692088127136,0.19173085689544678,1.0789148807525635,1.038405179977417,0.13768917322158813,0.005880668293684721,0.011165673844516277,0.45325201749801636,0.5543622374534607,0.7544176578521729,0.41616854071617126,-0.6097502708435059,0.6933967471122742,0.514074981212616,0.13160866498947144,0.7899441123008728,0.15474353730678558,0.02256975695490837,-0.15217813849449158,0.5782651305198669
54,0.49433133006095886,0.193964421749115,1.0790715217590332,1.038025140762329,0.13835643231868744,0.006170185282826424,0.011150470934808254,0.4507475793361664,0.5590636134147644,0.7541661262512207,0.41594284772872925,-0.6100203990936279,0.6961070895195007,0.5135924816131592,0.1317709982395172,0.7905914187431335,0.15514957904815674,0.022534040734171867,-0.15161852538585663,0.5758304595947266
55,0.49431630969047546,0.19614087045192719,1.0792231559753418,1.0376580953598022,0.13900646567344666,0.005820394493639469,0.011108864098787308,0.44063490629196167,0.5627914071083069,0.7545153498649597,0.41660627722740173,-0.6102677583694458,0.7084421515464783,0.5143010020256042,0.13190607726573944,0.793342113494873,0.15550968050956726,0.022470299154520035,-0.15112267434597015,0.5761193037033081
56,0.49429020285606384,0.19828012585639954,1.079369068145752,1.0373047590255737,0.1396479606628418,0.005978160537779331,0.01118912361562252,0.45415636897087097,0.5920835733413696,0.7543095350265503,0.41608119010925293,-0.610488772392273,0.7030174136161804,0.5139205455780029,0.1320105642080307,0.809257984161377,0.1558230221271515,0.02243347093462944,-0.15069416165351868,0.5783530473709106
57,0.4942861795425415,0.20037026703357697,1.0795083045959473,1.0369620323181152,0.1402854025363922,0.005743124987930059,0.011194102466106415,0.4614601135253906,0.5590560436248779,0.754596471786499,0.4155826270580292,-0.6106863021850586,0.7046117782592773,0.5144981741905212,0.13209044933319092,0.79032301902771,0.15609782934188843,0.022520821541547775,-0.1503111571073532,0.5783045291900635
58,0.4942987561225891,0.2024608850479126,1.0796364545822144,1.0366343259811401,0.1409296989440918,0.0055925240740180016,0.01116563193500042,0.45728492736816406,0.5595427751541138,0.7545422315597534,0.41598591208457947,-0.6108512878417969,0.7029889822006226,0.5143747329711914,0.13215652108192444,0.7915837168693542,0.15634961426258087,0.022544777020812035,-0.14990828931331635,0.5764205455780029
59,0.494266152381897,0.20451758801937103,1.0797643661499023,1.0363109111785889,0.14156438410282135,0.005594806279987097,0.011114982888102531,0.45456740260124207,0.5536677241325378,0.7547435760498047,0.41600584983825684,-0.6110210418701172,0.7033672332763672,0.5148000717163086,0.1322014480829239,0.7900330424308777,0.15657031536102295,0.022449513897299767,-0.14953839778900146,0.5760879516601562
60,0.49428433179855347,0.20653751492500305,1.0798754692077637,1.0360089540481567,0.14221353828907013,0.005883471108973026,0.011126229539513588,0.44439697265625,0.5595846176147461,0.754280686378479,0.41556429862976074,-0.6111609935760498,0.7073265314102173,0.513847827911377,0.13223381340503693,0.7907540202140808,0.156762957572937,0.022422460839152336,-0.14916209876537323,0.5764724016189575
61,0.49426576495170593,0.20855361223220825,1.0799798965454102,1.035714864730835,0.1428714096546173,0.005709836259484291,0.011203546077013016,0.46826907992362976,0.5523967742919922,0.7548391222953796,0.41620969772338867,-0.611282467842102,0.708378255367279,0.5149903297424316,0.13226017355918884,0.7892307639122009,0.1569438874721527,0.022537197917699814,-0.14875631034374237,0.5786763429641724
62,0.4942782521247864,0.210561603307724,1.080075979232788,1.035430908203125,0.14353705942630768,0.005738828331232071,0.011187683790922165,0.46476662158966064,0.5624625086784363,0.7547961473464966,0.4137571454048157,-0.6113721132278442,0.7079336047172546,0.5148894786834717,0.13228464126586914,0.7900129556655884,0.15711648762226105,0.02251741848886013,-0.14830532670021057,0.5802151560783386
63,0.4942595362663269,0.21251904964447021,1.0801584720611572,1.0351630449295044,0.14421723783016205,0.005596456117928028,0.011142758652567863,0.46358785033226013,0.5553848147392273,0.755166232585907,0.41551849246025085,-0.6114321947097778,0.7095970511436462,0.5156375169754028,0.13230067491531372,0.7901972532272339,0.15727204084396362,0.02255147509276867,-0.14782865345478058,0.5803132057189941
64,0.49424296617507935,0.2144170105457306,1.080245018005371,1.0348962545394897,0.14489686489105225,0.005672795698046684,0.011158894747495651,0.4606308937072754,0.5570371150970459,0.755016028881073,0.4161772131919861,-0.611487627029419,0.7103099822998047,0.5153571367263794,0.13230304419994354,0.7902565002441406,0.1574101448059082,0.02245059236884117,-0.1473771333694458,0.5795614123344421
65,0.4942147433757782,0.21626533567905426,1.0803287029266357,1.0346306562423706,0.14558470249176025,0.0058777593076229095,0.011159330606460571,0.4556612968444824,0.5669645667076111,0.7549625635147095,0.41439080238342285,-0.6115233302116394,0.7029285430908203,0.5152653455734253,0.13229863345623016,0.7923235893249512,0.1575365513563156,0.022432727739214897,-0.14692279696464539,0.5815066695213318
66,0.4942755103111267,0.21800415217876434,1.0804076194763184,1.0343704223632812,0.14629513025283813,0.0060851979069411755,0.011197148822247982,0.4590178430080414,0.5712965726852417,0.7551607489585876,0.41441962122917175,-0.611553430557251,0.7013344764709473,0.5156046152114868,0.13227523863315582,0.7927553057670593,0.1576296091079712,0.02241002582013607,-0.1465204954147339,0.5832169651985168
67,0.4942716360092163,0.21972160041332245,1.0804895162582397,1.0341086387634277,0.1470154970884323,0.005924071650952101,0.011236689984798431,0.46044492721557617,0.5585788488388062,0.7548972368240356,0.4162064492702484,-0.6115731596946716,0.7004393935203552,0.515099287033081,0.13224560022354126,0.7923898696899414,0.15771473944187164,0.02237524837255478,-0.14610710740089417,0.5812476277351379
68,0.494256854057312,0.2213728278875351,1.0805667638778687,1.03385591506958,0.14774860441684723,0.006097154226154089,0.011252515017986298,0.45777973532676697,0.5735136866569519,0.7548975944519043,0.41598451137542725,-0.6115824580192566,0.7059428095817566,0.5151082277297974,0.13220170140266418,0.7942144274711609,0.15777330100536346,0.022409847006201744,-0.14573371410369873,0.5824693441390991
69,0.49423107504844666,0.22299236059188843,1.0806406736373901,1.0336151123046875,0.1484832614660263,0.005997181870043278,0.011259510181844234,0.46018922328948975,0.5529289245605469,0.7555531859397888,0.41557711362838745,-0.6115787029266357,0.7025547027587891,0.5164311528205872,0.1321384161710739,0.7911214232444763,0.15779490768909454,0.02248537167906761,-0.14543160796165466,0.5819199681282043
70,0.4942445456981659,0.22459320724010468,1.0807170867919922,1.0333771705627441,0.14921502768993378,0.006282813847064972,0.011287253350019455,0.43458613753318787,0.5570580959320068,0.7552255392074585,0.41636213660240173,-0.611559271812439,0.6741763949394226,0.5157721042633057,0.1320599466562271,0.7911288738250732,0.15779852867126465,0.02244880050420761,-0.14515402913093567,0.5803223848342896
71,0.4942106604576111,0.22615675628185272,1.0807899236679077,1.0331394672393799,0.14995938539505005,0.005965431220829487,0.01120925322175026,0.45777034759521484,0.5605350732803345,0.755582332611084,0.4157596528530121,-0.6115200519561768,0.6992172002792358,0.5165064930915833,0.1319723129272461,0.7913853526115417,0.15778690576553345,0.02237323485314846,-0.14488297700881958,0.5817323327064514
72,0.4942227303981781,0.22771131992340088,1.0808576345443726,1.03290593624115,0.15071111917495728,0.006146029569208622,0.011244991794228554,0.445095032453537,0.5534906387329102,0.7548779249191284,0.4161113500595093,-0.6114593744277954,0.6950705051422119,0.5151015520095825,0.13188128173351288,0.7932294607162476,0.15776647627353668,0.02238065004348755,-0.1445903182029724,0.5848639607429504
73,0.49419325590133667,0.22920173406600952,1.0809239149093628,1.0326695442199707,0.15147030353546143,0.006277319043874741,0.011321969330310822,0.45197802782058716,0.5590619444847107,0.7551425695419312,0.4157749116420746,-0.6113848686218262,0.6868499517440796,0.5156437158584595,0.13177955150604248,0.792662501335144,0.15772853791713715,0.022567100822925568,-0.14433491230010986,0.5845207571983337
74,0.49428868293762207,0.23070165514945984,1.0809829235076904,1.032442569732666,0.15222452580928802,0.006071052979677916,0.01116790808737278,0.4551752507686615,0.5607472062110901,0.7552610635757446,0.41652989387512207,-0.6112880110740662,0.7003333568572998,0.5157918930053711,0.13167166709899902,0.7926766872406006,0.15767157077789307,0.022306418046355247,-0.1440942883491516,0.5824369788169861
75,0.4941978454589844,0.23218666017055511,1.0810402631759644,1.0322189331054688,0.1529749035835266,0.00613723648712039,0.0111925033852458,0.4661242663860321,0.566753089427948,0.7557165026664734,0.4162159860134125,-0.6111772060394287,0.7051708102226257,0.5167635679244995,0.1315595507621765,0.7935237884521484,0.15760177373886108,0.02248043566942215,-0.143873393535614,0.5823987722396851
