_step,S_CU_mean,beta_ce_std,cu_multiplier_mean,ce_offset_mean,beta_cu_std,S_CE_std,G_cont_std,S_CE_min,S_CU_max,G_cont_mean,S_CU_min,beta_cu_mean,G_cont_min,S_CE_mean,cu_multiplier_std,G_cont_max,ce_offset_std,S_CU_std,beta_ce_mean,S_CE_max
146,0.4935927391052246,0.36023005843162537,1.0801892280578613,1.0204085111618042,0.21100179851055145,0.007972203195095062,0.012202448211610317,0.4543033838272095,0.5640577673912048,0.7567097544670105,0.41522249579429626,-0.5862874984741211,0.7119154930114746,0.5192945599555969,0.12112908810377121,0.7996888160705566,0.15074150264263153,0.022921454161405563,-0.11313840001821518,0.5927491188049316
147,0.49358659982681274,0.3624747395515442,1.0801544189453125,1.0203161239624023,0.21187829971313477,0.00797836109995842,0.012205328792333603,0.4559323191642761,0.5580429434776306,0.7564682960510254,0.41480231285095215,-0.5858192443847656,0.7104171514511108,0.518822193145752,0.12099672853946686,0.7989458441734314,0.15068678557872772,0.02288569137454033,-0.11245950311422348,0.5933541059494019
148,0.49357426166534424,0.36478957533836365,1.0801140069961548,1.0202263593673706,0.21275903284549713,0.007849760353565216,0.01212026085704565,0.44386816024780273,0.5632995963096619,0.7558593153953552,0.41413092613220215,-0.5853527784347534,0.7047621607780457,0.5176091194152832,0.12087226659059525,0.8007068634033203,0.15064100921154022,0.02298610657453537,-0.11175782978534698,0.5965517163276672
149,0.4935937821865082,0.36708247661590576,1.0800682306289673,1.020137071609497,0.21365582942962646,0.008136291056871414,0.012197292409837246,0.4478517770767212,0.5565125346183777,0.7567198276519775,0.4150763750076294,-0.5848857164382935,0.7056562304496765,0.5193067789077759,0.1207529753446579,0.7983869314193726,0.1506018340587616,0.02282218635082245,-0.1110495775938034,0.5909227132797241
150,0.4935654103755951,0.3693406581878662,1.0800180435180664,1.0200477838516235,0.21456392109394073,0.00817459262907505,0.012335233390331268,0.4475115239620209,0.5528449416160583,0.7572061419487,0.41458386182785034,-0.5844026803970337,0.6984809637069702,0.5203126668930054,0.12063730508089066,0.7971631288528442,0.150564506649971,0.0228286050260067,-0.11032398790121078,0.5937420129776001
151,0.49354320764541626,0.3716367483139038,1.0799680948257446,1.0199525356292725,0.21546074748039246,0.008257666602730751,0.012373069301247597,0.45402929186820984,0.5645706653594971,0.7564456462860107,0.413922518491745,-0.5839118957519531,0.7004551887512207,0.5188294053077698,0.12052479386329651,0.8005746603012085,0.1505359411239624,0.022934067994356155,-0.1096038818359375,0.5951815247535706
152,0.49355384707450867,0.3739692270755768,1.0799338817596436,1.0198557376861572,0.21634282171726227,0.008129112422466278,0.01234234869480133,0.452006071805954,0.5584316253662109,0.7578082084655762,0.41525110602378845,-0.5834168195724487,0.7122710943222046,0.5215026140213013,0.12041754275560379,0.7987347841262817,0.15052247047424316,0.022969765588641167,-0.10884591192007065,0.5918601155281067
153,0.493534654378891,0.37631887197494507,1.0798996686935425,1.0197505950927734,0.2172131985425949,0.007907877676188946,0.012206686660647392,0.4518842399120331,0.5719757676124573,0.7563331127166748,0.4129888415336609,-0.5829339027404785,0.7031726837158203,0.5185986757278442,0.12031589448451996,0.7995103597640991,0.15051889419555664,0.022926701232790947,-0.10809630155563354,0.5952596068382263
154,0.493527889251709,0.37860560417175293,1.0798618793487549,1.0196452140808105,0.21807250380516052,0.007998539134860039,0.012245995923876762,0.4578471779823303,0.5652066469192505,0.7569354772567749,0.41428110003471375,-0.582446277141571,0.7027751803398132,0.5198008418083191,0.12021495401859283,0.8000602126121521,0.15050923824310303,0.02290532737970352,-0.10736920684576035,0.5941175222396851
155,0.4935794472694397,0.38084909319877625,1.0798144340515137,1.019553303718567,0.21893824636936188,0.008309198543429375,0.012372869066894054,0.4621603190898895,0.5527987480163574,0.7559208273887634,0.4147038459777832,-0.5819586515426636,0.7092468738555908,0.5177764296531677,0.12010141462087631,0.7978765964508057,0.1504712849855423,0.02275981567800045,-0.10670721530914307,0.5907272100448608
156,0.49358293414115906,0.3830455243587494,1.079756498336792,1.0194734334945679,0.21981559693813324,0.008190354332327843,0.012219468131661415,0.4420766234397888,0.5996840000152588,0.7561274766921997,0.41265806555747986,-0.5814835429191589,0.7013821005821228,0.5181419849395752,0.1199837177991867,0.8119672536849976,0.15041841566562653,0.022865673527121544,-0.10604435205459595,0.5949122309684753
157,0.4934549331665039,0.3852207362651825,1.0796993970870972,1.019390344619751,0.2207142859697342,0.008486793376505375,0.012439155951142311,0.44275468587875366,0.565070629119873,0.7569053173065186,0.4139413833618164,-0.5810075998306274,0.7102134227752686,0.5197936296463013,0.11986657977104187,0.8011485934257507,0.1503627598285675,0.023127302527427673,-0.10538148134946823,0.5938725471496582
158,0.49353188276290894,0.3873714804649353,1.0796338319778442,1.0193181037902832,0.22161239385604858,0.0083999652415514,0.01240653358399868,0.45634812116622925,0.5724551677703857,0.7565595507621765,0.4148002564907074,-0.5805328488349915,0.7066296339035034,0.519071102142334,0.11974646151065826,0.8034112453460693,0.1502934843301773,0.022927872836589813,-0.10474944114685059,0.5932405591011047
159,0.49352508783340454,0.38951346278190613,1.0795625448226929,1.0192539691925049,0.22249120473861694,0.00831867940723896,0.012339800596237183,0.44703996181488037,0.5705808401107788,0.7565671801567078,0.4132121503353119,-0.5800628662109375,0.7027062773704529,0.5190616250038147,0.11962171643972397,0.8043661117553711,0.15021497011184692,0.023012414574623108,-0.10413416475057602,0.5931370258331299
160,0.4935496747493744,0.3917295038700104,1.0794906616210938,1.0191869735717773,0.22336727380752563,0.008000374771654606,0.012183981016278267,0.4567193388938904,0.5788084268569946,0.7563537359237671,0.4123243987560272,-0.5795865058898926,0.7033626437187195,0.5186268091201782,0.11950384080410004,0.8013919591903687,0.15015088021755219,0.022843776270747185,-0.10347449034452438,0.593208372592926
161,0.49351000785827637,0.3939875066280365,1.0794503688812256,1.0191161632537842,0.22423693537712097,0.00812523066997528,0.012283733114600182,0.45791858434677124,0.562804102897644,0.7561731338500977,0.41387996077537537,-0.5791040062904358,0.7035416960716248,0.5183007717132568,0.11937811225652695,0.8007861971855164,0.15009205043315887,0.022985238581895828,-0.10284656286239624,0.5932610034942627
162,0.49346622824668884,0.39623185992240906,1.0794117450714111,1.0190355777740479,0.22512337565422058,0.007864275947213173,0.01218037586659193,0.4470859169960022,0.5638409852981567,0.7557772397994995,0.41504356265068054,-0.578628420829773,0.6934093832969666,0.5175420641899109,0.11925572156906128,0.8008825182914734,0.15003879368305206,0.022985070943832397,-0.10221996903419495,0.5954199433326721
163,0.4935058057308197,0.39855948090553284,1.0793713331222534,1.018949270248413,0.22598226368427277,0.008387668058276176,0.012306982651352882,0.4592197835445404,0.565558910369873,0.7562224864959717,0.4142746925354004,-0.578142523765564,0.7130632400512695,0.5183990001678467,0.11914461106061935,0.8029710650444031,0.15000887215137482,0.022837426513433456,-0.10155490040779114,0.5930774211883545
164,0.4934849143028259,0.40091773867607117,1.0793251991271973,1.0188603401184082,0.22685763239860535,0.00781487487256527,0.01217389851808548,0.42817458510398865,0.5646849274635315,0.7554410696029663,0.4145375192165375,-0.577653169631958,0.6950782537460327,0.5168761014938354,0.11903956532478333,0.8000306487083435,0.14999507367610931,0.022888682782649994,-0.10086023807525635,0.5928221940994263
165,0.4934423863887787,0.40328219532966614,1.0792840719223022,1.0187627077102661,0.22771316766738892,0.008224297314882278,0.012292536906898022,0.45412778854370117,0.5632862448692322,0.756714940071106,0.4143393039703369,-0.5771680474281311,0.6980196833610535,0.5194269418716431,0.11893536150455475,0.800320029258728,0.14998406171798706,0.02286360412836075,-0.10019898414611816,0.5920138955116272
166,0.4934210777282715,0.4056480824947357,1.0792380571365356,1.0186686515808105,0.228559672832489,0.008191343396902084,0.012315711006522179,0.4565281569957733,0.5608471632003784,0.756212592124939,0.4143795371055603,-0.5766884088516235,0.7039302587509155,0.5184394121170044,0.1188335195183754,0.7994179725646973,0.1499737650156021,0.023108437657356262,-0.09952200949192047,0.593594491481781
167,0.4934338927268982,0.4080527722835541,1.0791940689086914,1.0185717344284058,0.2294047623872757,0.00831599347293377,0.012446284294128418,0.4478083550930023,0.5648576021194458,0.7565838694572449,0.41365107893943787,-0.5762071013450623,0.7027761340141296,0.5191866159439087,0.11873622238636017,0.8011809587478638,0.14996866881847382,0.023123232647776604,-0.09885293245315552,0.593993604183197
168,0.4933752417564392,0.4103938639163971,1.0791361331939697,1.0184881687164307,0.23026445508003235,0.008402740582823753,0.012459417805075645,0.4500417113304138,0.5561947226524353,0.7564896941184998,0.4140171408653259,-0.5757133364677429,0.7042263746261597,0.5190576910972595,0.11863615363836288,0.799390435218811,0.1499498337507248,0.02302456460893154,-0.09817624092102051,0.594593346118927
169,0.49340757727622986,0.4127078354358673,1.0790714025497437,1.0184110403060913,0.2311299443244934,0.00803080853074789,0.012352660298347473,0.4482118487358093,0.5601052045822144,0.755890965461731,0.41324812173843384,-0.5752021074295044,0.7083999514579773,0.5178416967391968,0.11853376030921936,0.7979400157928467,0.14992475509643555,0.02305307611823082,-0.0974867045879364,0.5932592749595642
170,0.49339231848716736,0.4151371419429779,1.079010009765625,1.0183286666870117,0.23198971152305603,0.008243493735790253,0.012381489388644695,0.41765397787094116,0.5934165716171265,0.7560175657272339,0.41100582480430603,-0.5747085809707642,0.674558162689209,0.5181127786636353,0.11844368278980255,0.8092406988143921,0.14992381632328033,0.023086179047822952,-0.0967266708612442,0.5931277275085449
171,0.49335986375808716,0.4175698757171631,1.0789483785629272,1.0182406902313232,0.23284538090229034,0.008564538322389126,0.012545861303806305,0.41529303789138794,0.5755215883255005,0.7570235729217529,0.41196736693382263,-0.5742330551147461,0.6686862707138062,0.5201356410980225,0.11835502088069916,0.8011664152145386,0.14992861449718475,0.023092612624168396,-0.0959639847278595,0.5934653282165527
172,0.4933736324310303,0.420002818107605,1.0788838863372803,1.0181529521942139,0.23370711505413055,0.008202689699828625,0.012399665080010891,0.45201724767684937,0.5623601078987122,0.7566218376159668,0.4135173559188843,-0.5737528800964355,0.7090002298355103,0.5193172693252563,0.11826988309621811,0.799268901348114,0.14993979036808014,0.02301926538348198,-0.09519608318805695,0.5912825465202332
173,0.4933103919029236,0.4223683774471283,1.0788166522979736,1.018066167831421,0.23456814885139465,0.00821072980761528,0.012525729835033417,0.45949214696884155,0.5589560270309448,0.7570953369140625,0.4141380190849304,-0.573273777961731,0.7003800868988037,0.5203061699867249,0.11818427592515945,0.801494300365448,0.14994440972805023,0.023260217159986496,-0.09445979446172714,0.596537172794342
174,0.49336206912994385,0.424712598323822,1.0787444114685059,1.0179898738861084,0.2354270964860916,0.008436149917542934,0.012483379803597927,0.459958553314209,0.5707561373710632,0.7562505602836609,0.413311243057251,-0.572796642780304,0.7017306685447693,0.5185999870300293,0.11809549480676651,0.8011488914489746,0.14993517100811005,0.023019876331090927,-0.093747578561306,0.594252347946167
175,0.4933512806892395,0.4270556569099426,1.0786800384521484,1.0178967714309692,0.2362927794456482,0.007969245314598083,0.012308655306696892,0.4403017461299896,0.5719341039657593,0.755911111831665,0.41419851779937744,-0.5723156929016113,0.6936981081962585,0.5179151296615601,0.1180104985833168,0.8029247522354126,0.14993563294410706,0.023133410140872,-0.09304726123809814,0.5964570045471191
176,0.49331825971603394,0.42939692735671997,1.078613042831421,1.0178070068359375,0.23714923858642578,0.008362668566405773,0.012561093084514141,0.4499667286872864,0.5684651732444763,0.7565929293632507,0.4135821461677551,-0.5718271136283875,0.6971465945243835,0.5193120837211609,0.11792818456888199,0.8021931052207947,0.14993400871753693,0.023167993873357773,-0.09234681725502014,0.595832347869873
177,0.4933415353298187,0.431679368019104,1.078547477722168,1.0177185535430908,0.23797881603240967,0.00808904692530632,0.01229058112949133,0.4489857852458954,0.5635259747505188,0.7563230395317078,0.41311758756637573,-0.5713365077972412,0.6987664103507996,0.518724262714386,0.11784249544143677,0.8024780750274658,0.14991536736488342,0.023030748590826988,-0.09168434143066406,0.5962868928909302
178,0.4933727979660034,0.4339752495288849,1.0784674882888794,1.017656683921814,0.23881198465824127,0.007764791138470173,0.012033789418637753,0.44721493124961853,0.5771057605743408,0.7552800178527832,0.41132575273513794,-0.5708436965942383,0.7079390287399292,0.5166283845901489,0.1177544891834259,0.8001288175582886,0.14988180994987488,0.022836007177829742,-0.09100891649723053,0.5928699374198914
179,0.4933243691921234,0.43626895546913147,1.0783894062042236,1.0176056623458862,0.23963160812854767,0.007942622527480125,0.012233059853315353,0.43952950835227966,0.567689061164856,0.7552911043167114,0.41353070735931396,-0.5703381299972534,0.7050666809082031,0.5166891813278198,0.11766518652439117,0.7986515760421753,0.1498393565416336,0.023212855681777,-0.09035705775022507,0.5955198407173157
180,0.4933057427406311,0.4385799765586853,1.0783133506774902,1.0175485610961914,0.24046887457370758,0.008302846923470497,0.012396197766065598,0.45617687702178955,0.5677355527877808,0.7559915781021118,0.4138469099998474,-0.5698391199111938,0.7048138380050659,0.5181227922439575,0.11757998168468475,0.8023833632469177,0.14980433881282806,0.023001674562692642,-0.08970712125301361,0.5977563858032227
181,0.4933493137359619,0.44081419706344604,1.0782263278961182,1.0175061225891113,0.24129630625247955,0.007627800107002258,0.01217538770288229,0.44456231594085693,0.5574394464492798,0.755199134349823,0.41288912296295166,-0.5693435072898865,0.7000206708908081,0.5165144205093384,0.11748433858156204,0.8015472292900085,0.14974616467952728,0.02305256947875023,-0.08909019082784653,0.5973367691040039
182,0.4932900667190552,0.44311249256134033,1.0781354904174805,1.0174715518951416,0.24211439490318298,0.008610690012574196,0.012456940487027168,0.4433072805404663,0.5732058882713318,0.7556818723678589,0.40974992513656616,-0.5688430666923523,0.6975359916687012,0.5175247192382812,0.11739430576562881,0.8012356162071228,0.14969255030155182,0.02305525541305542,-0.08842422813177109,0.5949323177337646
183,0.4932536482810974,0.44543692469596863,1.0780435800552368,1.017438292503357,0.24292095005512238,0.008572308346629143,0.012604469433426857,0.44816526770591736,0.5648220777511597,0.756321132183075,0.41384410858154297,-0.5683432817459106,0.6979658007621765,0.5188211798667908,0.11730854958295822,0.8030399084091187,0.14964255690574646,0.023209653794765472,-0.08775106072425842,0.5966023802757263
184,0.49325764179229736,0.44773396849632263,1.077947974205017,1.0174121856689453,0.24374398589134216,0.008747296407818794,0.012693487107753754,0.45808637142181396,0.567505955696106,0.7570009231567383,0.4138118028640747,-0.5678441524505615,0.706096351146698,0.5201622247695923,0.11722633987665176,0.8045284152030945,0.14959117770195007,0.02319021336734295,-0.0870838388800621,0.5963937044143677
185,0.4932206869125366,0.4500802755355835,1.077862024307251,1.0173709392547607,0.24454638361930847,0.008334135636687279,0.012450257316231728,0.4515551030635834,0.5712662935256958,0.7559553384780884,0.4129965305328369,-0.5673563480377197,0.7088891863822937,0.5181112885475159,0.11715660244226456,0.8059512972831726,0.14956136047840118,0.023213041946291924,-0.08639082312583923,0.5987796187400818
186,0.4932762086391449,0.45237788558006287,1.0777827501296997,1.017322301864624,0.24535129964351654,0.008456756360828876,0.012485288083553314,0.454176127910614,0.5694867372512817,0.7560123205184937,0.41322416067123413,-0.5668762922286987,0.701012134552002,0.5181941986083984,0.11708569526672363,0.8039519786834717,0.14952124655246735,0.023087210953235626,-0.08573673665523529,0.5970871448516846
187,0.49320095777511597,0.45461633801460266,1.0777058601379395,1.0172709226608276,0.24614545702934265,0.00851980410516262,0.012539065442979336,0.4442295432090759,0.5617186427116394,0.7558903694152832,0.41230449080467224,-0.5664116740226746,0.6983108520507812,0.5180214047431946,0.11700944602489471,0.8023298978805542,0.1494688093662262,0.02314436063170433,-0.08512185513973236,0.6008981466293335
188,0.4932328164577484,0.4568536579608917,1.0776348114013672,1.0172078609466553,0.24694941937923431,0.008575815707445145,0.012598673813045025,0.41253790259361267,0.5567867159843445,0.7570282816886902,0.4135739207267761,-0.5659492015838623,0.6652098298072815,0.5202533006668091,0.1169317290186882,0.8000388145446777,0.14942225813865662,0.02302689664065838,-0.08453281223773956,0.5964756011962891
189,0.49317246675491333,0.4590795338153839,1.077558994293213,1.01716148853302,0.24775996804237366,0.008438763208687305,0.012495715171098709,0.4494051933288574,0.5672854781150818,0.7562341690063477,0.41393613815307617,-0.5654692649841309,0.6981586217880249,0.5187022686004639,0.1168517917394638,0.8020195960998535,0.14936168491840363,0.023146137595176697,-0.08394938707351685,0.5957345962524414
190,0.49318355321884155,0.4613632559776306,1.0774779319763184,1.0171198844909668,0.24855239689350128,0.009005540981888771,0.012821662239730358,0.4543329179286957,0.571077823638916,0.7566823363304138,0.41402941942214966,-0.5649920105934143,0.7006920576095581,0.5196225047111511,0.1167755126953125,0.8074938654899597,0.14930668473243713,0.02315477281808853,-0.08333449065685272,0.5984880924224854
191,0.49316927790641785,0.4635387361049652,1.0773917436599731,1.0170851945877075,0.2493371069431305,0.00866553746163845,0.012604931369423866,0.4169324040412903,0.5622425675392151,0.7562313079833984,0.4132435917854309,-0.5645148158073425,0.6608173847198486,0.5187109708786011,0.11668853461742401,0.8028647303581238,0.14922869205474854,0.0231008343398571,-0.08276741206645966,0.599071204662323
192,0.49315354228019714,0.4657095670700073,1.0773086547851562,1.0170464515686035,0.2501159608364105,0.008300955407321453,0.012485925108194351,0.4450957179069519,0.5615319013595581,0.7567079067230225,0.41214531660079956,-0.5640404224395752,0.6970713138580322,0.519647479057312,0.11660031974315643,0.8033487200737,0.14914719760417938,0.023285498842597008,-0.08221739530563354,0.59676194190979
193,0.49310117959976196,0.4679495096206665,1.0772203207015991,1.0170094966888428,0.25089702010154724,0.008624971844255924,0.012723586522042751,0.4431304931640625,0.5623713731765747,0.7576533555984497,0.4136970043182373,-0.563560962677002,0.6955437064170837,0.5215750336647034,0.116515152156353,0.8015893697738647,0.14907954633235931,0.023317348212003708,-0.08160854130983353,0.5977760553359985
194,0.4931052625179291,0.47022169828414917,1.077131748199463,1.0169744491577148,0.2516685128211975,0.008510585874319077,0.012647519819438457,0.4452700614929199,0.5582424402236938,0.7571203112602234,0.41326165199279785,-0.5630871653556824,0.696109414100647,0.5205203294754028,0.11642947047948837,0.8023375272750854,0.14901398122310638,0.02328593283891678,-0.08100532740354538,0.5963443517684937
195,0.4931546151638031,0.47237613797187805,1.0770440101623535,1.016939640045166,0.2524491846561432,0.008361438289284706,0.012518252246081829,0.44411882758140564,0.561662495136261,0.7563753128051758,0.4132457673549652,-0.5626246333122253,0.7071586847305298,0.5189929008483887,0.11634449660778046,0.8015201091766357,0.14893744885921478,0.023236779496073723,-0.08043766766786575,0.5944714546203613
196,0.493110716342926,0.47454914450645447,1.076951265335083,1.0169110298156738,0.25323888659477234,0.008474832400679588,0.012729614041745663,0.4279573857784271,0.567610502243042,0.7565819025039673,0.41315221786499023,-0.5621523261070251,0.6833967566490173,0.5194787383079529,0.1162615716457367,0.8038603663444519,0.1488676369190216,0.02341703698039055,-0.07985818386077881,0.6010842323303223
197,0.4930468201637268,0.4767414629459381,1.0768558979034424,1.0168870687484741,0.2540227770805359,0.008367177098989487,0.012592636048793793,0.45155414938926697,0.5777167081832886,0.7571163177490234,0.4112153947353363,-0.5616766214370728,0.6961104273796082,0.5205554962158203,0.11618496477603912,0.8017837405204773,0.14880701899528503,0.023363996297121048,-0.07927080988883972,0.597011923789978
198,0.49307411909103394,0.4789637327194214,1.0767638683319092,1.0168662071228027,0.25477975606918335,0.008990437723696232,0.012844478711485863,0.461587518453598,0.5604071617126465,0.7568010091781616,0.4122857451438904,-0.5612078309059143,0.7109276652336121,0.5199359059333801,0.11611036956310272,0.8011547923088074,0.14874239265918732,0.023275917395949364,-0.07866676151752472,0.5968589782714844
199,0.4930364787578583,0.4811369478702545,1.076672911643982,1.0168375968933105,0.2555672824382782,0.00870363786816597,0.01274643000215292,0.4420204162597656,0.5607494711875916,0.7568596601486206,0.41276082396507263,-0.5607361793518066,0.7015773057937622,0.5200700759887695,0.11604269593954086,0.8050112724304199,0.1486891359090805,0.023357106372714043,-0.07806311547756195,0.6023948192596436
200,0.49313467741012573,0.4833468794822693,1.07658851146698,1.016803503036499,0.2563515901565552,0.008263799361884594,0.01248548086732626,0.45197173953056335,0.5614591836929321,0.7556785941123962,0.4131448268890381,-0.5602552890777588,0.7064176797866821,0.5176492929458618,0.11598236858844757,0.804131269454956,0.1486484557390213,0.023264937102794647,-0.07746074348688126,0.6018474102020264
201,0.49305665493011475,0.485507607460022,1.076504111289978,1.0167689323425293,0.2571386694908142,0.00836076308041811,0.012491054832935333,0.41069352626800537,0.571191132068634,0.7561846971511841,0.41253647208213806,-0.5597706437110901,0.668367862701416,0.5187044143676758,0.11592409014701843,0.8052037954330444,0.1486029028892517,0.023339195176959038,-0.07686355710029602,0.600115180015564
202,0.49300020933151245,0.4877240061759949,1.0764249563217163,1.0167217254638672,0.2579415738582611,0.008520754985511303,0.012714942917227745,0.44003698229789734,0.5797836184501648,0.7568616271018982,0.40987563133239746,-0.5592988729476929,0.7057228088378906,0.5201113224029541,0.1158766970038414,0.8032354116439819,0.14858269691467285,0.023419540375471115,-0.07624354958534241,0.5991215705871582
203,0.49299734830856323,0.48986056447029114,1.0763378143310547,1.0166901350021362,0.25876280665397644,0.008624427020549774,0.012716533616185188,0.4396253526210785,0.5612471103668213,0.7577190399169922,0.4134102761745453,-0.5588297247886658,0.7089847922325134,0.5217938423156738,0.11582086235284805,0.8008664846420288,0.14853328466415405,0.023337360471487045,-0.07564686238765717,0.5957036018371582
204,0.4930080771446228,0.4920194149017334,1.0762462615966797,1.0166637897491455,0.25957420468330383,0.008908063173294067,0.012737247161567211,0.4500505328178406,0.5696119070053101,0.7564587593078613,0.41284340620040894,-0.5583568215370178,0.7099800109863281,0.519307017326355,0.11577211320400238,0.8023297190666199,0.14848826825618744,0.023296093568205833,-0.07501420378684998,0.5957992076873779
205,0.49295496940612793,0.494127094745636,1.0761522054672241,1.016638994216919,0.2603926658630371,0.008917752653360367,0.012869348749518394,0.4431631565093994,0.5651394724845886,0.7567619681358337,0.4131852090358734,-0.5578767657279968,0.6931893229484558,0.5199428200721741,0.11572109162807465,0.8048350214958191,0.14843854308128357,0.0234886072576046,-0.07440213859081268,0.5984824895858765
206,0.49297207593917847,0.49626433849334717,1.0760670900344849,1.0166049003601074,0.2611897885799408,0.008758749812841415,0.012853939086198807,0.44718462228775024,0.5619317293167114,0.7565995454788208,0.41345709562301636,-0.5574192404747009,0.7055630087852478,0.5196310877799988,0.1156744584441185,0.8014216423034668,0.14839822053909302,0.023412248119711876,-0.07378950715065002,0.5964040160179138
207,0.4930204749107361,0.4984234869480133,1.0759856700897217,1.0165643692016602,0.2619739770889282,0.007780508603900671,0.012259427458047867,0.446668803691864,0.5653764605522156,0.7556470632553101,0.414029598236084,-0.5569530129432678,0.6996144652366638,0.5176540017127991,0.1156303733587265,0.8015651702880859,0.14836570620536804,0.02322884276509285,-0.07317312061786652,0.5958077907562256
208,0.49294209480285645,0.5005283355712891,1.0758984088897705,1.0165314674377441,0.26275959610939026,0.008594836108386517,0.012688232585787773,0.4401451051235199,0.5737823247909546,0.7568590044975281,0.41268038749694824,-0.5564749240875244,0.7001442909240723,0.5201176404953003,0.11557944118976593,0.8051475286483765,0.14831462502479553,0.023513024672865868,-0.0725603997707367,0.5974529981613159
209,0.4929433763027191,0.5025646686553955,1.0758132934570312,1.0164997577667236,0.2635357677936554,0.00833071582019329,0.012678807601332664,0.45255786180496216,0.5613749027252197,0.7562316656112671,0.41179871559143066,-0.5559930801391602,0.7067071199417114,0.5189387798309326,0.11552441865205765,0.8023995161056519,0.14824920892715454,0.023455113172531128,-0.07200280576944351,0.5975669622421265
210,0.4928838610649109,0.5045953989028931,1.0757229328155518,1.0164731740951538,0.26431846618652344,0.008982917293906212,0.013001810759305954,0.4354636073112488,0.5626077651977539,0.757604718208313,0.4128444194793701,-0.5555077195167542,0.6937183737754822,0.5216869711875916,0.11546717584133148,0.8024553060531616,0.14818601310253143,0.02362399362027645,-0.07144352793693542,0.5978991985321045
211,0.4929077625274658,0.5065359473228455,1.0756316184997559,1.0164532661437988,0.265108197927475,0.009057831950485706,0.013130206614732742,0.4425516724586487,0.5581232905387878,0.7573369741439819,0.4130006730556488,-0.5550203323364258,0.7123026251792908,0.5211628675460815,0.11540057510137558,0.8023395538330078,0.1480981558561325,0.023646563291549683,-0.07094059884548187,0.597962498664856
212,0.4929437041282654,0.5085088014602661,1.0755383968353271,1.0164393186569214,0.2658998668193817,0.008750466629862785,0.012757198885083199,0.4200710654258728,0.5867149233818054,0.7560507655143738,0.40858668088912964,-0.5545195937156677,0.6991579532623291,0.5185472369194031,0.11533961445093155,0.8088181018829346,0.14801743626594543,0.023497089743614197,-0.07040593773126602,0.6023139953613281
213,0.4929715394973755,0.510481595993042,1.0754492282867432,1.0164201259613037,0.2666918933391571,0.008657699450850487,0.012636466883122921,0.42855995893478394,0.5607353448867798,0.7561611533164978,0.4120114743709564,-0.5540176630020142,0.6945933103561401,0.518747091293335,0.1152781993150711,0.8024468421936035,0.14794370532035828,0.023316960781812668,-0.06987378746271133,0.597761869430542
214,0.492856502532959,0.5124496817588806,1.0753484964370728,1.0164158344268799,0.26748761534690857,0.008665215224027634,0.012893946841359138,0.44479674100875854,0.5664653182029724,0.7572773694992065,0.41289830207824707,-0.5535236597061157,0.6955446600914001,0.5210673213005066,0.11521647870540619,0.8051782846450806,0.14786021411418915,0.023629378527402878,-0.06930893659591675,0.6001747846603394
215,0.4928217828273773,0.5144529342651367,1.0752520561218262,1.0164072513580322,0.2682659327983856,0.00857388973236084,0.012809131294488907,0.4315224289894104,0.5698312520980835,0.7571905851364136,0.41298913955688477,-0.5530298352241516,0.6910455226898193,0.5208882689476013,0.11516543477773666,0.8081068992614746,0.14778771996498108,0.02365819923579693,-0.06873278319835663,0.6046664714813232
216,0.49293145537376404,0.5164857506752014,1.0751497745513916,1.016408920288086,0.2690317630767822,0.008770342916250229,0.012770856730639935,0.43607696890830994,0.561299741268158,0.7559986114501953,0.41153281927108765,-0.552541196346283,0.6978684663772583,0.5184639692306519,0.11511778831481934,0.802083432674408,0.14771461486816406,0.023495016619563103,-0.06811465322971344,0.5992488861083984
217,0.49287161231040955,0.5185852646827698,1.0750513076782227,1.0164034366607666,0.2697988450527191,0.008939316496253014,0.01287466287612915,0.4360242784023285,0.5641111135482788,0.7571271657943726,0.4123760461807251,-0.552078902721405,0.6937062740325928,0.5207327604293823,0.11507890373468399,0.8054627776145935,0.14766284823417664,0.02350899577140808,-0.06745295226573944,0.6008098125457764
218,0.4928268790245056,0.520723283290863,1.0749597549438477,1.016387701034546,0.270575612783432,0.008740916848182678,0.012732147239148617,0.4065367579460144,0.5623956918716431,0.7569177150726318,0.4132687747478485,-0.5516409277915955,0.6712977290153503,0.5203468203544617,0.11504874378442764,0.8022021055221558,0.14763396978378296,0.0234295055270195,-0.06678980588912964,0.5986121892929077
219,0.49279889464378357,0.5228196978569031,1.0748682022094727,1.0163761377334595,0.27134600281715393,0.008700436912477016,0.012823911383748055,0.42144474387168884,0.5955554246902466,0.7570492625236511,0.409533828496933,-0.5511962175369263,0.6769323348999023,0.5206393599510193,0.11501909792423248,0.8136212229728699,0.1475968211889267,0.02355671301484108,-0.06613398343324661,0.5997819900512695
220,0.49284958839416504,0.5249997973442078,1.0747911930084229,1.016340732574463,0.27210092544555664,0.008464930579066277,0.012750314548611641,0.44083744287490845,0.5673911571502686,0.7559787631034851,0.411202996969223,-0.5507654547691345,0.6958001852035522,0.5185093283653259,0.1150011196732521,0.8055901527404785,0.1475944221019745,0.02360067516565323,-0.06546563655138016,0.602641224861145
