_step,train/loss,train/lm_loss,train/perplexity,val/loss,lr
50,3.704745292663574,3.704745292663574,40.63969421386719,,9.912494514254487e-06
51,4.027286529541016,4.027286529541016,56.108455657958984,,9.908389784129424e-06
52,4.707367420196533,4.707367420196533,110.76020050048828,,9.904191864377588e-06
53,4.0570807456970215,4.0570807456970215,57.80531692504883,,9.899900834699778e-06
54,3.989152669906616,3.989152669906616,54.00910568237305,,9.895516776564555e-06
55,3.8534936904907227,3.8534936904907227,47.157527923583984,,9.891039773206698e-06
56,4.048794269561768,4.048794269561768,57.32829284667969,,9.886469909625624e-06
57,3.7359232902526855,3.7359232902526855,41.92671585083008,,9.881807272583776e-06
58,3.7547714710235596,3.7547714710235596,42.724456787109375,,9.877051950604972e-06
59,4.04405403137207,4.04405403137207,57.057186126708984,,9.872204033972727e-06
60,3.5094680786132812,3.5094680786132812,33.43048095703125,,9.867263614728535e-06
61,3.766376256942749,3.766376256942749,43.22315216064453,,9.862230786670129e-06
62,4.208256244659424,4.208256244659424,67.23918914794922,,9.857105645349694e-06
63,3.826256036758423,3.826256036758423,45.89040756225586,,9.851888288072053e-06
64,3.7835514545440674,3.7835514545440674,43.971927642822266,,9.846578813892827e-06
65,3.5638504028320312,3.5638504028320312,35.298851013183594,,9.841177323616539e-06
66,3.783693552017212,3.783693552017212,43.978179931640625,,9.835683919794719e-06
67,3.3332464694976807,3.3332464694976807,28.029191970825195,,9.83009870672394e-06
68,3.3836424350738525,3.3836424350738525,29.477947235107422,,9.824421790443855e-06
69,3.937004804611206,3.937004804611206,51.26482391357422,,9.818653278735163e-06
70,3.7282958030700684,3.7282958030700684,41.60813903808594,,9.81279328111758e-06
71,3.967916488647461,3.967916488647461,52.87425231933594,,9.806841908847758e-06
72,3.6165990829467773,3.6165990829467773,37.21080017089844,,9.800799274917159e-06
73,3.5213470458984375,3.5213470458984375,33.8299674987793,,9.794665494049926e-06
74,3.730989933013916,3.730989933013916,41.72039031982422,,9.788440682700695e-06
75,3.6226227283477783,3.6226227283477783,37.43562316894531,,9.782124959052388e-06
76,3.250962018966675,3.250962018966675,25.815162658691406,,9.775718443013969e-06
77,3.5500504970550537,3.5500504970550537,34.8150749206543,,9.769221256218165e-06
78,3.86026930809021,3.86026930809021,47.47813415527344,,9.762633522019159e-06
79,3.687556266784668,3.687556266784668,39.94710922241211,,9.755955365490246e-06
80,3.5016062259674072,3.5016062259674072,33.16868209838867,,9.749186913421465e-06
81,3.3484997749328613,3.3484997749328613,28.460004806518555,,9.742328294317181e-06
82,3.60910701751709,3.60910701751709,36.93305969238281,,9.735379638393654e-06
83,3.8968453407287598,3.8968453407287598,49.246849060058594,,9.72834107757656e-06
84,3.4936792850494385,3.4936792850494385,32.90679931640625,,9.721212745498493e-06
85,3.453087568283081,3.453087568283081,31.597803115844727,,9.713994777496427e-06
86,3.0978786945343018,3.0978786945343018,22.15091323852539,,9.706687310609137e-06
87,3.185697555541992,3.185697555541992,24.184152603149414,,9.699290483574611e-06
88,3.551842451095581,3.551842451095581,34.87751770019531,,9.691804436827409e-06
89,3.4967050552368164,3.4967050552368164,33.00651550292969,,9.68422931249599e-06
90,3.5618972778320312,3.5618972778320312,35.22997283935547,,9.67656525440003e-06
91,3.483201265335083,3.483201265335083,32.56380081176758,,9.66881240804768e-06
92,3.3379688262939453,3.3379688262939453,28.161867141723633,,9.660970920632798e-06
93,3.3004512786865234,3.3004512786865234,27.1248779296875,,9.653040941032173e-06
94,2.9029970169067383,2.9029970169067383,18.228694915771484,,9.64502261980268e-06
95,3.4659547805786133,3.4659547805786133,32.00700378417969,,9.636916109178433e-06
96,3.4965569972991943,3.4965569972991943,33.00163269042969,,9.628721563067888e-06
97,3.8081166744232178,3.8081166744232178,45.065486907958984,,9.620439137050927e-06
98,3.234438419342041,3.234438419342041,25.392108917236328,,9.612068988375898e-06
99,3.3639168739318848,3.3639168739318848,28.902175903320312,,9.603611275956632e-06
100,3.64911150932312,3.64911150932312,38.440494537353516,3.307602882385254,9.595066160369428e-06
101,3.64677357673645,3.64677357673645,38.350730895996094,,9.586433803850002e-06
102,3.440903425216675,3.440903425216675,31.215145111083984,,9.57771437029041e-06
103,3.215085029602051,3.215085029602051,24.905410766601562,,9.56890802523593e-06
104,3.384958505630493,3.384958505630493,29.516767501831055,,9.560014935881924e-06
105,3.5719175338745117,3.5719175338745117,35.58476257324219,,9.551035271070665e-06
106,3.2196831703186035,3.2196831703186035,25.020191192626953,,9.541969201288123e-06
107,3.326836347579956,3.326836347579956,27.850093841552734,,9.532816898660742e-06
108,2.8730814456939697,2.8730814456939697,17.691450119018555,,9.523578536952155e-06
109,3.276149034500122,3.276149034500122,26.4736270904541,,9.514254291559905e-06
110,3.035391092300415,3.035391092300415,20.809114456176758,,9.504844339512096e-06
111,3.5580899715423584,3.5580899715423584,35.09609603881836,,9.495348859464042e-06
112,3.3180418014526367,3.3180418014526367,27.606239318847656,,9.485768031694872e-06
113,2.708892345428467,2.708892345428467,15.0126371383667,,9.476102038104112e-06
114,3.286020278930664,3.286020278930664,26.736249923706055,,9.466351062208223e-06
115,3.235027313232422,3.235027313232422,25.407066345214844,,9.456515289137127e-06
116,2.8557231426239014,2.8557231426239014,17.387006759643555,,9.446594905630682e-06
117,3.5073890686035156,3.5073890686035156,33.361053466796875,,9.436590100035145e-06
118,2.9227311611175537,2.9227311611175537,18.591995239257812,,9.42650106229959e-06
119,3.3397445678710938,3.3397445678710938,28.2119197845459,,9.416327983972304e-06
120,2.9858202934265137,2.9858202934265137,19.8027400970459,,9.406071058197154e-06
121,3.0719079971313477,3.0719079971313477,21.583044052124023,,9.395730479709916e-06
122,3.1322758197784424,3.1322758197784424,22.926095962524414,,9.385306444834573e-06
123,3.181392192840576,3.181392192840576,24.08025360107422,,9.374799151479597e-06
124,3.502155303955078,3.502155303955078,33.18690490722656,,9.364208799134187e-06
125,3.0984010696411133,3.0984010696411133,22.162487030029297,,9.353535588864481e-06
126,3.6058900356292725,3.6058900356292725,36.81443405151367,,9.342779723309746e-06
127,3.028951406478882,3.028951406478882,20.675540924072266,,9.33194140667851e-06
128,3.0595240592956543,3.0595240592956543,21.317407608032227,,9.321020844744717e-06
129,3.1360459327697754,3.1360459327697754,23.0126953125,,9.310018244843789e-06
130,2.9899206161499023,2.9899206161499023,19.884103775024414,,9.29893381586871e-06
131,2.9829306602478027,2.9829306602478027,19.7455997467041,,9.287767768266046e-06
132,2.843649387359619,2.843649387359619,17.178340911865234,,9.27652031403197e-06
133,2.822758674621582,2.822758674621582,16.823196411132812,,9.26519166670821e-06
134,3.077962636947632,3.077962636947632,21.7141170501709,,9.253782041378012e-06
135,3.230458974838257,3.230458974838257,25.291263580322266,,9.24229165466206e-06
136,2.8005685806274414,2.8005685806274414,16.453998565673828,,9.230720724714345e-06
137,3.1336512565612793,3.1336512565612793,22.957653045654297,,9.219069471218045e-06
138,2.994083881378174,2.994083881378174,19.967058181762695,,9.207338115381337e-06
139,3.0853912830352783,3.0853912830352783,21.876026153564453,,9.195526879933206e-06
140,3.238905668258667,3.238905668258667,25.505794525146484,,9.183635989119211e-06
141,2.5233535766601562,2.5233535766601562,12.470346450805664,,9.171665668697236e-06
142,3.057016611099243,3.057016611099243,21.26402473449707,,9.159616145933194e-06
143,2.92737078666687,2.92737078666687,18.678457260131836,,9.14748764959672e-06
144,3.333242654800415,3.333242654800415,28.029085159301758,,9.135280409956819e-06
145,2.722160577774048,2.722160577774048,15.213155746459961,,9.122994658777504e-06
146,3.302597761154175,3.302597761154175,27.183162689208984,,9.110630629313388e-06
147,3.4021971225738525,3.4021971225738525,30.030006408691406,,9.098188556305262e-06
148,3.3274149894714355,3.3274149894714355,27.866214752197266,,9.085668675975634e-06
149,2.7661192417144775,2.7661192417144775,15.896822929382324,,9.073071226024242e-06
150,2.951185464859009,2.951185464859009,19.128616333007812,,9.060396445623545e-06
151,3.137718677520752,3.137718677520752,23.05122184753418,,9.047644575414184e-06
152,2.7521960735321045,2.7521960735321045,15.677021980285645,,9.034815857500407e-06
153,2.832899332046509,2.832899332046509,16.99466323852539,,9.021910535445479e-06
154,3.1294503211975098,3.1294503211975098,22.86141014099121,,9.008928854267054e-06
155,2.8695714473724365,2.8695714473724365,17.62946128845215,,8.99587106043252e-06
156,2.7838447093963623,2.7838447093963623,16.18111228942871,,8.982737401854328e-06
157,2.846867084503174,2.846867084503174,17.233705520629883,,8.969528127885281e-06
158,3.272993803024292,3.272993803024292,26.390228271484375,,8.956243489313795e-06
159,3.219245672225952,3.219245672225952,25.009246826171875,,8.942883738359142e-06
160,3.155012845993042,3.155012845993042,23.453338623046875,,8.92944912866667e-06
161,2.9962515830993652,2.9962515830993652,20.01038932800293,,8.91593991530297e-06
162,3.104276418685913,3.104276418685913,22.29308319091797,,8.902356354751042e-06
163,3.4212868213653564,3.4212868213653564,30.60877799987793,,8.888698704905431e-06
164,2.6538350582122803,2.6538350582122803,14.208425521850586,,8.874967225067325e-06
165,2.614356279373169,2.614356279373169,13.658421516418457,,8.861162175939626e-06
166,3.0570948123931885,3.0570948123931885,21.26568603515625,,8.847283819622015e-06
167,2.5995845794677734,2.5995845794677734,13.458147048950195,,8.83333241960596e-06
168,3.189764976501465,3.189764976501465,24.2827205657959,,8.819308240769726e-06
169,3.1212213039398193,3.1212213039398193,22.674055099487305,,8.805211549373335e-06
170,2.610628843307495,2.610628843307495,13.60760498046875,,8.791042613053527e-06
171,2.575235366821289,2.575235366821289,13.134407997131348,,8.776801700818658e-06
172,2.690925121307373,2.690925121307373,14.745309829711914,,8.76248908304361e-06
173,2.9708213806152344,2.9708213806152344,19.507936477661133,,8.748105031464644e-06
174,2.9483699798583984,2.9483699798583984,19.0748348236084,,8.733649819174257e-06
175,2.705463409423828,2.705463409423828,14.961248397827148,,8.71912372061598e-06
176,3.0160815715789795,3.0160815715789795,20.411155700683594,,8.704527011579181e-06
177,2.860802173614502,2.860802173614502,17.475540161132812,,8.689859969193817e-06
178,2.4353222846984863,2.4353222846984863,11.419499397277832,,8.675122871925183e-06
179,2.9993159770965576,2.9993159770965576,20.07180404663086,,8.660315999568623e-06
180,2.954930067062378,2.954930067062378,19.200380325317383,,8.64543963324421e-06
181,2.461857318878174,2.461857318878174,11.726571083068848,,8.630494055391418e-06
182,2.546985149383545,2.546985149383545,12.768550872802734,,8.615479549763756e-06
183,2.7173657417297363,2.7173657417297363,15.140385627746582,,8.600396401423382e-06
184,2.9460930824279785,2.9460930824279785,19.03145408630371,,8.585244896735683e-06
185,2.889395236968994,2.889395236968994,17.982431411743164,,8.570025323363853e-06
186,2.7563064098358154,2.7563064098358154,15.741592407226562,,8.55473797026342e-06
187,2.7107861042022705,2.7107861042022705,15.041094779968262,,8.539383127676764e-06
188,2.9665682315826416,2.9665682315826416,19.425142288208008,,8.523961087127605e-06
189,2.6440062522888184,2.6440062522888184,14.069457054138184,,8.508472141415468e-06
190,2.636474370956421,2.636474370956421,13.963885307312012,,8.492916584610124e-06
191,2.994441032409668,2.994441032409668,19.974191665649414,,8.477294712046015e-06
192,2.712681531906128,2.712681531906128,15.069631576538086,,8.46160682031663e-06
193,2.6991636753082275,2.6991636753082275,14.867292404174805,,8.44585320726889e-06
194,3.002856731414795,3.002856731414795,20.14299774169922,,8.430034171997487e-06
195,2.7201883792877197,2.7201883792877197,15.183181762695312,,8.4141500148392e-06
196,2.483787775039673,2.483787775039673,11.986580848693848,,8.398201037367202e-06
197,2.54909348487854,2.54909348487854,12.795499801635742,,8.382187542385329e-06
198,3.0268943309783936,3.0268943309783936,20.633054733276367,,8.366109833922335e-06
199,2.64532208442688,2.64532208442688,14.087981224060059,,8.349968217226114e-06
200,2.903085708618164,2.903085708618164,18.23031234741211,2.792379140853882,8.333762998757908e-06
201,2.6040239334106445,2.6040239334106445,13.518025398254395,,8.31749448618649e-06
202,2.4944498538970947,2.4944498538970947,12.115066528320312,,8.301162988382325e-06
203,2.925283670425415,2.925283670425415,18.63951301574707,,8.284768815411693e-06
204,2.4443507194519043,2.4443507194519043,11.523066520690918,,8.268312278530816e-06
205,2.783369541168213,2.783369541168213,16.173425674438477,,8.251793690179947e-06
206,2.8815560340881348,2.8815560340881348,17.84201431274414,,8.23521336397743e-06
207,2.8234410285949707,2.8234410285949707,16.834678649902344,,8.21857161471375e-06
208,2.4428656101226807,2.4428656101226807,11.505966186523438,,8.201868758345561e-06
209,2.7078287601470947,2.7078287601470947,14.996679306030273,,8.185105111989683e-06
210,2.435631513595581,2.435631513595581,11.423030853271484,,8.168280993917078e-06
211,2.7076237201690674,2.7076237201690674,14.99360466003418,,8.15139672354681e-06
212,2.6730704307556152,2.6730704307556152,14.484374046325684,,8.134452621439988e-06
213,2.8773534297943115,2.8773534297943115,17.767189025878906,,8.117449009293668e-06
214,2.8586175441741943,2.8586175441741943,17.43740463256836,,8.100386209934754e-06
215,2.5903873443603516,2.5903873443603516,13.334936141967773,,8.083264547313863e-06
216,2.8431038856506348,2.8431038856506348,17.168973922729492,,8.066084346499176e-06
217,2.6535964012145996,2.6535964012145996,14.205035209655762,,8.048845933670274e-06
218,2.8704612255096436,2.8704612255096436,17.64515495300293,,8.031549636111928e-06
219,2.6004741191864014,2.6004741191864014,13.470123291015625,,8.01419578220791e-06
220,3.1866812705993652,3.1866812705993652,24.20795440673828,,7.99678470143473e-06
221,2.742976188659668,2.742976188659668,15.533145904541016,,7.979316724355406e-06
222,2.6811106204986572,2.6811106204986572,14.601301193237305,,7.96179218261317e-06
223,2.5497961044311523,2.5497961044311523,12.804492950439453,,7.944211408925184e-06
224,2.8710339069366455,2.8710339069366455,17.655261993408203,,7.92657473707621e-06
225,2.564290761947632,2.564290761947632,12.99144172668457,,7.908882501912289e-06
226,3.02960205078125,3.02960205078125,20.688997268676758,,7.89113503933437e-06
227,2.715916156768799,2.715916156768799,15.118454933166504,,7.873332686291939e-06
228,2.830446243286133,2.830446243286133,16.95302391052246,,7.855475780776618e-06
229,2.358160972595215,2.358160972595215,10.571492195129395,,7.837564661815755e-06
230,2.9068820476531982,2.9068820476531982,18.299652099609375,,7.819599669465979e-06
231,2.591526746749878,2.591526746749878,13.350138664245605,,7.801581144806752e-06
232,2.656642436981201,2.656642436981201,14.248369216918945,,7.78350942993388e-06
233,2.430540084838867,2.430540084838867,11.365018844604492,,7.765384867953038e-06
234,3.097126007080078,3.097126007080078,22.134246826171875,,7.74720780297324e-06
235,2.516099691390991,2.516099691390991,12.380215644836426,,7.728978580100304e-06
236,2.597905397415161,2.597905397415161,13.435566902160645,,7.71069754543032e-06
237,3.212399959564209,3.212399959564209,24.838626861572266,,7.692365046043053e-06
238,2.987179756164551,2.987179756164551,19.829679489135742,,7.673981429995372e-06
239,2.7938947677612305,2.7938947677612305,16.344554901123047,,7.655547046314635e-06
240,2.9237964153289795,2.9237964153289795,18.6118106842041,,7.637062244992065e-06
241,2.862653970718384,2.862653970718384,17.507930755615234,,7.6185273769761015e-06
242,2.8749687671661377,2.8749687671661377,17.724870681762695,,7.599942794165738e-06
243,2.6207728385925293,2.6207728385925293,13.746343612670898,,7.581308849403843e-06
244,3.124121904373169,3.124121904373169,22.739919662475586,,7.5626258964704634e-06
245,3.0473201274871826,3.0473201274871826,21.058834075927734,,7.5438942900761035e-06
246,2.799327850341797,2.799327850341797,16.433597564697266,,7.525114385854988e-06
247,2.196845531463623,2.196845531463623,8.996589660644531,,7.506286540358318e-06
248,2.353991985321045,2.353991985321045,10.527511596679688,,7.4874111110474955e-06
249,3.0656399726867676,3.0656399726867676,21.448183059692383,,7.4684884562873375e-06
250,2.5084288120269775,2.5084288120269775,12.285612106323242,,7.449518935339276e-06
251,2.6047346591949463,2.6047346591949463,13.52763557434082,,7.430502908354532e-06
252,2.99831223487854,2.99831223487854,20.051666259765625,,7.411440736367281e-06
253,2.761789560317993,2.761789560317993,15.828143119812012,,7.392332781287798e-06
254,2.3680708408355713,2.3680708408355713,10.676774978637695,,7.373179405895582e-06
255,2.5826797485351562,2.5826797485351562,13.232550621032715,,7.353980973832479e-06
256,3.009188413619995,3.009188413619995,20.27094268798828,,7.3347378495957655e-06
257,2.557281017303467,2.557281017303467,12.9006929397583,,7.3154503985312366e-06
258,2.8102431297302246,2.8102431297302246,16.613956451416016,,7.296118986826266e-06
259,2.4768004417419434,2.4768004417419434,11.903119087219238,,7.276743981502856e-06
260,2.616560220718384,2.616560220718384,13.688556671142578,,7.2573257504106665e-06
261,2.6130168437957764,2.6130168437957764,13.64013957977295,,7.237864662220032e-06
262,3.152639865875244,3.152639865875244,23.397750854492188,,7.2183610864149655e-06
263,2.588780164718628,2.588780164718628,13.313521385192871,,7.198815393286136e-06
264,2.551194190979004,2.551194190979004,12.822406768798828,,7.179227953923848e-06
265,2.606273889541626,2.606273889541626,13.548474311828613,,7.1595991402109865e-06
266,2.505521059036255,2.505521059036255,12.249940872192383,,7.139929324815965e-06
267,2.7129454612731934,2.7129454612731934,15.073609352111816,,7.120218881185644e-06
268,2.1385135650634766,2.1385135650634766,8.48681354522705,,7.100468183538241e-06
269,2.6771481037139893,2.6771481037139893,14.543557167053223,,7.08067760685623e-06
270,2.666836738586426,2.666836738586426,14.394364356994629,,7.0608475268792186e-06
271,2.7261955738067627,2.7261955738067627,15.274665832519531,,7.040978320096819e-06
272,2.6027414798736572,2.6027414798736572,13.500699043273926,,7.021070363741492e-06
273,2.696436882019043,2.696436882019043,14.826807975769043,,7.00112403578139e-06
274,2.932177782058716,2.932177782058716,18.76845932006836,,6.9811397149131835e-06
275,2.8556363582611084,2.8556363582611084,17.385498046875,,6.961117780554862e-06
276,2.789945125579834,2.789945125579834,16.280126571655273,,6.941058612838544e-06
277,2.452876091003418,2.452876091003418,11.621724128723145,,6.9209625926032485e-06
278,2.8410801887512207,2.8410801887512207,17.13426399230957,,6.900830101387667e-06
279,3.1835222244262695,3.1835222244262695,24.13159942626953,,6.8806615214229275e-06
280,2.556854486465454,2.556854486465454,12.895191192626953,,6.860457235625322e-06
281,2.5430636405944824,2.5430636405944824,12.71857738494873,,6.840217627589052e-06
282,2.4747579097747803,2.4747579097747803,11.878830909729004,,6.819943081578939e-06
283,2.1751716136932373,2.1751716136932373,8.803695678710938,,6.799633982523128e-06
284,2.4992427825927734,2.4992427825927734,12.173273086547852,,6.7792907160057796e-06
285,2.877138614654541,2.877138614654541,17.76337242126465,,6.758913668259753e-06
286,3.001917839050293,3.001917839050293,20.124094009399414,,6.738503226159269e-06
287,2.46393084526062,2.46393084526062,11.7509126663208,,6.7180597772125665e-06
288,2.653773784637451,2.653773784637451,14.20755386352539,,6.697583709554545e-06
289,2.600036144256592,2.600036144256592,13.464224815368652,,6.677075411939396e-06
290,2.28080153465271,2.28080153465271,9.784520149230957,,6.656535273733222e-06
291,2.622854709625244,2.622854709625244,13.774991035461426,,6.635963684906646e-06
292,3.2054977416992188,3.2054977416992188,24.667776107788086,,6.6153610360274014e-06
293,2.326263189315796,2.326263189315796,10.239606857299805,,6.594727718252925e-06
294,2.7050323486328125,2.7050323486328125,14.954800605773926,,6.574064123322925e-06
295,2.2940077781677246,2.2940077781677246,9.914593696594238,,6.5533706435519454e-06
296,2.5976946353912354,2.5976946353912354,13.432735443115234,,6.5326476718219165e-06
297,2.232896566390991,2.232896566390991,9.326842308044434,,6.511895601574698e-06
298,2.7243995666503906,2.7243995666503906,15.2472562789917,,6.491114826804607e-06
299,2.8002564907073975,2.8002564907073975,16.448863983154297,,6.470305742050938e-06
300,2.358630895614624,2.358630895614624,10.576461791992188,2.6064703464508057,6.449468742390472e-06
301,2.5126521587371826,2.5126521587371826,12.337608337402344,,6.42860422342998e-06
302,2.0792410373687744,2.0792410373687744,7.998395919799805,,6.407712581298705e-06
303,2.6813862323760986,2.6813862323760986,14.605326652526855,,6.386794212640846e-06
304,2.6152422428131104,2.6152422428131104,13.670527458190918,,6.365849514608025e-06
305,2.8526358604431152,2.8526358604431152,17.333410263061523,,6.344878884851748e-06
306,2.7942724227905273,2.7942724227905273,16.35072898864746,,6.3238827215158575e-06
307,2.5325608253479004,2.5325608253479004,12.585694313049316,,6.302861423228967e-06
308,2.3097660541534424,2.3097660541534424,10.072068214416504,,6.281815389096903e-06
309,2.923330545425415,2.923330545425415,18.6031436920166,,6.260745018695112e-06
310,2.154770851135254,2.154770851135254,8.625913619995117,,6.239650712061093e-06
311,2.75341534614563,2.75341534614563,15.696148872375488,,6.2185328696867866e-06
312,2.626821756362915,2.626821756362915,13.829745292663574,,6.197391892510982e-06
313,2.579361915588379,2.579361915588379,13.188720703125,,6.176228181911699e-06
314,2.5889954566955566,2.5889954566955566,13.316388130187988,,6.155042139698568e-06
315,2.8294379711151123,2.8294379711151123,16.93593978881836,,6.133834168105206e-06
316,2.4227514266967773,2.4227514266967773,11.27684497833252,,6.112604669781572e-06
317,2.7367606163024902,2.7367606163024902,15.436899185180664,,6.091354047786333e-06
318,2.5137033462524414,2.5137033462524414,12.350584030151367,,6.070082705579198e-06
319,2.530758857727051,2.530758857727051,12.56303596496582,,6.048791047013272e-06
320,2.2295455932617188,2.2295455932617188,9.29564094543457,,6.027479476327376e-06
321,2.249136209487915,2.249136209487915,9.479543685913086,,6.006148398138383e-06
322,2.89357590675354,2.89357590675354,18.057767868041992,,5.9847982174335314e-06
323,2.178856611251831,2.178856611251831,8.836196899414062,,5.963429339562731e-06
324,3.127474784851074,3.127474784851074,22.81629180908203,,5.942042170230879e-06
325,2.710141897201538,2.710141897201538,15.03140926361084,,5.920637115490142e-06
326,2.8808398246765137,2.8808398246765137,17.829238891601562,,5.899214581732262e-06
327,2.497089385986328,2.497089385986328,12.147087097167969,,5.877774975680831e-06
328,2.3670156002044678,2.3670156002044678,10.66551399230957,,5.856318704383572e-06
329,2.342529773712158,2.342529773712158,10.40753173828125,,5.834846175204612e-06
330,2.6749048233032227,2.6749048233032227,14.510968208312988,,5.813357795816742e-06
331,2.3780996799468994,2.3780996799468994,10.78438949584961,,5.791853974193688e-06
332,2.245044469833374,2.245044469833374,9.440835952758789,,5.7703351186023575e-06
333,2.635162353515625,2.635162353515625,13.945576667785645,,5.748801637595085e-06
334,2.501326084136963,2.501326084136963,12.198659896850586,,5.727253940001884e-06
335,2.52927827835083,2.52927827835083,12.544448852539062,,5.705692434922684e-06
336,2.9750847816467285,2.9750847816467285,19.591283798217773,,5.684117531719552e-06
337,2.567251443862915,2.567251443862915,13.029961585998535,,5.662529640008933e-06
338,3.0053467750549316,3.0053467750549316,20.193218231201172,,5.640929169653876e-06
339,2.4171736240386963,2.4171736240386963,11.214118957519531,,5.619316530756234e-06
340,2.7966256141662598,2.7966256141662598,16.389249801635742,,5.597692133648894e-06
341,2.2340853214263916,2.2340853214263916,9.337936401367188,,5.576056388887985e-06
342,2.6810522079467773,2.6810522079467773,14.600447654724121,,5.554409707245076e-06
343,2.5872762203216553,2.5872762203216553,13.293513298034668,,5.532752499699381e-06
344,2.634094476699829,2.634094476699829,13.930691719055176,,5.511085177429961e-06
345,2.574770927429199,2.574770927429199,13.128310203552246,,5.489408151807908e-06
346,2.1857542991638184,2.1857542991638184,8.897356986999512,,5.467721834388543e-06
347,2.516331434249878,2.516331434249878,12.383085250854492,,5.446026636903597e-06
348,2.5944573879241943,2.5944573879241943,13.389320373535156,,5.424322971253395e-06
349,2.326143741607666,2.326143741607666,10.238384246826172,,5.402611249499042e-06
350,3.0080947875976562,3.0080947875976562,20.2487850189209,,5.380891883854591e-06
351,2.2810657024383545,2.2810657024383545,9.787104606628418,,5.359165286679218e-06
352,2.4747438430786133,2.4747438430786133,11.878664016723633,,5.337431870469398e-06
353,2.5508224964141846,2.5508224964141846,12.817642211914062,,5.31569204785107e-06
354,2.5714972019195557,2.5714972019195557,13.085400581359863,,5.293946231571806e-06
355,2.436476469039917,2.436476469039917,11.432686805725098,,5.27219483449297e-06
356,2.6562511920928955,2.6562511920928955,14.24279499053955,,5.25043826958188e-06
357,2.6465578079223633,2.6465578079223633,14.105401039123535,,5.228676949903974e-06
