_step,extra/router_stats/stt/layer_5/m_cu_pos,extra/router_stats/stt/layer_11/causal_router_accuracy,extra/router_stats/stt/layer_23/o_ce_pos,extra/router_stats/stt/layer_3/causal_router_accuracy,extra/router_stats/stt/layer_7/S_CU_mean,extra/val_router_stats/stt/layer_1/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_19/o_ce_pos,extra/router_stats/stt/layer_23/S_CU_mean,extra/router_stats/stt/layer_15/S_CU_mean,extra/val_router_stats/stt/layer_11/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_19/selected_tokens_proportion,extra/router_stats/stt/layer_5/o_ce_pos,extra/router_stats/stt/layer_23/causal_router_accuracy,extra/router_stats/stt/layer_15/m_cu_pos,extra/router_stats/stt/layer_13/o_ce_pos,extra/router_stats/stt/layer_5/selected_tokens_proportion,extra/val_router_stats/stt/layer_13/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_9/o_ce_pos,extra/router_stats/stt/layer_13/S_CU_mean,extra/val_router_stats/stt/layer_5/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_17/S_CE_mean,extra/router_stats/stt/layer_17/m_cu_pos,extra/router_stats/stt/layer_19/g_cont_mean,extra/router_stats/stt/layer_21/S_CU_mean,train/loss/stt_g_reg_loss_unscaled,extra/router_stats/stt/layer_7/m_cu_pos,extra/router_stats/stt/layer_15/selected_tokens_proportion,extra/router_stats/stt/layer_21/m_cu_pos,extra/router_stats/stt/layer_11/S_CU_mean,train/loss/stt_tpn_loss_unscaled,extra/router_stats/stt/layer_17/selected_tokens_proportion,extra/router_stats/stt/layer_17/causal_router_accuracy,extra/router_stats/stt/layer_7/S_CE_mean,extra/router_stats/stt/layer_1/causal_router_accuracy,extra/router_stats/stt/layer_1/S_CU_mean,extra/router_stats/stt/layer_23/m_cu_pos,extra/router_stats/stt/layer_3/S_CE_mean,train/loss/stt_causal_router_loss_unscaled,extra/router_stats/stt/layer_11/m_cu_pos,extra/router_stats/stt/layer_1/S_CE_mean,extra/val_router_stats/stt/layer_23/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_3/m_cu_pos,extra/router_stats/stt/layer_23/g_cont_mean,extra/router_stats/stt/layer_17/o_ce_pos,extra/val_router_stats/stt/layer_17/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_3/S_CU_mean,extra/router_stats/stt/layer_21/S_CE_mean,extra/router_stats/stt/layer_9/S_CU_mean,extra/router_stats/stt/layer_5/S_CE_mean,extra/router_stats/stt/layer_21/selected_tokens_proportion,extra/router_stats/stt/layer_9/g_cont_mean,extra/val_router_stats/stt/layer_15/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_7/causal_router_accuracy,extra/router_stats/stt/layer_5/S_CU_mean,extra/router_stats/stt/layer_19/causal_router_accuracy,extra/router_stats/stt/layer_1/g_cont_mean,extra/router_stats/stt/layer_17/g_cont_mean,extra/router_stats/stt/layer_9/m_cu_pos,extra/val_router_stats/stt/layer_19/inferred_selected_tokens_proportion,train/loss/stt_g_reg_loss_scaled,extra/router_stats/stt/layer_5/g_cont_mean,extra/router_stats/stt/layer_7/g_cont_mean,extra/router_stats/stt/layer_7/selected_tokens_proportion,extra/router_stats/stt/layer_3/selected_tokens_proportion,extra/val_router_stats/stt/layer_7/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_11/o_ce_pos,extra/router_stats/stt/layer_17/S_CU_mean,extra/router_stats/stt/layer_13/causal_router_accuracy,extra/val_router_stats/stt/layer_21/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_21/causal_router_accuracy,extra/router_stats/stt/layer_11/S_CE_mean,extra/router_stats/stt/layer_1/m_cu_pos,extra/router_stats/stt/layer_5/causal_router_accuracy,extra/router_stats/stt/layer_9/S_CE_mean,extra/router_stats/stt/layer_11/g_cont_mean,extra/router_stats/stt/layer_23/S_CE_mean,extra/router_stats/stt/layer_19/S_CU_mean,extra/router_stats/stt/layer_15/g_cont_mean,extra/router_stats/stt/layer_13/selected_tokens_proportion,extra/router_stats/stt/layer_15/o_ce_pos,extra/router_stats/stt/layer_21/o_ce_pos,extra/router_stats/stt/layer_15/S_CE_mean,extra/router_stats/stt/layer_13/g_cont_mean,extra/val_router_stats/stt/layer_3/inferred_selected_tokens_proportion,extra/router_stats/stt/layer_1/selected_tokens_proportion,extra/val_router_stats/stt/layer_9/inferred_selected_tokens_proportion,train/loss/stt_tpn_loss_scaled,extra/router_stats/stt/layer_21/g_cont_mean,extra/router_stats/stt/layer_9/causal_router_accuracy,extra/router_stats/stt/layer_1/o_ce_pos,extra/router_stats/stt/layer_13/S_CE_mean,extra/router_stats/stt/layer_3/o_ce_pos,extra/router_stats/stt/layer_9/selected_tokens_proportion,extra/router_stats/stt/layer_7/o_ce_pos,extra/router_stats/stt/layer_15/causal_router_accuracy,extra/router_stats/stt/layer_13/m_cu_pos,extra/router_stats/stt/layer_23/selected_tokens_proportion,extra/router_stats/stt/layer_19/m_cu_pos,extra/router_stats/stt/layer_11/selected_tokens_proportion,extra/router_stats/stt/layer_3/g_cont_mean,extra/router_stats/stt/layer_19/S_CE_mean
273,1.5380622148513794,0.9979248046875,1.3221185207366943,0.4322509765625,0.3168407678604126,,1.3130780458450317,0.36450305581092834,0.37630829215049744,,0.9971923828125,1.180598497390747,0.8177490234375,1.3963161706924438,1.2816153764724731,0.9998779296875,,1.092155933380127,0.3752959668636322,,0.870979905128479,1.4178452491760254,0.9382858276367188,0.40720048546791077,0.8553833961486816,1.6244146823883057,0.9984130859375,1.2514721155166626,0.35982745885849,0.1969108283519745,0.9759521484375,0.796142578125,0.525446891784668,0.463134765625,0.430843710899353,1.390736699104309,0.6787086725234985,0.6462286710739136,1.4678905010223389,0.4811537265777588,,1.669316053390503,0.9443507194519043,1.267433524131775,,0.3276442885398865,0.9608502984046936,0.31613701581954956,0.6330243349075317,0.9959716796875,0.8136897087097168,,0.1719970703125,0.3102973699569702,0.5928955078125,0.7046446800231934,0.9185047149658203,1.6020548343658447,,0.008553833700716496,0.7485190629959106,0.67678302526474,0.890380859375,0.98828125,,1.2302496433258057,0.36596569418907166,0.99951171875,,0.03466796875,0.854122519493103,1.3449174165725708,0.99609375,0.7263898849487305,0.9072593450546265,0.9125043749809265,0.3690667152404785,0.9205886721611023,1.0,1.28667414188385,1.431463360786438,0.8723509311676025,0.9321163296699524,,0.55078125,,0.009845541790127754,0.9768009185791016,0.354736328125,1.7950501441955566,0.8911150693893433,1.148270606994629,0.9642333984375,1.1043663024902344,0.505615234375,1.378359079360962,0.9892578125,1.3840936422348022,0.9984130859375,0.7830564975738525,0.9017153978347778
274,1.5373319387435913,0.9974365234375,1.3219610452651978,0.6268310546875,0.3221333920955658,,1.3128981590270996,0.36704644560813904,0.3773813843727112,,0.9951171875,1.182303547859192,0.8079833984375,1.3963217735290527,1.2801264524459839,0.9998779296875,,1.0924701690673828,0.3755147159099579,,0.847511887550354,1.4193426370620728,0.9198685884475708,0.4092898368835449,0.8549572825431824,1.6243785619735718,0.9984130859375,1.2511953115463257,0.3651639521121979,0.19451521337032318,0.97509765625,0.7353515625,0.5488851070404053,0.297119140625,0.43081480264663696,1.3910895586013794,0.600734293460846,0.6339305639266968,1.4690178632736206,0.7029165029525757,,1.6698956489562988,0.9299025535583496,1.2661657333374023,,0.302565336227417,0.958416759967804,0.32038968801498413,0.6417452692985535,0.994873046875,0.7947444915771484,,0.3017578125,0.3241233229637146,0.6387939453125,0.8319158554077148,0.9036245346069336,1.6017842292785645,,0.00854957289993763,0.7582087516784668,0.6948323249816895,0.9072265625,0.8670654296875,,1.2292038202285767,0.36779823899269104,0.9990234375,,0.0291748046875,0.8550623655319214,1.3478761911392212,0.89697265625,0.6971729397773743,0.9084056615829468,0.8892996311187744,0.37410926818847656,0.9090830087661743,0.9993896484375,1.2865504026412964,1.4322352409362793,0.8537085056304932,0.9053990840911865,,0.781982421875,,0.009725760668516159,0.9754177331924438,0.6396484375,1.7928718328475952,0.8481387495994568,1.14781653881073,0.946044921875,1.104184627532959,0.5665283203125,1.3798134326934814,0.983642578125,1.3844581842422485,0.9976806640625,0.7280844449996948,0.8720118999481201
275,1.5371628999710083,0.998046875,1.3222105503082275,0.5538330078125,0.3167763948440552,,1.3116647005081177,0.3619329035282135,0.37334316968917847,,0.9930419921875,1.1831915378570557,0.8511962890625,1.3965952396392822,1.2791894674301147,1.0,,1.0926861763000488,0.371041476726532,,0.8780689239501953,1.419223427772522,0.9345016479492188,0.4065896272659302,0.8480671644210815,1.6254677772521973,0.995849609375,1.2514047622680664,0.35842204093933105,0.21521060168743134,0.9864501953125,0.806396484375,0.5210949182510376,0.470458984375,0.4310518503189087,1.3910961151123047,0.555569589138031,0.6467775702476501,1.4704821109771729,0.4741179049015045,,1.6704291105270386,0.9385987520217896,1.2666170597076416,,0.3295736312866211,0.9594055414199829,0.31448811292648315,0.664306104183197,0.99365234375,0.8072313666343689,,0.2535400390625,0.33193179965019226,0.67529296875,0.7015055418014526,0.9229480028152466,1.6016016006469727,,0.008480671793222427,0.775941014289856,0.674857497215271,0.85009765625,0.811767578125,,1.2278088331222534,0.3650514781475067,0.9727783203125,,0.10791015625,0.8626583814620972,1.3503631353378296,0.8616943359375,0.7176520228385925,0.9126309156417847,0.9036614894866943,0.3701685667037964,0.9173079133033752,0.9873046875,1.2862037420272827,1.432503581047058,0.8676217794418335,0.9052695035934448,,0.5120849609375,,0.010760529898107052,0.9759525656700134,0.5281982421875,1.7913843393325806,0.8484164476394653,1.1476263999938965,0.9681396484375,1.1030149459838867,0.24169921875,1.3807536363601685,0.98291015625,1.385785460472107,0.9990234375,0.7100620865821838,0.895603358745575
276,1.537261724472046,0.997314453125,1.323097825050354,0.6026611328125,0.3206248879432678,,1.3117477893829346,0.36266547441482544,0.3745937645435333,,0.9949951171875,1.1839450597763062,0.8006591796875,1.396729588508606,1.2789571285247803,0.9996337890625,,1.0918484926223755,0.3740214705467224,,0.8684676289558411,1.4200880527496338,0.9265866875648499,0.408430278301239,0.850337028503418,1.6267720460891724,0.997802734375,1.2514744997024536,0.3638606071472168,0.19964472949504852,0.98291015625,0.7159423828125,0.4791785478591919,0.30908203125,0.42941057682037354,1.390592336654663,0.6037173271179199,0.642143964767456,1.47327721118927,0.7148336172103882,,1.6710684299468994,0.9270271062850952,1.266310214996338,,0.297107458114624,0.9431167840957642,0.3190605044364929,0.6195011138916016,0.9931640625,0.7901415824890137,,0.3399658203125,0.32192641496658325,0.5614013671875,0.8381537199020386,0.9168516993522644,1.6025984287261963,,0.008503369987010956,0.7422018051147461,0.646983802318573,0.8187255859375,0.8690185546875,,1.2251315116882324,0.36801350116729736,0.99658203125,,0.02685546875,0.8521382808685303,1.352370262145996,0.9034423828125,0.690753161907196,0.9063137769699097,0.8854756355285645,0.37217551469802856,0.9127570986747742,0.9971923828125,1.286033034324646,1.433054804801941,0.8602213263511658,0.9026604890823364,,0.783447265625,,0.009982236661016941,0.9663074016571045,0.614013671875,1.79024076461792,0.8439786434173584,1.1473864316940308,0.9522705078125,1.1017450094223022,0.5252685546875,1.3808270692825317,0.97705078125,1.3858095407485962,0.99755859375,0.7280587553977966,0.8831196427345276
277,1.537574291229248,0.9979248046875,1.3235763311386108,0.5650634765625,0.3159850239753723,,1.3123607635498047,0.36112117767333984,0.3723995089530945,,0.990966796875,1.1843091249465942,0.8021240234375,1.3964430093765259,1.2787725925445557,0.9993896484375,,1.0907381772994995,0.37245070934295654,,0.8685290217399597,1.4218966960906982,0.9311314225196838,0.40745240449905396,0.8459466695785522,1.6277861595153809,0.9981689453125,1.2520935535430908,0.35952895879745483,0.20826682448387146,0.9708251953125,0.69091796875,0.45858749747276306,0.3648681640625,0.4290579557418823,1.3904520273208618,0.5964113473892212,0.6394221782684326,1.4756426811218262,0.6121616363525391,,1.672363519668579,0.9247562885284424,1.2652134895324707,,0.31382107734680176,0.9271395802497864,0.31509533524513245,0.6367058753967285,0.9903564453125,0.7832380533218384,,0.3375244140625,0.3161770701408386,0.6417236328125,0.779708981513977,0.9163719415664673,1.6038578748703003,,0.008459466509521008,0.7528752684593201,0.6308631896972656,0.768798828125,0.8687744140625,,1.2228986024856567,0.36216139793395996,0.9996337890625,,0.0726318359375,0.8536644577980042,1.3542249202728271,0.89990234375,0.6817605495452881,0.9068384766578674,0.8822058439254761,0.3686090409755707,0.9183889627456665,0.9998779296875,1.2862398624420166,1.4329553842544556,0.8695074319839478,0.9218093752861023,,0.6669921875,,0.010413341224193573,0.9569259285926819,0.5460205078125,1.7891837358474731,0.87498939037323,1.1465425491333008,0.9556884765625,1.100780725479126,0.3782958984375,1.3808363676071167,0.9691162109375,1.3853129148483276,0.9984130859375,0.728452205657959,0.8907325863838196
278,1.5375550985336304,0.99755859375,1.3232126235961914,0.6368408203125,0.3162252902984619,,1.3129228353500366,0.36159342527389526,0.373222678899765,,0.995849609375,1.184782862663269,0.8170166015625,1.39579439163208,1.2776962518692017,0.9989013671875,,1.0900249481201172,0.372933030128479,,0.8383467793464661,1.4245861768722534,0.9322415590286255,0.4081099033355713,0.8455909490585327,1.6282492876052856,0.99951171875,1.2505894899368286,0.3605113923549652,0.20181673765182495,0.952880859375,0.69677734375,0.445348858833313,0.2960205078125,0.42621052265167236,1.3910664319992065,0.5593407154083252,0.6276541948318481,1.477211594581604,0.7258221507072449,,1.6735433340072632,0.9168021082878113,1.2631158828735352,,0.29398953914642334,0.9459857940673828,0.31894126534461975,0.6229555606842041,0.9923095703125,0.7810168862342834,,0.3909912109375,0.31984734535217285,0.6134033203125,0.8433129191398621,0.8974998593330383,1.604614496231079,,0.008455908857285976,0.7430590987205505,0.6217735409736633,0.7432861328125,0.860107421875,,1.2214751243591309,0.36579397320747375,0.9996337890625,,0.0872802734375,0.8504217863082886,1.3568154573440552,0.906005859375,0.6771905422210693,0.9047801494598389,0.8698167204856873,0.37131667137145996,0.919913649559021,1.0,1.2867547273635864,1.4348361492156982,0.8720085024833679,0.9232134222984314,,0.7818603515625,,0.010090837255120277,0.9680432081222534,0.690673828125,1.7871675491333008,0.8772748708724976,1.1458723545074463,0.9539794921875,1.100346565246582,0.51025390625,1.3817425966262817,0.9705810546875,1.3848918676376343,0.997802734375,0.6954349279403687,0.8921861052513123
279,1.5374234914779663,0.997802734375,1.3231697082519531,0.5889892578125,0.3163226544857025,,1.312075138092041,0.3614845871925354,0.3725583255290985,,0.99609375,1.1852664947509766,0.8236083984375,1.3960533142089844,1.2766674757003784,0.9993896484375,,1.0896233320236206,0.36795562505722046,,0.8434814214706421,1.426403284072876,0.9330853223800659,0.40668848156929016,0.8445278406143188,1.6286691427230835,0.999267578125,1.248679280281067,0.3555215299129486,0.21140849590301514,0.9541015625,0.724609375,0.48010778427124023,0.3931884765625,0.42854467034339905,1.3913805484771729,0.5251007080078125,0.6387269496917725,1.4793578386306763,0.5887780785560608,,1.6732714176177979,0.9282718300819397,1.2617535591125488,,0.31142017245292664,0.9618250727653503,0.3152126371860504,0.6336795091629028,0.9959716796875,0.79412841796875,,0.3553466796875,0.3280208706855774,0.5386962890625,0.7662317156791687,0.900315523147583,1.6050564050674438,,0.00844527781009674,0.7536374926567078,0.6465246081352234,0.7843017578125,0.772216796875,,1.2194857597351074,0.3622211217880249,0.9886474609375,,0.1070556640625,0.8542404174804688,1.3597201108932495,0.8333740234375,0.6980240345001221,0.9066495895385742,0.8876274228096008,0.3713270425796509,0.924706220626831,0.990478515625,1.2863246202468872,1.4372637271881104,0.8797179460525513,0.9185935854911804,,0.6397705078125,,0.010570424608886242,0.9773458242416382,0.6484375,1.784858226776123,0.870836079120636,1.1465224027633667,0.9588623046875,1.0999889373779297,0.3985595703125,1.3826656341552734,0.975341796875,1.3858692646026611,0.998046875,0.6848435401916504,0.8931734561920166
280,1.537412166595459,0.9986572265625,1.323073387145996,0.6536865234375,0.31689339876174927,,1.3118752241134644,0.3608482778072357,0.37313568592071533,,0.9849853515625,1.185972809791565,0.8404541015625,1.3961044549942017,1.2751097679138184,0.9998779296875,,1.0896276235580444,0.36623305082321167,,0.8494290113449097,1.4286160469055176,0.9207212924957275,0.40891408920288086,0.8412758708000183,1.628904104232788,0.9986572265625,1.2475608587265015,0.3522842228412628,0.21695595979690552,0.9654541015625,0.7281494140625,0.5078195333480835,0.3848876953125,0.42983484268188477,1.3918061256408691,0.44874119758605957,0.6342324018478394,1.481758713722229,0.5890054106712341,,1.6732470989227295,0.9236533641815186,1.2598036527633667,,0.3147776126861572,0.9625920653343201,0.3114550709724426,0.6357181072235107,0.9957275390625,0.8064346313476562,,0.283203125,0.34689757227897644,0.5936279296875,0.7686858177185059,0.9042893052101135,1.6050972938537598,,0.008412758819758892,0.7608280181884766,0.6659135818481445,0.8065185546875,0.6212158203125,,1.2172462940216064,0.36470910906791687,0.9852294921875,,0.2242431640625,0.8531389236450195,1.3622746467590332,0.7127685546875,0.7176603078842163,0.9056411385536194,0.8804708123207092,0.3687587082386017,0.9229605197906494,0.9852294921875,1.2861440181732178,1.4387062788009644,0.8768527507781982,0.8969860672950745,,0.6312255859375,,0.01084779854863882,0.9778827428817749,0.71337890625,1.783231258392334,0.8362035751342773,1.1469297409057617,0.9747314453125,1.0996828079223633,0.4439697265625,1.3841023445129395,0.9716796875,1.3863158226013184,0.999755859375,0.6413138508796692,0.874200701713562
281,1.5374590158462524,0.9970703125,1.323122262954712,0.5281982421875,0.3148477077484131,,1.3124949932098389,0.3588711619377136,0.37315231561660767,,0.9854736328125,1.186508297920227,0.775146484375,1.3961546421051025,1.2734999656677246,0.997802734375,,1.0891408920288086,0.3703874349594116,,0.827528715133667,1.4309569597244263,0.9194122552871704,0.4085853397846222,0.8426663279533386,1.6292117834091187,0.999755859375,1.2471338510513306,0.3572198748588562,0.2114749252796173,0.95166015625,0.7520751953125,0.4618411064147949,0.40283203125,0.4246101379394531,1.392047643661499,0.5999971032142639,0.636691689491272,1.4835635423660278,0.6015850305557251,,1.67423677444458,0.912916898727417,1.257798194885254,,0.3067726194858551,0.9596242308616638,0.31309062242507935,0.6393631100654602,0.992431640625,0.797572135925293,,0.3709716796875,0.3214277923107147,0.580078125,0.7725440263748169,0.8900335431098938,1.6057419776916504,,0.008426663465797901,0.7553213834762573,0.6328738927841187,0.777587890625,0.8648681640625,,1.215614676475525,0.3607790172100067,0.9873046875,,0.1114501953125,0.8335543870925903,1.3647730350494385,0.8997802734375,0.7037914991378784,0.8937753438949585,0.8640288710594177,0.37097907066345215,0.9254734516143799,0.98828125,1.2860203981399536,1.4395242929458618,0.8807618021965027,0.9089605808258057,,0.6400146484375,,0.010573746636509895,0.9761489033699036,0.535400390625,1.7819983959197998,0.8549846410751343,1.1464040279388428,0.962646484375,1.0992989540100098,0.4661865234375,1.3854858875274658,0.9659423828125,1.3858989477157593,0.997802734375,0.7269637584686279,0.8711830377578735
282,1.5377973318099976,0.9970703125,1.323917031288147,0.57373046875,0.3231414556503296,,1.3121578693389893,0.3613555431365967,0.3772561252117157,,0.9940185546875,1.186305046081543,0.697265625,1.3971762657165527,1.2727515697479248,0.9996337890625,,1.0881692171096802,0.37339532375335693,,0.826646625995636,1.4314929246902466,0.9134932160377502,0.4104872941970825,0.8477391004562378,1.6302902698516846,1.0,1.2466663122177124,0.36108213663101196,0.19913288950920105,0.957763671875,0.6766357421875,0.44866645336151123,0.222412109375,0.42351460456848145,1.3912949562072754,0.6331831812858582,0.6349217891693115,1.484877347946167,0.8223043084144592,,1.6756867170333862,0.9145320653915405,1.257693886756897,,0.27519720792770386,0.9560753703117371,0.31694406270980835,0.6116340160369873,0.99267578125,0.7823579907417297,,0.3590087890625,0.31053411960601807,0.5263671875,0.8981411457061768,0.8891676664352417,1.60689115524292,,0.008477390743792057,0.7325244545936584,0.6267120838165283,0.80419921875,0.9793701171875,,1.214470624923706,0.36218738555908203,0.9957275390625,,0.022705078125,0.8282716870307922,1.3671581745147705,0.9984130859375,0.6808512806892395,0.890392005443573,0.8661860227584839,0.372867614030838,0.9217237830162048,0.9957275390625,1.2849029302597046,1.4405049085617065,0.8742136359214783,0.8960615396499634,,0.912353515625,,0.009956644847989082,0.9740938544273376,0.5452880859375,1.7808022499084473,0.8340029716491699,1.1455214023590088,0.9501953125,1.098440170288086,0.73095703125,1.386108160018921,0.9715576171875,1.38628351688385,0.9971923828125,0.7336695194244385,0.8622181415557861
283,1.5375005006790161,0.9979248046875,1.3232609033584595,0.668212890625,0.3191251754760742,,1.312158465385437,0.3604830503463745,0.3716498017311096,,0.97509765625,1.1870025396347046,0.8355712890625,1.3974300622940063,1.2714383602142334,0.999755859375,,1.087764024734497,0.36786073446273804,,0.8312166333198547,1.433413028717041,0.9106881618499756,0.4078536629676819,0.8389986753463745,1.6315487623214722,0.999267578125,1.2467411756515503,0.35569965839385986,0.21397750079631805,0.958740234375,0.5673828125,0.454653263092041,0.34033203125,0.4258687198162079,1.3919140100479126,0.5004010796546936,0.6475077867507935,1.4848690032958984,0.6246215105056763,,1.6762967109680176,0.9176322221755981,1.256125569343567,,0.3030325770378113,0.9567484855651855,0.3122074604034424,0.6562222242355347,0.994384765625,0.7996987700462341,,0.3310546875,0.3345373272895813,0.3262939453125,0.7876006960868835,0.8921869993209839,1.6074568033218384,,0.008389986120164394,0.7702349424362183,0.6306937336921692,0.7398681640625,0.738525390625,,1.2145313024520874,0.36130672693252563,0.995849609375,,0.1156005859375,0.8461459875106812,1.3699250221252441,0.7987060546875,0.7073022127151489,0.9014894962310791,0.8711453080177307,0.3682096600532532,0.9220237135887146,0.99658203125,1.2846516370773315,1.4407739639282227,0.8755670189857483,0.8967511653900146,,0.7027587890625,,0.010698875412344933,0.974444568157196,0.5545654296875,1.7788535356521606,0.8359197378158569,1.1452642679214478,0.9718017578125,1.0974743366241455,0.4862060546875,1.387251853942871,0.97314453125,1.3864251375198364,0.999267578125,0.6645385026931763,0.8584475517272949
284,1.5367764234542847,0.997802734375,1.3228124380111694,0.5731201171875,0.3139541447162628,,1.312556266784668,0.3581669330596924,0.37090128660202026,,0.993408203125,1.1885507106781006,0.7418212890625,1.3978227376937866,1.2710301876068115,1.0,,1.0868390798568726,0.36842426657676697,,0.8137932419776917,1.4355119466781616,0.9134751558303833,0.40846961736679077,0.8428964614868164,1.6324816942214966,0.9996337890625,1.247268795967102,0.3535534739494324,0.2144087553024292,0.953125,0.6385498046875,0.41982972621917725,0.329833984375,0.42232269048690796,1.3924050331115723,0.6110296249389648,0.6417362689971924,1.486137866973877,0.6833997964859009,,1.6761435270309448,0.9103877544403076,1.2544865608215332,,0.28984731435775757,0.9564837217330933,0.3112364411354065,0.6493680477142334,0.9942626953125,0.7910797595977783,,0.4429931640625,0.31529590487480164,0.34912109375,0.8182809948921204,0.8804599046707153,1.6087169647216797,,0.008428964763879776,0.7608964443206787,0.6033675670623779,0.6842041015625,0.865234375,,1.2133283615112305,0.35683223605155945,0.9993896484375,,0.0606689453125,0.8560686111450195,1.3729908466339111,0.899658203125,0.694933295249939,0.9074236154556274,0.8602360486984253,0.36863744258880615,0.9167174100875854,0.9993896484375,1.2842602729797363,1.4404282569885254,0.8671754598617554,0.907662034034729,,0.752197265625,,0.010720438323915005,0.9742478132247925,0.5579833984375,1.7763608694076538,0.8533602952957153,1.145603895187378,0.9599609375,1.0967977046966553,0.5084228515625,1.3874757289886475,0.9716796875,1.3862299919128418,0.99853515625,0.7307583093643188,0.862523078918457
285,1.5369682312011719,0.9967041015625,1.323547124862671,0.517578125,0.3195207417011261,,1.3125464916229248,0.36085861921310425,0.3734353184700012,,0.993896484375,1.1885604858398438,0.6912841796875,1.3992290496826172,1.2711673974990845,0.99951171875,,1.086402177810669,0.3716175854206085,,0.8107882142066956,1.435699462890625,0.9002054929733276,0.4090878367424011,0.84161776304245,1.6334099769592285,0.9951171875,1.2474784851074219,0.35495099425315857,0.21326005458831787,0.9517822265625,0.598876953125,0.37435388565063477,0.240234375,0.41911980509757996,1.391801357269287,0.6818339824676514,0.646607518196106,1.4884260892868042,0.8024885654449463,,1.6766180992126465,0.9154244065284729,1.2544986009597778,,0.28153979778289795,0.926329493522644,0.31515592336654663,0.6286998987197876,0.9866943359375,0.7778539061546326,,0.5264892578125,0.3034774661064148,0.377685546875,0.8847014904022217,0.8786001801490784,1.6095187664031982,,0.008416177704930305,0.7421228885650635,0.5745731592178345,0.640380859375,0.9857177734375,,1.2111221551895142,0.3583582639694214,0.999755859375,,0.0511474609375,0.844045102596283,1.3757494688034058,0.996337890625,0.6743762493133545,0.8995907306671143,0.8675177097320557,0.3692251145839691,0.8892044425010681,1.0,1.2828031778335571,1.4406070709228516,0.822690486907959,0.910335123538971,,0.877685546875,,0.010663002729415894,0.9563974142074585,0.6641845703125,1.7743840217590332,0.8573272228240967,1.1453651189804077,0.95703125,1.0961428880691528,0.667236328125,1.387337565422058,0.974365234375,1.38650381565094,0.9971923828125,0.7704035043716431,0.8416763544082642
286,1.538720965385437,0.9957275390625,1.323115587234497,0.6964111328125,0.3133178651332855,,1.313652515411377,0.35798484086990356,0.3687460124492645,,0.992431640625,1.1873594522476196,0.763916015625,1.398645281791687,1.26939857006073,0.9942626953125,,1.0873557329177856,0.3649694323539734,,0.8472181558609009,1.4360532760620117,0.9198579788208008,0.40700218081474304,0.8360147476196289,1.6342122554779053,0.99853515625,1.2474546432495117,0.35035941004753113,0.2187121957540512,0.9849853515625,0.666259765625,0.41329094767570496,0.305908203125,0.4223906993865967,1.3924639225006104,0.49009478092193604,0.6369436979293823,1.489980697631836,0.7032004594802856,,1.6783281564712524,0.9161893129348755,1.2544074058532715,,0.29544270038604736,0.9493953585624695,0.3129056990146637,0.6021931767463684,0.9913330078125,0.8010116815567017,,0.427001953125,0.33250123262405396,0.4794921875,0.8314823508262634,0.9023544788360596,1.6088119745254517,,0.008360147476196289,0.7324115037918091,0.5994776487350464,0.6282958984375,0.7275390625,,1.209679365158081,0.36140352487564087,0.994384765625,,0.1614990234375,0.8470723628997803,1.3777527809143066,0.7994384765625,0.7085395455360413,0.9012687802314758,0.8691473007202148,0.36764922738075256,0.909176230430603,0.9969482421875,1.2831230163574219,1.4410393238067627,0.8558108806610107,0.895440936088562,,0.75,,0.01093561016023159,0.9700289964675903,0.719970703125,1.7735785245895386,0.834254264831543,1.144025444984436,0.966552734375,1.0954805612564087,0.478515625,1.3890641927719116,0.9661865234375,1.3857929706573486,0.9986572265625,0.6534765958786011,0.8731743693351746
