_step,beta_ce_std,ce_offset_std,G_cont_min,cu_multiplier_std,G_cont_std,beta_ce_mean,S_CU_std,S_CU_min,G_cont_max,beta_cu_std,S_CU_mean,beta_cu_mean,S_CE_max,cu_multiplier_mean,S_CU_max,S_CE_std,G_cont_mean,S_CE_mean,S_CE_min,ce_offset_mean
11,0.04722293093800545,0.0490393228828907,0.7065640687942505,0.04863559082150459,0.011600899510085583,-0.2780514359474182,0.02324698492884636,0.4137635827064514,0.7995526790618896,0.05133602395653725,0.49328967928886414,-0.589407205581665,0.5134592652320862,1.0820053815841675,0.5953764319419861,0.0018008546903729439,0.7495827674865723,0.5057058334350586,0.4905232787132263,1.0412324666976929
12,0.05340079590678215,0.054871413856744766,0.7052749395370483,0.05439038202166557,0.011624041944742203,-0.27474361658096313,0.023470966145396233,0.41297006607055664,0.8016085624694824,0.057818297296762466,0.4933936595916748,-0.588097095489502,0.5158085823059082,1.0792351961135864,0.5982488393783569,0.0019620906095951796,0.7500933408737183,0.5066013336181641,0.4875975549221039,1.0437294244766235
13,0.059456441551446915,0.06028421223163605,0.7056148052215576,0.05972602590918541,0.011436829343438148,-0.27169904112815857,0.023231618106365204,0.4116640090942383,0.7955639362335205,0.06405476480722427,0.49355024099349976,-0.5872377753257751,0.5168725848197937,1.0767219066619873,0.5854464173316956,0.0018693814054131508,0.7506380081176758,0.5075217485427856,0.4908134341239929,1.0459556579589844
14,0.0655161440372467,0.06536649912595749,0.7058327198028564,0.0647469311952591,0.01123267412185669,-0.2688133716583252,0.02298484556376934,0.41339170932769775,0.790368914604187,0.07016967982053757,0.49361681938171387,-0.5867222547531128,0.5220749378204346,1.0744199752807617,0.5754251480102539,0.001979007152840495,0.7509810924530029,0.5081300735473633,0.48658260703086853,1.0479704141616821
15,0.0716041848063469,0.07027903944253922,0.7090080976486206,0.06960747390985489,0.011137217283248901,-0.2658631205558777,0.02297116070985794,0.41359660029411316,0.7913950681686401,0.07618629932403564,0.49370521306991577,-0.5863284468650818,0.5217278599739075,1.0723330974578857,0.576565146446228,0.0020546854939311743,0.7511920928955078,0.5084484219551086,0.48968005180358887,1.0497928857803345
16,0.07759178429841995,0.07509186118841171,0.7080682516098022,0.07437107712030411,0.011244411580264568,-0.2627081871032715,0.023194879293441772,0.4132995307445526,0.7942106127738953,0.08202873915433884,0.49379128217697144,-0.5860128998756409,0.5261526107788086,1.0704684257507324,0.5833818912506104,0.002240285975858569,0.7516114115715027,0.5091880559921265,0.4854477345943451,1.0514181852340698
17,0.0834370106458664,0.07976862043142319,0.7044148445129395,0.07899881154298782,0.011257078498601913,-0.25936418771743774,0.02326074056327343,0.41338998079299927,0.8117125034332275,0.08768968284130096,0.493955135345459,-0.585695743560791,0.5346845984458923,1.0687650442123413,0.608596920967102,0.002574590500444174,0.7519211769104004,0.5096494555473328,0.4820825457572937,1.0528950691223145
18,0.08904910832643509,0.08424260467290878,0.7082897424697876,0.08254370093345642,0.011102242395281792,-0.2559586763381958,0.02293277345597744,0.4123290181159973,0.7902888059616089,0.09287656098604202,0.49400413036346436,-0.5856039524078369,0.5274878740310669,1.0681403875350952,0.573880672454834,0.0026193675585091114,0.7521688342094421,0.5100821256637573,0.488529771566391,1.054265022277832
19,0.09448160231113434,0.08850494027137756,0.7065722346305847,0.08600817620754242,0.011193489655852318,-0.2524859607219696,0.02321930043399334,0.41242557764053345,0.790771484375,0.09776373207569122,0.4940379559993744,-0.5855454206466675,0.5297228097915649,1.067556381225586,0.5745152831077576,0.002697597024962306,0.7524063587188721,0.5105087757110596,0.48593586683273315,1.0555343627929688
20,0.09975039213895798,0.09252370148897171,0.7067963480949402,0.08934051543474197,0.01089543104171753,-0.24900619685649872,0.022503597661852837,0.4145869016647339,0.7889742851257324,0.10230577737092972,0.4941018521785736,-0.5855247974395752,0.5243919491767883,1.0669883489608765,0.5716763138771057,0.002984079997986555,0.7523050308227539,0.5102485418319702,0.4834718406200409,1.0567271709442139
21,0.1048802062869072,0.09628674387931824,0.7077295780181885,0.09250880777835846,0.010910073295235634,-0.24557583034038544,0.022673828527331352,0.41414880752563477,0.7868935465812683,0.10652443021535873,0.4941299557685852,-0.5855288505554199,0.5235017538070679,1.0664265155792236,0.5673643350601196,0.0029489134903997183,0.7525615096092224,0.5107330083847046,0.48729515075683594,1.0578668117523193
22,0.10987166315317154,0.09980794787406921,0.7083861827850342,0.0954977348446846,0.010844982229173183,-0.242221862077713,0.02261045202612877,0.41373294591903687,0.7899421453475952,0.1104465201497078,0.49417755007743835,-0.5855393409729004,0.524956226348877,1.0658773183822632,0.5733920931816101,0.0028933051507920027,0.7528237700462341,0.5111975073814392,0.4885590970516205,1.058958888053894
23,0.11466765403747559,0.10312537848949432,0.7078470587730408,0.09832552820444107,0.010734980925917625,-0.23892179131507874,0.02242109179496765,0.4150523543357849,0.7881187796592712,0.1140848770737648,0.4942130446434021,-0.5855757594108582,0.5235903263092041,1.0653564929962158,0.5710707902908325,0.002885914873331785,0.7531599998474121,0.5118247270584106,0.4894595146179199,1.0599850416183472
24,0.11925090104341507,0.10625742375850677,0.7100785970687866,0.10099592059850693,0.01064604427665472,-0.2356795072555542,0.02232935093343258,0.41603708267211914,0.7812018394470215,0.1174725666642189,0.49426358938217163,-0.5856245756149292,0.5238021612167358,1.064874529838562,0.5531836748123169,0.002641963306814432,0.7535369396209717,0.512521505355835,0.4909418821334839,1.0609352588653564
25,0.1236005648970604,0.10922344028949738,0.7015379667282104,0.10351783782243729,0.01067427359521389,-0.2325032651424408,0.022259216755628586,0.4150305688381195,0.7884029746055603,0.12064628303050995,0.4942328929901123,-0.5856767892837524,0.5229233503341675,1.0644447803497314,0.5716224908828735,0.0026524902787059546,0.7536559104919434,0.5127786993980408,0.4847637414932251,1.061789870262146
26,0.12770050764083862,0.11204492300748825,0.6964411735534668,0.10590457171201706,0.010652914643287659,-0.22937774658203125,0.02230522409081459,0.41582736372947693,0.7846928834915161,0.12361278384923935,0.49428892135620117,-0.5857462882995605,0.5244485139846802,1.0640709400177002,0.562301516532898,0.0030057874973863363,0.7539446353912354,0.5132870674133301,0.4728025794029236,1.0625343322753906
27,0.13158376514911652,0.11474252492189407,0.6954171061515808,0.10816651582717896,0.01068353932350874,-0.22629913687705994,0.022330109030008316,0.4165106415748596,0.7819000482559204,0.12639638781547546,0.49430879950523376,-0.585816502571106,0.5242296457290649,1.0637574195861816,0.5576180219650269,0.0032688165083527565,0.7541181445121765,0.5136107802391052,0.47667551040649414,1.0631628036499023
28,0.13528625667095184,0.11733752489089966,0.7100090980529785,0.1103162094950676,0.010561542585492134,-0.22328516840934753,0.022107858210802078,0.4166899621486664,0.7775834798812866,0.12899690866470337,0.4943326413631439,-0.5859031677246094,0.5241372585296631,1.0635106563568115,0.5432714223861694,0.002845596056431532,0.754020631313324,0.5133844017982483,0.47428593039512634,1.06367027759552
29,0.13885268568992615,0.11982747912406921,0.690879762172699,0.11235301196575165,0.010670701041817665,-0.22036662697792053,0.022278284654021263,0.41587480902671814,0.7836035490036011,0.13143233954906464,0.4943646788597107,-0.5860101580619812,0.5243457555770874,1.0633238554000854,0.5576201677322388,0.00353839248418808,0.7542142868041992,0.5137393474578857,0.46896231174468994,1.064068078994751
30,0.14233516156673431,0.12221112102270126,0.7102168798446655,0.11427639424800873,0.010610654018819332,-0.21754877269268036,0.02237139642238617,0.4160836935043335,0.7835651636123657,0.13370317220687866,0.4943891167640686,-0.5861191749572754,0.5248112082481384,1.0631775856018066,0.5573785305023193,0.0032412311993539333,0.7543618083000183,0.5139973759651184,0.46743863821029663,1.0643824338912964
31,0.14572866261005402,0.12448307871818542,0.6927923560142517,0.11608190834522247,0.010677511803805828,-0.2148665487766266,0.02230292558670044,0.41486620903015137,0.7847577333450317,0.13580003380775452,0.4944087862968445,-0.5862478613853455,0.5256620645523071,1.0630723237991333,0.5629510879516602,0.0035266350023448467,0.754117488861084,0.5135023593902588,0.46475058794021606,1.064615249633789
32,0.1490602344274521,0.12663574516773224,0.6944968700408936,0.11776413768529892,0.010656832717359066,-0.21232514083385468,0.022453881800174713,0.41476869583129883,0.7914997935295105,0.1377447545528412,0.4944552779197693,-0.5863825082778931,0.5255679488182068,1.062991976737976,0.5735815167427063,0.003722643945366144,0.7546021938323975,0.5144027471542358,0.4658949077129364,1.0647895336151123
33,0.1523234248161316,0.12867334485054016,0.6973032355308533,0.11932825297117233,0.010646292939782143,-0.20992939174175262,0.022356538102030754,0.41665542125701904,0.7831858396530151,0.1395428478717804,0.4944794178009033,-0.5865289568901062,0.52744460105896,1.0629348754882812,0.5568058490753174,0.0038109140004962683,0.7546760439872742,0.5145272612571716,0.4642608165740967,1.0649075508117676
34,0.15554040670394897,0.1305958330631256,0.6993762850761414,0.12077901512384415,0.010630376636981964,-0.20766839385032654,0.022319672629237175,0.41675394773483276,0.7854019999504089,0.1412046253681183,0.49446648359298706,-0.5866658687591553,0.5285499095916748,1.0628846883773804,0.5618016123771667,0.0038063260726630688,0.7547599673271179,0.5147000551223755,0.4671083092689514,1.064988136291504
35,0.15871873497962952,0.1324099749326706,0.7016610503196716,0.12212526053190231,0.01063731499016285,-0.20551639795303345,0.02224438637495041,0.4163667857646942,0.7833824157714844,0.1427323818206787,0.4944673180580139,-0.5867971181869507,0.5293081998825073,1.0628352165222168,0.5550095438957214,0.0037109144032001495,0.7548934817314148,0.5149680972099304,0.47011637687683105,1.06504225730896
36,0.16188891232013702,0.13411052525043488,0.7057949304580688,0.12337014079093933,0.01078498363494873,-0.2034691572189331,0.02249707095324993,0.41444236040115356,0.787904679775238,0.14414583146572113,0.4945102632045746,-0.5869103670120239,0.5282878875732422,1.0627697706222534,0.5679855346679688,0.003798477351665497,0.7548973560333252,0.5149333477020264,0.46402615308761597,1.0650914907455444
37,0.1650378257036209,0.13570600748062134,0.7081003189086914,0.12451975792646408,0.010681631974875927,-0.20150534808635712,0.022331951186060905,0.41626906394958496,0.7820758819580078,0.1454433649778366,0.4944782853126526,-0.5870089530944824,0.5288252830505371,1.062685251235962,0.5525824427604675,0.0032841551583260298,0.754889965057373,0.5149519443511963,0.46824949979782104,1.065141201019287
38,0.16819161176681519,0.13722075521945953,0.7070928812026978,0.12559539079666138,0.010646427981555462,-0.19956248998641968,0.02232009544968605,0.4161832332611084,0.7832387685775757,0.1466355323791504,0.4944910407066345,-0.5870893001556396,0.5317234992980957,1.0625793933868408,0.5534622669219971,0.0034305155277252197,0.7553521990776062,0.5158483982086182,0.4762057662010193,1.0651956796646118
39,0.1713242530822754,0.1386626809835434,0.709780216217041,0.12660102546215057,0.01067009475082159,-0.1976374387741089,0.022318510338664055,0.4164741039276123,0.78145432472229,0.1477549821138382,0.49452266097068787,-0.5871426463127136,0.5309268832206726,1.0624593496322632,0.5501534342765808,0.003225242719054222,0.7551789283752441,0.515483021736145,0.4783414304256439,1.0652498006820679
40,0.1744522899389267,0.14003731310367584,0.7122471332550049,0.1275414526462555,0.01060621626675129,-0.19572997093200684,0.022218724712729454,0.416606605052948,0.7815060019493103,0.1487954705953598,0.4945629835128784,-0.587175190448761,0.5320967435836792,1.0623267889022827,0.5512112379074097,0.003332348307594657,0.7552566528320312,0.5155909061431885,0.4776996970176697,1.065303921699524
41,0.1775881052017212,0.14134688675403595,0.7113316059112549,0.12841859459877014,0.01068783923983574,-0.19384071230888367,0.02242870256304741,0.41623806953430176,0.7814788222312927,0.1497584730386734,0.4945445656776428,-0.5871841907501221,0.5324730277061462,1.0621800422668457,0.5496634244918823,0.003482583910226822,0.7555901408195496,0.5162666440010071,0.475169837474823,1.0653634071350098
42,0.1807282418012619,0.14259929955005646,0.7109023928642273,0.12923520803451538,0.010596132837235928,-0.19196408987045288,0.022223804146051407,0.4167763590812683,0.7789372205734253,0.15065814554691315,0.4945342540740967,-0.5871717929840088,0.5348193645477295,1.0620237588882446,0.5443243980407715,0.0034528011456131935,0.755702018737793,0.5164986848831177,0.47463804483413696,1.065424919128418
43,0.18386930227279663,0.14381127059459686,0.7100135087966919,0.1300075650215149,0.010688764974474907,-0.19006913900375366,0.022258169949054718,0.416287899017334,0.7810155749320984,0.15150581300258636,0.494564026594162,-0.587133526802063,0.5371274948120117,1.0618619918823242,0.5512017011642456,0.003765266155824065,0.7558821439743042,0.5168336629867554,0.4738568961620331,1.065484642982483
44,0.1870129555463791,0.14497675001621246,0.7080060839653015,0.13073089718818665,0.01066452544182539,-0.18818017840385437,0.022352434694767,0.4159645736217499,0.7829084396362305,0.15230581164360046,0.4945908486843109,-0.5870795249938965,0.5378774404525757,1.0616984367370605,0.553855299949646,0.0036317964550107718,0.7559809684753418,0.516999363899231,0.46153485774993896,1.0655418634414673
45,0.1901695281267166,0.14611005783081055,0.71352618932724,0.1314186304807663,0.010657064616680145,-0.1862712800502777,0.022352054715156555,0.41632217168807983,0.7819050550460815,0.15306267142295837,0.4946008622646332,-0.5870044231414795,0.5396530628204346,1.0615379810333252,0.5520606637001038,0.003568454412743449,0.7562234401702881,0.5174713730812073,0.476345956325531,1.0655927658081055
46,0.1933431476354599,0.14719851315021515,0.7138010263442993,0.1320658028125763,0.010644863359630108,-0.18437105417251587,0.02229621820151806,0.416719913482666,0.7821537256240845,0.15378643572330475,0.4946112632751465,-0.5869044065475464,0.5454427003860474,1.0613740682601929,0.5504226684570312,0.0037486334331333637,0.756578803062439,0.5181655883789062,0.4700937271118164,1.0656471252441406
47,0.1965351104736328,0.1482519656419754,0.7085449695587158,0.13268150389194489,0.010701727122068405,-0.18245379626750946,0.022220877930521965,0.4158739745616913,0.7818020582199097,0.15448251366615295,0.49463385343551636,-0.5867736339569092,0.553711473941803,1.0612051486968994,0.5475913286209106,0.003976116888225079,0.7564520835876465,0.5179009437561035,0.4624428451061249,1.0657062530517578
48,0.19974228739738464,0.14926014840602875,0.7067290544509888,0.1332610696554184,0.01082182303071022,-0.1805531084537506,0.022470107302069664,0.41654130816459656,0.7859688997268677,0.1551557034254074,0.4946589469909668,-0.5866212844848633,0.5484989285469055,1.0610250234603882,0.559857964515686,0.004363328218460083,0.7569481730461121,0.5188560485839844,0.45396631956100464,1.0657771825790405
49,0.20293927192687988,0.1502176821231842,0.7098561525344849,0.1338018774986267,0.010782028548419476,-0.17867819964885712,0.022527851164340973,0.4165835976600647,0.7836853861808777,0.155805766582489,0.494687557220459,-0.586449384689331,0.5519155859947205,1.0608351230621338,0.5550221800804138,0.004052294418215752,0.757049560546875,0.5190246105194092,0.4639066457748413,1.0658578872680664
50,0.20611239969730377,0.15112251043319702,0.7082947492599487,0.13430386781692505,0.010786591097712517,-0.17684583365917206,0.022420652210712433,0.4161371886730194,0.784850001335144,0.15643812716007233,0.4946936070919037,-0.5862640738487244,0.5543433427810669,1.0606350898742676,0.5594738125801086,0.004538645036518574,0.7574011087417603,0.5197117924690247,0.45422524213790894,1.0659489631652832
51,0.20925700664520264,0.15196919441223145,0.7091095447540283,0.13476626574993134,0.010845381766557693,-0.17506763339042664,0.02253590151667595,0.4160906672477722,0.7861454486846924,0.15704844892024994,0.49472832679748535,-0.5860578417778015,0.5566427707672119,1.0604238510131836,0.5558264255523682,0.0044122254475951195,0.7574135661125183,0.5197206735610962,0.4636847674846649,1.0660518407821655
52,0.21236947178840637,0.15276148915290833,0.7099483013153076,0.13518883287906647,0.010854613035917282,-0.1733381599187851,0.022412985563278198,0.41644173860549927,0.7843376994132996,0.15764541923999786,0.4947650134563446,-0.5858336687088013,0.5529242157936096,1.0602039098739624,0.5538561940193176,0.004697239026427269,0.7576335668563843,0.5201266407966614,0.4586600661277771,1.0661685466766357
53,0.21544410288333893,0.15349970757961273,0.7127223014831543,0.13557639718055725,0.010854418389499187,-0.1716633290052414,0.022541489452123642,0.41505274176597595,0.7850793600082397,0.15823258459568024,0.49477070569992065,-0.5855947732925415,0.5592687726020813,1.059975028038025,0.5534236431121826,0.00482225464656949,0.7580406069755554,0.5209223031997681,0.46538567543029785,1.066295862197876
54,0.2184707671403885,0.15417321026325226,0.7140157222747803,0.13592258095741272,0.01081341877579689,-0.17008650302886963,0.02240610681474209,0.41697829961776733,0.7825621366500854,0.15880094468593597,0.4947693347930908,-0.5853574275970459,0.5558702945709229,1.0597389936447144,0.5508671998977661,0.00466490164399147,0.7573251724243164,0.5195008516311646,0.4660486578941345,1.0664359331130981
55,0.2214539796113968,0.15478788316249847,0.7134292125701904,0.1362302154302597,0.010850084945559502,-0.16858524084091187,0.022430233657360077,0.4155242145061493,0.7856764197349548,0.15935856103897095,0.49479109048843384,-0.5851016044616699,0.5537195205688477,1.0594944953918457,0.5568099021911621,0.004679910372942686,0.7574381828308105,0.519709050655365,0.47238045930862427,1.0665888786315918
56,0.22436775267124176,0.15536245703697205,0.7118196487426758,0.1365140974521637,0.010903174988925457,-0.1671164333820343,0.022373266518115997,0.41578182578086853,0.7846561670303345,0.15991124510765076,0.4947851598262787,-0.5848333239555359,0.5640825033187866,1.0592498779296875,0.5520859956741333,0.005045805126428604,0.7580633163452148,0.5209630131721497,0.4716402292251587,1.0667415857315063
57,0.22720465064048767,0.15589284896850586,0.7141696810722351,0.136771097779274,0.01091158576309681,-0.16569188237190247,0.022438067942857742,0.4166911244392395,0.7875310778617859,0.16045993566513062,0.4948437213897705,-0.5845553278923035,0.5537219047546387,1.0590028762817383,0.5560957789421082,0.005479506216943264,0.7586111426353455,0.5219746828079224,0.4680734872817993,1.0668962001800537
58,0.22995448112487793,0.15638352930545807,0.7161807417869568,0.1370036005973816,0.010902289301156998,-0.1643291562795639,0.022456761449575424,0.41703057289123535,0.7871370315551758,0.16099557280540466,0.49485957622528076,-0.5842745304107666,0.5573630928993225,1.058760404586792,0.5628036856651306,0.00568215548992157,0.7583422660827637,0.5214145183563232,0.4684082269668579,1.067044734954834
59,0.23267027735710144,0.15684272348880768,0.7144677042961121,0.13722097873687744,0.010842951945960522,-0.1629956066608429,0.022258736193180084,0.4169163107872009,0.7873146533966064,0.1615269035100937,0.49482011795043945,-0.583976149559021,0.5561385750770569,1.0585161447525024,0.557138204574585,0.005213712342083454,0.7580480575561523,0.5208903551101685,0.4687318801879883,1.0671972036361694
60,0.23536431789398193,0.15726575255393982,0.7151700258255005,0.13741855323314667,0.010966846719384193,-0.16170889139175415,0.022504441440105438,0.4164462983608246,0.7866160869598389,0.16206049919128418,0.49487781524658203,-0.5836593508720398,0.5628506541252136,1.0582669973373413,0.5552043318748474,0.00577612966299057,0.7587727904319763,0.5222605466842651,0.46430596709251404,1.0673582553863525
61,0.23804476857185364,0.15764875710010529,0.7157626152038574,0.13759861886501312,0.010839046910405159,-0.16047906875610352,0.022236574441194534,0.41655439138412476,0.7871906161308289,0.1625927984714508,0.4949442744255066,-0.5833281874656677,0.5645568370819092,1.0580105781555176,0.5571587085723877,0.005421970039606094,0.7586301565170288,0.521923840045929,0.4723336100578308,1.0675320625305176
62,0.24072420597076416,0.15799883008003235,0.7142480611801147,0.13776454329490662,0.010918976739048958,-0.15929293632507324,0.022391652688384056,0.41706833243370056,0.7864128947257996,0.16313035786151886,0.49487441778182983,-0.5829758644104004,0.5600725412368774,1.057750940322876,0.5563099384307861,0.005647832527756691,0.7588372230529785,0.5223878622055054,0.46029314398765564,1.0677142143249512
63,0.24337974190711975,0.15831561386585236,0.715036153793335,0.13791050016880035,0.010882954113185406,-0.15815238654613495,0.022270791232585907,0.4169486165046692,0.7870973944664001,0.16367536783218384,0.49486517906188965,-0.5826144218444824,0.5626237988471985,1.0574872493743896,0.5558357238769531,0.005360444542020559,0.7585749626159668,0.5218909382820129,0.47899672389030457,1.0679035186767578
64,0.24600106477737427,0.15860134363174438,0.7143241167068481,0.13804200291633606,0.010966451838612556,-0.157039612531662,0.02253349870443344,0.4168807864189148,0.785761296749115,0.1642322689294815,0.49492859840393066,-0.5822339653968811,0.5603346228599548,1.0572152137756348,0.5561727285385132,0.006056252401322126,0.759152352809906,0.5229463577270508,0.46345075964927673,1.0681018829345703
65,0.2486696094274521,0.15886320173740387,0.7154271602630615,0.1381649672985077,0.011040851473808289,-0.15594783425331116,0.0225745290517807,0.41667088866233826,0.7872843146324158,0.1647958755493164,0.4949286878108978,-0.581830620765686,0.5649235248565674,1.0569385290145874,0.5535532236099243,0.00592247536405921,0.7595123648643494,0.5236916542053223,0.4729955196380615,1.0683093070983887
66,0.2513205409049988,0.15908849239349365,0.7142070531845093,0.13827283680438995,0.010943716391921043,-0.15491411089897156,0.022450469434261322,0.4171578288078308,0.7859980463981628,0.16536186635494232,0.4949701428413391,-0.5814175605773926,0.5600792169570923,1.0566558837890625,0.5541133284568787,0.005857478827238083,0.7595087885856628,0.523627519607544,0.4649733901023865,1.0685293674468994
67,0.25395604968070984,0.15929771959781647,0.7144206762313843,0.13837973773479462,0.011052548885345459,-0.15385779738426208,0.022647365927696228,0.4154413342475891,0.7873810529708862,0.1659415364265442,0.4949382245540619,-0.5809817910194397,0.5642408728599548,1.0563623905181885,0.5561119318008423,0.005757506471127272,0.759564995765686,0.5237845778465271,0.47264695167541504,1.0687613487243652
68,0.2565575838088989,0.15946993231773376,0.7175946235656738,0.1384720355272293,0.011036856099963188,-0.1528531163930893,0.02247239649295807,0.41718801856040955,0.7864009737968445,0.16653040051460266,0.4949459731578827,-0.5805271863937378,0.566901683807373,1.0560574531555176,0.5497809648513794,0.006129110231995583,0.7595714926719666,0.5237787365913391,0.4724452495574951,1.0690069198608398
69,0.25915759801864624,0.159617617726326,0.713622510433197,0.13856175541877747,0.011045427992939949,-0.15187421441078186,0.02253098413348198,0.416232168674469,0.7929050922393799,0.16712670028209686,0.49495410919189453,-0.5800483822822571,0.566596269607544,1.055743932723999,0.570020318031311,0.006288652773946524,0.7595381736755371,0.5236892700195312,0.4631410837173462,1.0692654848098755
70,0.2617931365966797,0.1597418338060379,0.7142094373703003,0.13864994049072266,0.01099424809217453,-0.1509094387292862,0.022481782361865044,0.41632652282714844,0.7894167900085449,0.16772109270095825,0.4950126111507416,-0.5795514583587646,0.5673278570175171,1.0554155111312866,0.5597316026687622,0.0062913126312196255,0.7598667144775391,0.5242888331413269,0.4659377336502075,1.0695382356643677
71,0.2644023895263672,0.1598341166973114,0.7169461250305176,0.13872851431369781,0.011032204143702984,-0.1499992460012436,0.022390898317098618,0.41666680574417114,0.7873076796531677,0.16830970346927643,0.49495846033096313,-0.5790404677391052,0.565946102142334,1.0550782680511475,0.5565969944000244,0.006242767907679081,0.7597858309745789,0.524188756942749,0.4721212387084961,1.0698202848434448
72,0.2669609785079956,0.15990670025348663,0.7169667482376099,0.1388026624917984,0.011072156950831413,-0.14911365509033203,0.02244027517735958,0.41728997230529785,0.7880512475967407,0.16890887916088104,0.4949684143066406,-0.5785118937492371,0.567950963973999,1.054729700088501,0.5553215146064758,0.006218045484274626,0.7598771452903748,0.5243651270866394,0.46826550364494324,1.0701097249984741
73,0.26944929361343384,0.15996073186397552,0.7152581214904785,0.13887715339660645,0.011093798093497753,-0.14824552834033966,0.02252013050019741,0.41625890135765076,0.7870064973831177,0.16951751708984375,0.49500006437301636,-0.5779681205749512,0.5690310001373291,1.0543723106384277,0.5509595274925232,0.00628628907725215,0.7601239681243896,0.524827241897583,0.47614121437072754,1.0704011917114258
74,0.2718921899795532,0.15999560058116913,0.7173182964324951,0.13894501328468323,0.011109692975878716,-0.147408127784729,0.022608725354075432,0.416899174451828,0.7876380681991577,0.17013166844844818,0.4950728416442871,-0.5774099230766296,0.5722887516021729,1.0540045499801636,0.5528717637062073,0.00651184655725956,0.7610839605331421,0.5266743898391724,0.4800902307033539,1.0707001686096191
