_step,train/loss,train/lm_loss,val/loss
1,16.749526977539062,16.749526977539062,
2,17.178926467895508,17.178926467895508,
3,16.38083839416504,16.38083839416504,
4,15.961012840270996,15.961012840270996,
5,14.744128227233887,14.744128227233887,
6,13.935949325561523,13.935949325561523,
7,13.2589111328125,13.2589111328125,
8,12.638657569885254,12.638657569885254,
9,12.443042755126953,12.443042755126953,
10,12.262578964233398,12.262578964233398,
11,12.27140998840332,12.27140998840332,
12,11.274202346801758,11.274202346801758,
13,11.006339073181152,11.006339073181152,
14,10.3518705368042,10.3518705368042,
15,9.95940113067627,9.95940113067627,
16,9.898063659667969,9.898063659667969,
17,9.407015800476074,9.407015800476074,
18,10.361492156982422,10.361492156982422,
19,9.661993980407715,9.661993980407715,
20,10.063695907592773,10.063695907592773,
21,9.820022583007812,9.820022583007812,
22,8.55566120147705,8.55566120147705,
23,9.12060260772705,9.12060260772705,
24,8.99099349975586,8.99099349975586,
25,8.040240287780762,8.040240287780762,
26,9.800847053527832,9.800847053527832,
27,8.490979194641113,8.490979194641113,
28,8.009716033935547,8.009716033935547,
29,7.316202163696289,7.316202163696289,
30,7.047147750854492,7.047147750854492,
31,7.865528106689453,7.865528106689453,
32,7.779382705688477,7.779382705688477,
33,8.883089065551758,8.883089065551758,
34,6.699462413787842,6.699462413787842,
35,7.0052595138549805,7.0052595138549805,
36,7.857237815856934,7.857237815856934,
37,7.390202522277832,7.390202522277832,
38,7.9648284912109375,7.9648284912109375,
39,7.082037925720215,7.082037925720215,
40,7.140358924865723,7.140358924865723,
41,6.904656410217285,6.904656410217285,
42,7.432126998901367,7.432126998901367,
43,8.402480125427246,8.402480125427246,
44,6.330846309661865,6.330846309661865,
45,6.2305378913879395,6.2305378913879395,
46,6.2447028160095215,6.2447028160095215,
47,5.670635223388672,5.670635223388672,
48,6.485953330993652,6.485953330993652,
49,6.357053756713867,6.357053756713867,
50,5.736588001251221,5.736588001251221,
51,6.285800457000732,6.285800457000732,
52,7.0046281814575195,7.0046281814575195,
53,6.358630180358887,6.358630180358887,
54,6.996844291687012,6.996844291687012,
55,6.137618541717529,6.137618541717529,
56,6.702696323394775,6.702696323394775,
57,5.223453998565674,5.223453998565674,
58,6.6620306968688965,6.6620306968688965,
59,6.176608085632324,6.176608085632324,
60,5.508984565734863,5.508984565734863,
61,5.273789405822754,5.273789405822754,
62,6.8410139083862305,6.8410139083862305,
63,6.018890380859375,6.018890380859375,
64,5.635920524597168,5.635920524597168,
65,5.4868011474609375,5.4868011474609375,
66,6.155401229858398,6.155401229858398,
67,5.63077449798584,5.63077449798584,
68,5.392568111419678,5.392568111419678,
69,7.142115592956543,7.142115592956543,
70,5.042517185211182,5.042517185211182,
71,6.034272193908691,6.034272193908691,
72,6.549593925476074,6.549593925476074,
73,5.28289270401001,5.28289270401001,
74,5.917599678039551,5.917599678039551,
75,6.154930114746094,6.154930114746094,
76,5.353344917297363,5.353344917297363,
77,5.760396957397461,5.760396957397461,
78,5.793911457061768,5.793911457061768,
79,5.11340856552124,5.11340856552124,
80,6.095163822174072,6.095163822174072,
81,5.6994547843933105,5.6994547843933105,
82,5.663455009460449,5.663455009460449,
83,6.396387577056885,6.396387577056885,
84,6.08772611618042,6.08772611618042,
85,5.696364402770996,5.696364402770996,
86,5.496081352233887,5.496081352233887,
87,6.165375232696533,6.165375232696533,
88,5.2465009689331055,5.2465009689331055,
89,5.583812713623047,5.583812713623047,
90,5.688138961791992,5.688138961791992,
91,5.545918941497803,5.545918941497803,
92,5.904392719268799,5.904392719268799,
93,4.472202777862549,4.472202777862549,
94,4.915287494659424,4.915287494659424,
95,4.910907745361328,4.910907745361328,
96,5.216942310333252,5.216942310333252,
97,4.804203033447266,4.804203033447266,
98,5.530001640319824,5.530001640319824,
99,4.600194931030273,4.600194931030273,
100,5.0338568687438965,5.0338568687438965,
101,5.081991195678711,5.081991195678711,
102,5.299961090087891,5.299961090087891,
103,4.783694267272949,4.783694267272949,
104,4.450577735900879,4.450577735900879,
105,5.088629245758057,5.088629245758057,
106,5.1764984130859375,5.1764984130859375,
107,5.407817840576172,5.407817840576172,
108,4.021213054656982,4.021213054656982,
109,4.830992221832275,4.830992221832275,
110,5.072977066040039,5.072977066040039,
111,4.555685997009277,4.555685997009277,
112,5.282288551330566,5.282288551330566,
113,4.696843147277832,4.696843147277832,
114,5.2649407386779785,5.2649407386779785,
115,5.000797271728516,5.000797271728516,
116,4.745098114013672,4.745098114013672,
117,4.183339595794678,4.183339595794678,
118,5.137279510498047,5.137279510498047,
119,5.017098903656006,5.017098903656006,
120,5.385969161987305,5.385969161987305,
121,5.933813095092773,5.933813095092773,
122,4.332296371459961,4.332296371459961,
123,4.721493244171143,4.721493244171143,
124,4.89438533782959,4.89438533782959,
125,6.240030765533447,6.240030765533447,
126,4.374466896057129,4.374466896057129,
127,5.167587757110596,5.167587757110596,
128,4.047966003417969,4.047966003417969,
129,5.251098155975342,5.251098155975342,
130,4.0498433113098145,4.0498433113098145,
131,5.104572772979736,5.104572772979736,
132,4.5893731117248535,4.5893731117248535,
133,4.2022905349731445,4.2022905349731445,
134,4.950730800628662,4.950730800628662,
135,4.616433143615723,4.616433143615723,
136,4.45304536819458,4.45304536819458,
137,5.639946937561035,5.639946937561035,
138,5.349408149719238,5.349408149719238,
139,4.6673173904418945,4.6673173904418945,
140,4.852777481079102,4.852777481079102,
141,4.305222511291504,4.305222511291504,
142,3.5926244258880615,3.5926244258880615,
143,4.6999053955078125,4.6999053955078125,
144,4.862026214599609,4.862026214599609,
145,3.730384111404419,3.730384111404419,
146,4.34459114074707,4.34459114074707,
147,4.93158483505249,4.93158483505249,
148,3.763838291168213,3.763838291168213,
149,4.710201740264893,4.710201740264893,
150,4.615843296051025,4.615843296051025,
151,3.8140201568603516,3.8140201568603516,
152,4.151914119720459,4.151914119720459,
153,4.83823299407959,4.83823299407959,
154,4.404087066650391,4.404087066650391,
155,4.143027305603027,4.143027305603027,
156,4.870975017547607,4.870975017547607,
157,4.674884796142578,4.674884796142578,
158,4.463257789611816,4.463257789611816,
159,3.491518020629883,3.491518020629883,
160,4.251504898071289,4.251504898071289,
161,4.741153717041016,4.741153717041016,
162,4.221097469329834,4.221097469329834,
163,5.052704334259033,5.052704334259033,
164,4.782113552093506,4.782113552093506,
165,4.457586765289307,4.457586765289307,
166,3.528325080871582,3.528325080871582,
167,4.340681076049805,4.340681076049805,
168,3.913872480392456,3.913872480392456,
169,4.013500213623047,4.013500213623047,
170,4.871307373046875,4.871307373046875,
171,4.036435604095459,4.036435604095459,
172,4.990772724151611,4.990772724151611,
173,4.035522937774658,4.035522937774658,
174,5.221007347106934,5.221007347106934,
175,4.692549228668213,4.692549228668213,
176,4.072710990905762,4.072710990905762,
177,4.33202600479126,4.33202600479126,
178,4.314686298370361,4.314686298370361,
179,4.16525936126709,4.16525936126709,
180,4.325767993927002,4.325767993927002,
181,4.063647270202637,4.063647270202637,
182,4.265641689300537,4.265641689300537,
183,4.0315842628479,4.0315842628479,
184,4.757086277008057,4.757086277008057,
185,3.9041857719421387,3.9041857719421387,
186,4.225641250610352,4.225641250610352,
187,3.7130298614501953,3.7130298614501953,
188,4.066773414611816,4.066773414611816,
189,3.9912919998168945,3.9912919998168945,
190,4.7343902587890625,4.7343902587890625,
191,3.6558468341827393,3.6558468341827393,
192,3.953625202178955,3.953625202178955,
193,4.1082658767700195,4.1082658767700195,
194,4.529363632202148,4.529363632202148,
195,3.710493326187134,3.710493326187134,
196,4.636305332183838,4.636305332183838,
197,3.87929630279541,3.87929630279541,
198,5.450984001159668,5.450984001159668,
199,3.738858461380005,3.738858461380005,
200,4.532081604003906,4.532081604003906,6.5547027587890625
201,3.663557767868042,3.663557767868042,
202,3.776502847671509,3.776502847671509,
203,4.674973964691162,4.674973964691162,
204,3.909210205078125,3.909210205078125,
205,4.797769546508789,4.797769546508789,
206,4.412356853485107,4.412356853485107,
207,4.015266418457031,4.015266418457031,
208,4.354973316192627,4.354973316192627,
209,4.107585430145264,4.107585430145264,
210,3.157510280609131,3.157510280609131,
211,3.4290966987609863,3.4290966987609863,
212,3.742345094680786,3.742345094680786,
213,3.2905404567718506,3.2905404567718506,
