_step,train/loss,train/lm_loss,train/perplexity,val/loss,lr,train/prior_loss
1,8.333511352539062,8.333511352539062,4116.81884765625,,1.4285714285714286e-06,0.21350759267807007
2,8.251582145690918,8.251582145690918,3792.96728515625,,2.8571428571428573e-06,0.21357011795043945
3,8.150702476501465,8.150702476501465,3429.48828125,,4.2857142857142855e-06,0.21071931719779968
4,7.7338457107543945,7.7338457107543945,2260.818359375,,5.7142857142857145e-06,0.20726826786994934
5,7.714273452758789,7.714273452758789,2217.267822265625,,7.1428571428571436e-06,0.2048475593328476
6,7.729397296905518,7.729397296905518,2252.3349609375,,8.571428571428571e-06,0.19349297881126404
7,6.962726593017578,6.962726593017578,1045.2890625,,1e-05,0.21355384588241577
8,6.644806385040283,6.644806385040283,760.6148681640625,,9.999952535540743e-06,0.21358263492584229
9,6.3607892990112305,6.3607892990112305,572.8028564453125,,9.999810143064122e-06,0.20495614409446716
10,5.561583995819092,5.561583995819092,257.6263732910156,,9.999572825273569e-06,0.20147627592086792
11,6.172557830810547,6.172557830810547,474.8308410644531,,9.999240586674749e-06,0.19198715686798096
12,5.14064359664917,5.14064359664917,169.1859893798828,,9.99881343357547e-06,0.19289962947368622
13,5.094270706176758,5.094270706176758,161.51393127441406,,9.99829137408557e-06,0.19358539581298828
14,4.6861186027526855,4.6861186027526855,107.38553619384766,,9.997674418116759e-06,0.19386540353298187
15,4.654176712036133,4.654176712036133,104.06094360351562,,9.996962577382428e-06,0.18399767577648163
16,4.928957939147949,4.928957939147949,136.97879028320312,,9.99615586539743e-06,0.18263962864875793
17,4.518988132476807,4.518988132476807,90.96894073486328,,9.995254297477827e-06,0.1694047898054123
18,4.854088306427002,4.854088306427002,127.18455505371094,,9.99425789074059e-06,0.16898290812969208
19,4.777857303619385,4.777857303619385,117.858642578125,,9.993166664103283e-06,0.16742825508117676
20,4.563827037811279,4.563827037811279,95.15254974365234,,9.9919806382837e-06,0.16691619157791138
21,4.985586643218994,4.985586643218994,145.07675170898438,,9.99069983579947e-06,0.1664750874042511
22,4.6300835609436035,4.6300835609436035,101.70645904541016,,9.98932428096763e-06,0.15985406935214996
23,4.2240986824035645,4.2240986824035645,67.77249908447266,,9.987853999904169e-06,0.15884476900100708
24,4.499108791351318,4.499108791351318,89.25291442871094,,9.986289020523525e-06,0.15269309282302856
25,4.3219380378723145,4.3219380378723145,74.75125885009766,,9.984629372538055e-06,0.1554354876279831
26,4.488068103790283,4.488068103790283,88.24746704101562,,9.98287508745748e-06,0.15846572816371918
27,4.2540740966796875,4.2540740966796875,69.85054779052734,,9.981026198588276e-06,0.15432500839233398
28,4.2659406661987305,4.2659406661987305,70.64895629882812,,9.979082741033047e-06,0.1643444001674652
29,3.7871968746185303,3.7871968746185303,43.79006576538086,,9.977044751689858e-06,0.15579713881015778
30,4.337386608123779,4.337386608123779,75.9440689086914,,9.974912269251534e-06,0.14779315888881683
31,4.169416904449463,4.169416904449463,64.18135070800781,,9.972685334204926e-06,0.15408511459827423
32,3.6908562183380127,3.6908562183380127,39.78875732421875,,9.970363988830138e-06,0.14543727040290833
33,4.001596927642822,4.001596927642822,54.26898956298828,,9.967948277199736e-06,0.1528833955526352
34,3.5532290935516357,3.5532290935516357,34.665771484375,,9.965438245177895e-06,0.14952662587165833
35,3.874626636505127,3.874626636505127,47.81949996948242,,9.96283394041954e-06,0.14385956525802612
36,3.8637876510620117,3.8637876510620117,47.31833267211914,,9.960135412369441e-06,0.13779807090759277
37,4.06545352935791,4.06545352935791,57.86866760253906,,9.957342712261263e-06,0.14555203914642334
38,4.131038188934326,4.131038188934326,61.83180236816406,,9.95445589311661e-06,0.1324126273393631
39,3.4802205562591553,3.4802205562591553,32.230010986328125,,9.951475009744006e-06,0.14645066857337952
40,3.615899085998535,3.615899085998535,36.93440246582031,,9.948400118737856e-06,0.13511165976524353
41,3.937868356704712,3.937868356704712,50.95273208618164,,9.945231278477374e-06,0.13940082490444183
42,3.7056100368499756,3.7056100368499756,40.383670806884766,,9.941968549125481e-06,0.14369076490402222
43,3.6415581703186035,3.6415581703186035,37.897823333740234,,9.938611992627647e-06,0.13329046964645386
44,3.499730110168457,3.499730110168457,32.886390686035156,,9.935161672710728e-06,0.1334226280450821
45,3.0762321949005127,3.0762321949005127,21.534549713134766,,9.931617654881753e-06,0.13147181272506714
46,3.505795478820801,3.505795478820801,33.08073043823242,,9.927980006426677e-06,0.13689103722572327
47,3.722885847091675,3.722885847091675,41.11186218261719,,9.924248796409107e-06,0.1317826360464096
48,3.643467426300049,3.643467426300049,37.95621871948242,,9.920424095668988e-06,0.1406811624765396
49,3.4847257137298584,3.4847257137298584,32.389244079589844,,9.916505976821262e-06,0.13798874616622925
50,3.9051125049591064,3.9051125049591064,49.314979553222656,,9.912494514254487e-06,0.1376921832561493
51,3.601503610610962,3.601503610610962,36.40565872192383,,9.908389784129424e-06,0.1355893462896347
52,3.5271451473236084,3.5271451473236084,33.79357147216797,,9.904191864377588e-06,0.13749031722545624
53,3.3824565410614014,3.3824565410614014,29.242273330688477,,9.899900834699778e-06,0.13682469725608826
54,3.1521871089935303,3.1521871089935303,23.22955322265625,,9.895516776564555e-06,0.13523665070533752
55,3.632478713989258,3.632478713989258,37.55325698852539,,9.891039773206698e-06,0.13437362015247345
56,3.0767085552215576,3.0767085552215576,21.535627365112305,,9.886469909625624e-06,0.1399986743927002
57,3.8480589389801025,3.8480589389801025,46.59715270996094,,9.881807272583776e-06,0.13039200007915497
58,3.399851083755493,3.399851083755493,29.769386291503906,,9.877051950604972e-06,0.12740987539291382
59,3.2796778678894043,3.2796778678894043,26.39080047607422,,9.872204033972727e-06,0.13324765861034393
60,3.5364201068878174,3.5364201068878174,34.10108184814453,,9.867263614728535e-06,0.1418185830116272
61,3.1825454235076904,3.1825454235076904,23.95979118347168,,9.862230786670129e-06,0.12336640805006027
62,3.603181838989258,3.603181838989258,36.47377014160156,,9.857105645349694e-06,0.13177081942558289
63,3.1441516876220703,3.1441516876220703,23.051681518554688,,9.851888288072053e-06,0.1282617151737213
64,3.3777801990509033,3.3777801990509033,29.113168716430664,,9.846578813892827e-06,0.13179337978363037
65,3.278555393218994,3.278555393218994,26.38079261779785,,9.841177323616539e-06,0.11838286370038986
66,3.700554847717285,3.700554847717285,40.217369079589844,,9.835683919794719e-06,0.1251174807548523
67,3.3470139503479004,3.3470139503479004,28.232900619506836,,9.83009870672394e-06,0.13051852583885193
68,3.3839213848114014,3.3839213848114014,29.31271743774414,,9.824421790443855e-06,0.11799786984920502
69,3.3068244457244873,3.3068244457244873,27.12629508972168,,9.818653278735163e-06,0.12642095983028412
70,3.411761522293091,3.411761522293091,30.132156372070312,,9.81279328111758e-06,0.12337225675582886
71,3.1652050018310547,3.1652050018310547,23.54278564453125,,9.806841908847758e-06,0.12770985066890717
72,2.8762621879577637,2.8762621879577637,17.636070251464844,,9.800799274917159e-06,0.12631846964359283
73,3.1917526721954346,3.1917526721954346,24.18001937866211,,9.794665494049926e-06,0.12451915442943573
74,3.2044711112976074,3.2044711112976074,24.492504119873047,,9.788440682700695e-06,0.12207983434200287
75,3.0787014961242676,3.0787014961242676,21.60442543029785,,9.782124959052388e-06,0.11606796085834503
76,3.3642730712890625,3.3642730712890625,28.744142532348633,,9.775718443013969e-06,0.116780124604702
77,3.70341157913208,3.70341157913208,40.34476089477539,,9.769221256218165e-06,0.11900080740451813
78,2.9286985397338867,2.9286985397338867,18.595661163330078,,9.762633522019159e-06,0.11540229618549347
79,3.27893328666687,3.27893328666687,26.390769958496094,,9.755955365490246e-06,0.1183776780962944
80,3.4207346439361572,3.4207346439361572,30.40757179260254,,9.749186913421465e-06,0.12086126208305359
81,3.4668569564819336,3.4668569564819336,31.84755516052246,,9.742328294317181e-06,0.11792641878128052
82,3.129570484161377,3.129570484161377,22.732519149780273,,9.735379638393654e-06,0.11547963321208954
83,2.8366849422454834,2.8366849422454834,16.960208892822266,,9.72834107757656e-06,0.11630253493785858
84,3.273634433746338,3.273634433746338,26.246850967407227,,9.721212745498493e-06,0.12177032232284546
