_step,S_CE_max,S_CU_mean,G_cont_max,S_CE_std,S_CE_mean,G_cont_mean,beta_ce_std,ce_offset_mean,cu_multiplier_mean,G_cont_std,S_CE_min,G_cont_min,beta_ce_mean,S_CU_min,S_CU_std,S_CU_max,beta_cu_mean,ce_offset_std,beta_cu_std,cu_multiplier_std
11,0.5123018622398376,0.4933122992515564,0.7942115068435669,0.0012077463325113058,0.5061327815055847,0.7498061656951904,0.04727392643690109,1.039492130279541,1.083199143409729,0.011445990763604641,0.49585676193237305,0.7061338424682617,-0.2805032432079315,0.4128817021846771,0.023121070116758347,0.5841250419616699,-0.5896883010864258,0.04747366905212402,0.0499592088162899,0.04678559675812721
12,0.5127229690551758,0.49341917037963867,0.8005260229110718,0.0011623201426118612,0.5068587064743042,0.7502322196960449,0.053871311247348785,1.0413044691085815,1.0811022520065308,0.011595351621508598,0.49893254041671753,0.7088263034820557,-0.27733200788497925,0.4115868806838989,0.02364012412726879,0.5969452261924744,-0.5886362195014954,0.05361614748835564,0.05660093203186989,0.05278315767645836
13,0.5160561203956604,0.4935339689254761,0.8045052886009216,0.0011774820741266012,0.5075058341026306,0.7506198883056641,0.06016872078180313,1.0428969860076904,1.0792430639266968,0.011300351470708847,0.5000866651535034,0.7094893455505371,-0.2741040885448456,0.41189703345298767,0.023226922377943993,0.6050024032592773,-0.5878663659095764,0.05948127433657646,0.06279750168323517,0.05850869417190552
14,0.5172642469406128,0.4935716986656189,0.8041602969169617,0.0013888831017538905,0.5079953074455261,0.750891387462616,0.0661138966679573,1.0443191528320312,1.0775636434555054,0.011285937391221523,0.5002096891403198,0.7097806334495544,-0.2708998918533325,0.41178473830223083,0.023247532546520233,0.6044487357139587,-0.5873688459396362,0.06500004976987839,0.06845472753047943,0.0638929083943367
15,0.5200828313827515,0.49366387724876404,0.8027200698852539,0.001605871831998229,0.5085632801055908,0.7512257099151611,0.07168907672166824,1.0455900430679321,1.0760406255722046,0.011132188141345978,0.4982925355434418,0.7103592157363892,-0.2677481770515442,0.41223210096359253,0.022980540990829468,0.6007077693939209,-0.5870824456214905,0.07017015665769577,0.07362838089466095,0.06893184036016464
16,0.5209884643554688,0.49369940161705017,0.8059975504875183,0.0017672940157353878,0.5088028311729431,0.7513688802719116,0.07690967619419098,1.0467307567596436,1.0746593475341797,0.011249691247940063,0.49734973907470703,0.7110418677330017,-0.26466208696365356,0.41269397735595703,0.023279141634702682,0.6079787611961365,-0.5869578123092651,0.07500848174095154,0.07837601006031036,0.07363570481538773
17,0.5220887660980225,0.49381813406944275,0.8031662702560425,0.0020673894323408604,0.5086899995803833,0.7513663172721863,0.08180036395788193,1.0477535724639893,1.0734010934829712,0.011075800284743309,0.4950024485588074,0.7109646797180176,-0.2616395652294159,0.41404396295547485,0.022845398634672165,0.6018680334091187,-0.586942195892334,0.07953093945980072,0.0827454924583435,0.07801791280508041
18,0.5282270312309265,0.49391812086105347,0.7885317206382751,0.002251915168017149,0.5091313123703003,0.7516376972198486,0.08639204502105713,1.048667073249817,1.0722568035125732,0.011017220094799995,0.49262914061546326,0.7096490859985352,-0.2586635649204254,0.4143598675727844,0.022770956158638,0.5712193250656128,-0.5870269536972046,0.0837666466832161,0.08675991743803024,0.08210598677396774
19,0.5271840691566467,0.4938640594482422,0.8065905570983887,0.002248430158942938,0.5094122886657715,0.7517669200897217,0.09074265509843826,1.049490213394165,1.0719952583312988,0.011084563098847866,0.4926174581050873,0.7106164693832397,-0.2557595372200012,0.4131949841976166,0.023006610572338104,0.6083823442459106,-0.5871658325195312,0.0877213329076767,0.09045460820198059,0.08519258350133896
20,0.5246922373771667,0.4939442276954651,0.8046054840087891,0.0022923785727471113,0.5099740028381348,0.7520874738693237,0.09489993005990982,1.0502253770828247,1.0717673301696777,0.010938644409179688,0.4941733777523041,0.7094717025756836,-0.2529035210609436,0.4130796790122986,0.02274550311267376,0.6042395234107971,-0.5873667001724243,0.09142187982797623,0.09385969489812851,0.08812106400728226
21,0.524143636226654,0.4939664304256439,0.8044411540031433,0.002336295321583748,0.5104291439056396,0.7523354291915894,0.09888263046741486,1.0508649349212646,1.071576714515686,0.010866153985261917,0.4928979277610779,0.7117494344711304,-0.2500843107700348,0.41404980421066284,0.022736113518476486,0.6036091446876526,-0.5876255035400391,0.09489748626947403,0.09699111431837082,0.09089644998311996
22,0.5291258096694946,0.49400565028190613,0.7856177091598511,0.0021766596473753452,0.5107032060623169,0.7524935603141785,0.10276678949594498,1.0514304637908936,1.071410059928894,0.010805784724652767,0.49896955490112305,0.7122905254364014,-0.24730241298675537,0.4154197871685028,0.022558463737368584,0.5648651123046875,-0.5879108905792236,0.09815984219312668,0.09989609569311142,0.09351614862680435
23,0.5220286250114441,0.4940009117126465,0.8060356974601746,0.002200338989496231,0.5106028318405151,0.752447783946991,0.10658244788646698,1.0519347190856934,1.0712970495224,0.010815300047397614,0.49068814516067505,0.7078485488891602,-0.24458448588848114,0.4138188362121582,0.022524777799844742,0.6083129644393921,-0.588212251663208,0.10121364146471024,0.1025882214307785,0.09595376998186111
24,0.5252860188484192,0.4940502643585205,0.8035838603973389,0.00239178747870028,0.5110541582107544,0.7526984214782715,0.11031392216682434,1.0523685216903687,1.0712045431137085,0.010786660015583038,0.4793280363082886,0.6947402358055115,-0.2419385313987732,0.4144457280635834,0.022489821538329124,0.6031447052955627,-0.5885298848152161,0.10407460480928421,0.10508699715137482,0.09824109822511673
25,0.5228458642959595,0.49408721923828125,0.8035968542098999,0.002502713818103075,0.5110659599304199,0.7527271509170532,0.11397920548915863,1.0527374744415283,1.0711309909820557,0.010756341740489006,0.4819847345352173,0.7020584940910339,-0.23938888311386108,0.41455167531967163,0.02241453155875206,0.601568877696991,-0.588861346244812,0.10674972087144852,0.10740197449922562,0.10037952661514282
26,0.5273862481117249,0.49413126707077026,0.8051702976226807,0.0026951562613248825,0.5113816261291504,0.7529098391532898,0.11758590489625931,1.0530486106872559,1.0710721015930176,0.010794839821755886,0.4681651294231415,0.7089605331420898,-0.23692259192466736,0.41388607025146484,0.022542981430888176,0.6046892404556274,-0.5891909599304199,0.1092546209692955,0.10956629365682602,0.10237675160169601
27,0.5283152461051941,0.4941265285015106,0.7837146520614624,0.002936003729701042,0.511765718460083,0.7531040906906128,0.12116432934999466,1.053321361541748,1.0710172653198242,0.010777230374515057,0.467835009098053,0.6959747076034546,-0.23454955220222473,0.41570839285850525,0.022525861859321594,0.5618894100189209,-0.5895050764083862,0.11159053444862366,0.11159717291593552,0.10423155128955841
28,0.5272083282470703,0.4941713511943817,0.7854584455490112,0.0032931561581790447,0.5118323564529419,0.7531656622886658,0.12468775361776352,1.0535519123077393,1.0709670782089233,0.010731331072747707,0.46111202239990234,0.7093517184257507,-0.23228244483470917,0.41542190313339233,0.02248070016503334,0.5633060336112976,-0.5897942781448364,0.11376391351222992,0.1134919673204422,0.10595238208770752
29,0.5280722975730896,0.4941657781600952,0.7791801691055298,0.0038264186587184668,0.5118606686592102,0.7531843185424805,0.12816229462623596,1.0537505149841309,1.070915699005127,0.01076047495007515,0.4433738887310028,0.7111016511917114,-0.2301184982061386,0.4156535267829895,0.022562555968761444,0.5576147437095642,-0.5900551676750183,0.11578461527824402,0.1152622401714325,0.10754583030939102
30,0.5268247127532959,0.4942023456096649,0.7829641699790955,0.004170901607722044,0.5118414759635925,0.753187358379364,0.1316075325012207,1.0539263486862183,1.070855975151062,0.010821877047419548,0.44181808829307556,0.6795217394828796,-0.2280319780111313,0.4149397313594818,0.022561881691217422,0.5626524686813354,-0.5902840495109558,0.11766374111175537,0.11692342907190323,0.10902436822652817
31,0.528800368309021,0.4942077100276947,0.7832237482070923,0.004465674981474876,0.5123801231384277,0.75346440076828,0.13502073287963867,1.054080843925476,1.0707882642745972,0.010895224288105965,0.4399429261684418,0.6813710927963257,-0.22601847350597382,0.4155402183532715,0.02271663397550583,0.5590457916259766,-0.5904808044433594,0.11941257864236832,0.11847832798957825,0.11039721220731735
32,0.5315137505531311,0.4942288398742676,0.783780038356781,0.004145320504903793,0.5123342871665955,0.7534502744674683,0.13840097188949585,1.0542216300964355,1.0707086324691772,0.01087932474911213,0.44924962520599365,0.6821965575218201,-0.22410279512405396,0.4148852825164795,0.0227220319211483,0.5600152015686035,-0.5906388759613037,0.12102974951267242,0.11993236839771271,0.11166413128376007
33,0.5384951829910278,0.49423688650131226,0.7840783596038818,0.00386660173535347,0.5128109455108643,0.7536939382553101,0.1417323648929596,1.0543458461761475,1.0706202983856201,0.01079605333507061,0.4540547728538513,0.6845881342887878,-0.22227084636688232,0.41451406478881836,0.022530054673552513,0.560569167137146,-0.5907645225524902,0.12252893298864365,0.12128940969705582,0.11283460259437561
34,0.5323089957237244,0.4942638874053955,0.8026336431503296,0.0040008011274039745,0.5134600400924683,0.7540423274040222,0.1450044810771942,1.0544559955596924,1.070521593093872,0.010823244228959084,0.45026737451553345,0.6842241287231445,-0.22053544223308563,0.41477298736572266,0.022696692496538162,0.6022477149963379,-0.5908650159835815,0.12391213327646255,0.12256167829036713,0.11391294002532959
35,0.5423128604888916,0.4942511320114136,0.7810359001159668,0.003590421285480261,0.5140710473060608,0.7543479800224304,0.14820709824562073,1.054551362991333,1.0704185962677002,0.010795848444104195,0.46018141508102417,0.6891347169876099,-0.21892735362052917,0.41518086194992065,0.022769007831811905,0.5584943294525146,-0.5909414291381836,0.12517797946929932,0.12374679744243622,0.11489702761173248
36,0.5436930060386658,0.4942861497402191,0.7828613519668579,0.0034861683379858732,0.5140382051467896,0.7543467879295349,0.15132936835289001,1.0546314716339111,1.070310354232788,0.010807028971612453,0.4632605314254761,0.7127846479415894,-0.21742627024650574,0.4158098101615906,0.022748379036784172,0.5539762377738953,-0.5909853577613831,0.1263401061296463,0.12486656755208969,0.1157960444688797
37,0.5465943813323975,0.4942971169948578,0.7844727039337158,0.003821896854788065,0.5136106014251709,0.7541331648826599,0.1543847620487213,1.0546984672546387,1.070199728012085,0.010832550935447216,0.46118733286857605,0.6954598426818848,-0.21603968739509583,0.4152683913707733,0.022636350244283676,0.5590826272964478,-0.591005802154541,0.1274031102657318,0.12591378390789032,0.11661316454410553
38,0.5422670841217041,0.4943317770957947,0.7820655107498169,0.0036425450816750526,0.5137215852737427,0.7542082667350769,0.1573754847049713,1.0547579526901245,1.070086121559143,0.010753768496215343,0.46515268087387085,0.7027074694633484,-0.21477119624614716,0.41564077138900757,0.022546937689185143,0.5556442737579346,-0.591010332107544,0.1283716857433319,0.12689273059368134,0.11735302209854126
39,0.5477228164672852,0.49431952834129333,0.7819020748138428,0.003963973373174667,0.5145540237426758,0.7546298503875732,0.16033512353897095,1.0548127889633179,1.06996750831604,0.010768513195216656,0.4626260995864868,0.7025769948959351,-0.21358060836791992,0.4156832695007324,0.0226384736597538,0.5567817687988281,-0.5909823775291443,0.12926052510738373,0.1278243511915207,0.1180245652794838
40,0.5449661612510681,0.4943181872367859,0.7885043025016785,0.0036951228976249695,0.5150407552719116,0.7548713684082031,0.1632130891084671,1.0548583269119263,1.069846272468567,0.010783041827380657,0.4662301540374756,0.7067614793777466,-0.21248285472393036,0.41505545377731323,0.02263510599732399,0.5748032331466675,-0.5909363031387329,0.1300719827413559,0.12871648371219635,0.11863065510988235
41,0.5446699857711792,0.49431657791137695,0.7822879552841187,0.003789639798924327,0.5147275924682617,0.754707932472229,0.16605402529239655,1.0548996925354004,1.069720983505249,0.01081136241555214,0.4684661328792572,0.7110456228256226,-0.21147501468658447,0.4157804846763611,0.022561965510249138,0.5576196908950806,-0.5908841490745544,0.13081014156341553,0.12956006824970245,0.11917544901371002
42,0.5461500883102417,0.49434369802474976,0.7807679176330566,0.0040083229541778564,0.5148458480834961,0.754781186580658,0.16881375014781952,1.0549359321594238,1.0695911645889282,0.010822105221450329,0.4673464000225067,0.7088858485221863,-0.21054008603096008,0.4158952236175537,0.022489657625555992,0.5532141923904419,-0.590814471244812,0.13148133456707,0.13037969172000885,0.11966307461261749
43,0.5418767333030701,0.49440282583236694,0.7862648963928223,0.003996693529188633,0.5149549245834351,0.754865825176239,0.17150886356830597,1.0549722909927368,1.069453477859497,0.010760102421045303,0.4678623080253601,0.7103347778320312,-0.20967376232147217,0.4149906635284424,0.022362878546118736,0.5628771781921387,-0.5907313823699951,0.13208597898483276,0.13117700815200806,0.12009864300489426
44,0.5468692779541016,0.49436306953430176,0.7835736274719238,0.004250620491802692,0.515265703201294,0.7550091743469238,0.1741461604833603,1.0549993515014648,1.0693172216415405,0.01085195504128933,0.4602612853050232,0.7083511352539062,-0.20887017250061035,0.4159635305404663,0.02259593829512596,0.5566481351852417,-0.5906690359115601,0.13263562321662903,0.13194112479686737,0.12048717588186264
45,0.5483711361885071,0.49437379837036133,0.7832704782485962,0.004319788888096809,0.5160690546035767,0.7554200887680054,0.17673847079277039,1.0550215244293213,1.069179892539978,0.01088196225464344,0.46165841817855835,0.7089794874191284,-0.20809178054332733,0.41584619879722595,0.022721994668245316,0.5598466396331787,-0.590601921081543,0.13313965499401093,0.1326858401298523,0.12083761394023895
46,0.5522596836090088,0.4943588674068451,0.7836462259292603,0.004417944699525833,0.5154327154159546,0.755091667175293,0.17930780351161957,1.055044412612915,1.069036841392517,0.010917481034994125,0.46030092239379883,0.7105894088745117,-0.20736151933670044,0.4154399633407593,0.022689402103424072,0.5538637638092041,-0.5905416011810303,0.1335926651954651,0.1333988606929779,0.12114715576171875
47,0.5518507361412048,0.4943786561489105,0.7812514305114746,0.004297834821045399,0.5151095390319824,0.7549275755882263,0.1818552166223526,1.0550650358200073,1.0688923597335815,0.010910442098975182,0.4638440012931824,0.7126519680023193,-0.2066749781370163,0.41552871465682983,0.022505013272166252,0.5522926449775696,-0.5904828310012817,0.13399983942508698,0.1340915709733963,0.12142014503479004
48,0.545754075050354,0.4944009482860565,0.7846689224243164,0.004697749391198158,0.516079843044281,0.7554361820220947,0.184366837143898,1.0550806522369385,1.0687484741210938,0.010971048846840858,0.45582228899002075,0.7122600078582764,-0.20602458715438843,0.4153079390525818,0.022707728669047356,0.5623210072517395,-0.590415894985199,0.13437199592590332,0.13477250933647156,0.12166598439216614
49,0.5548899173736572,0.49440693855285645,0.7882905006408691,0.004773989319801331,0.5159099102020264,0.7553521990776062,0.18683089315891266,1.0550851821899414,1.0686118602752686,0.010924866423010826,0.45568084716796875,0.7037442922592163,-0.20541183650493622,0.4135432839393616,0.02254660241305828,0.5681570768356323,-0.5903412103652954,0.1347147673368454,0.13544011116027832,0.12188409268856049
50,0.553523600101471,0.49440857768058777,0.7837556600570679,0.004811070393770933,0.5159945487976074,0.7553955912590027,0.18928803503513336,1.0550802946090698,1.0684823989868164,0.010962638072669506,0.46300145983695984,0.7026292681694031,-0.20483481884002686,0.4158855378627777,0.02261834591627121,0.5574761629104614,-0.5902530550956726,0.13503073155879974,0.13609682023525238,0.12207786738872528
51,0.5571922659873962,0.4944225251674652,0.7846105098724365,0.0048819780349731445,0.515764594078064,0.7552872896194458,0.19174303114414215,1.055071234703064,1.0683560371398926,0.010916742496192455,0.4593617916107178,0.7014185786247253,-0.20432013273239136,0.4162229299545288,0.022604484111070633,0.5631695985794067,-0.5901448726654053,0.13531494140625,0.1367305964231491,0.12224902957677841
52,0.5588555335998535,0.49440881609916687,0.7862520217895508,0.0052332086488604546,0.515571117401123,0.7551819682121277,0.1942075937986374,1.055054783821106,1.0682356357574463,0.01104037743061781,0.45966196060180664,0.6997473239898682,-0.2038429230451584,0.41609951853752136,0.022611338645219803,0.5660842657089233,-0.5900108218193054,0.13557788729667664,0.13735352456569672,0.12239845842123032
53,0.5585638284683228,0.49443647265434265,0.7876243591308594,0.004991009831428528,0.5167379975318909,0.7557891607284546,0.19666218757629395,1.0550310611724854,1.0681226253509521,0.010977345518767834,0.4743170738220215,0.7128417491912842,-0.20340798795223236,0.41583603620529175,0.02259909175336361,0.5635219812393188,-0.5898559093475342,0.13581690192222595,0.13796725869178772,0.12253083288669586
54,0.5651211142539978,0.4944154620170593,0.7845406532287598,0.0048957220278680325,0.5162699818611145,0.7555376887321472,0.19911417365074158,1.0550010204315186,1.068015694618225,0.01093844324350357,0.4637318253517151,0.7046296000480652,-0.2030036300420761,0.41615402698516846,0.0224902480840683,0.5602987408638,-0.5896786451339722,0.136036217212677,0.1385754495859146,0.12264778465032578
55,0.5629615187644958,0.4944227635860443,0.784815788269043,0.005207095295190811,0.5175982117652893,0.756210446357727,0.201588973402977,1.054957628250122,1.067919135093689,0.011062586680054665,0.46114271879196167,0.7029671669006348,-0.20262962579727173,0.41594037413597107,0.022824693471193314,0.5628562569618225,-0.589489221572876,0.13624069094657898,0.13917137682437897,0.12275122106075287
56,0.5610973238945007,0.4943934381008148,0.784101665019989,0.004967210814356804,0.5178517699241638,0.7563376426696777,0.20409339666366577,1.0549038648605347,1.0678319931030273,0.010936839506030083,0.4565698504447937,0.714718759059906,-0.20227190852165222,0.41611310839653015,0.02270081639289856,0.5624410510063171,-0.5892852544784546,0.13643179833889008,0.13976041972637177,0.12284178286790848
57,0.5683755278587341,0.49444979429244995,0.7864977717399597,0.005205803085118532,0.5177218914031982,0.7562904357910156,0.20663811266422272,1.0548474788665771,1.0677478313446045,0.011007243767380714,0.46522256731987,0.7025339603424072,-0.20192646980285645,0.41539689898490906,0.02266184613108635,0.5685703754425049,-0.5890730619430542,0.13660864531993866,0.14033621549606323,0.12291764467954636
58,0.5653163194656372,0.49444150924682617,0.7935950756072998,0.005252979230135679,0.5171900987625122,0.7560180425643921,0.20920811593532562,1.0547912120819092,1.0676648616790771,0.011056403629481792,0.4680659770965576,0.7040235996246338,-0.2015874981880188,0.4148152470588684,0.022659650072455406,0.57917720079422,-0.5888444185256958,0.13676738739013672,0.14091207087039948,0.12298151105642319
59,0.5652932524681091,0.49444136023521423,0.8062436580657959,0.0052126627415418625,0.5172305107116699,0.7560374140739441,0.21180841326713562,1.0547351837158203,1.0675811767578125,0.0110273202881217,0.46590083837509155,0.7065836787223816,-0.20119482278823853,0.4149259030818939,0.02260071597993374,0.6000516414642334,-0.5885888934135437,0.13692288100719452,0.14150284230709076,0.12304291129112244
60,0.56640625,0.49443262815475464,0.7906780242919922,0.0052137067541480064,0.5176997184753418,0.7562745809555054,0.21437950432300568,1.0546677112579346,1.0675069093704224,0.01108452957123518,0.4681602716445923,0.7041901350021362,-0.20081961154937744,0.4140787124633789,0.022812239825725555,0.5740557909011841,-0.5883237719535828,0.13706466555595398,0.14209331572055817,0.12309025973081589
61,0.564630389213562,0.494423508644104,0.7873021364212036,0.004931596107780933,0.516663670539856,0.7557390928268433,0.21698978543281555,1.0546022653579712,1.0674314498901367,0.010977319441735744,0.47618573904037476,0.7145476341247559,-0.2004149854183197,0.41642531752586365,0.022383807227015495,0.5557885766029358,-0.5880416035652161,0.13719558715820312,0.142685204744339,0.12313146144151688
62,0.5642251968383789,0.49442917108535767,0.785733699798584,0.0050955768674612045,0.5172341465950012,0.7560337781906128,0.21959613263607025,1.0545324087142944,1.0673590898513794,0.010986006818711758,0.48222261667251587,0.7133708000183105,-0.20004719495773315,0.4158071279525757,0.022392164915800095,0.5534360408782959,-0.5877469778060913,0.1373049020767212,0.1432805061340332,0.12315723299980164
63,0.571354866027832,0.4944317936897278,0.7860965728759766,0.005132501479238272,0.5181620121002197,0.7565034627914429,0.2222273349761963,1.0544618368148804,1.0672895908355713,0.01101789902895689,0.4743468761444092,0.7134621143341064,-0.1997145116329193,0.41562724113464355,0.022540036588907242,0.5527958869934082,-0.5874335169792175,0.13739067316055298,0.14388202130794525,0.12316767126321793
64,0.5695390701293945,0.4944576919078827,0.7894988059997559,0.0050466787070035934,0.5186737775802612,0.7567733526229858,0.224840447306633,1.054402232170105,1.0672129392623901,0.011000960133969784,0.48501479625701904,0.7149263620376587,-0.19940462708473206,0.41611719131469727,0.02254423312842846,0.5600661635398865,-0.5870989561080933,0.1374557912349701,0.14448295533657074,0.12316359579563141
65,0.5751316547393799,0.49442267417907715,0.790116548538208,0.005426865071058273,0.5176782608032227,0.7562624216079712,0.22743353247642517,1.0543441772460938,1.0671337842941284,0.011092327535152435,0.4750989079475403,0.707679271697998,-0.19912490248680115,0.41521593928337097,0.02269056998193264,0.5623902082443237,-0.5867495536804199,0.13749851286411285,0.1450837254524231,0.12314566224813461
66,0.5718249678611755,0.4944239556789398,0.7883946299552917,0.005558032542467117,0.5187188982963562,0.7567870616912842,0.22999516129493713,1.054283618927002,1.0670585632324219,0.01112284790724516,0.4790074825286865,0.714266300201416,-0.1988723874092102,0.41592320799827576,0.022645769640803337,0.557459831237793,-0.5863892436027527,0.13752570748329163,0.14569255709648132,0.12311801314353943
67,0.5706287622451782,0.49445366859436035,0.7881196737289429,0.005622761324048042,0.5178329944610596,0.7563565969467163,0.23254157602787018,1.0542219877243042,1.066983938217163,0.011044872924685478,0.4647001028060913,0.7088321447372437,-0.19861237704753876,0.41619548201560974,0.022496400400996208,0.5555920600891113,-0.5860083103179932,0.13754579424858093,0.14631113409996033,0.12308809161186218
68,0.5767450332641602,0.4944462478160858,0.7888654470443726,0.005646730773150921,0.5184849500656128,0.7566808462142944,0.23507514595985413,1.054166316986084,1.0669057369232178,0.01114390417933464,0.46872735023498535,0.7045924663543701,-0.19835060834884644,0.4158058166503906,0.022704966366291046,0.5584002733230591,-0.5856085419654846,0.13755255937576294,0.14693965017795563,0.1230480968952179
69,0.5720682740211487,0.4944608211517334,0.7941755056381226,0.005544379353523254,0.5178989171981812,0.7563859820365906,0.23763372004032135,1.054111123085022,1.0668281316757202,0.011105159297585487,0.4756311774253845,0.7053604125976562,-0.19805392622947693,0.4152024984359741,0.022455740720033646,0.5679899454116821,-0.5851959586143494,0.13756097853183746,0.14757394790649414,0.12300927937030792
70,0.577109694480896,0.49438977241516113,0.7906374931335449,0.005696352105587721,0.518491268157959,0.7566632628440857,0.24011686444282532,1.0540544986724854,1.0667506456375122,0.011153086088597775,0.47257018089294434,0.7079026103019714,-0.1977601945400238,0.41556450724601746,0.022701112553477287,0.5566616058349609,-0.5847728252410889,0.13756008446216583,0.14822331070899963,0.12296682596206665
71,0.580251157283783,0.49443113803863525,0.7904650568962097,0.0053432113490998745,0.5188671350479126,0.7568696737289429,0.2425592839717865,1.053995132446289,1.0666769742965698,0.01108553260564804,0.4723099172115326,0.7076851725578308,-0.19751957058906555,0.4158547520637512,0.022693071514368057,0.5533047914505005,-0.5843572020530701,0.1375412940979004,0.1488703489303589,0.12291338294744492
72,0.5803924798965454,0.4943985342979431,0.7899033427238464,0.005431020632386208,0.5189716815948486,0.7569071650505066,0.24496707320213318,1.0539312362670898,1.0666072368621826,0.011137332767248154,0.47217220067977905,0.7140316963195801,-0.19728991389274597,0.4161711633205414,0.022797485813498497,0.5571776628494263,-0.5839377641677856,0.13751469552516937,0.14952369034290314,0.12285613268613815
73,0.5750406980514526,0.49442344903945923,0.7946569323539734,0.0059792581014335155,0.518547534942627,0.756705641746521,0.2473587691783905,1.0538675785064697,1.0665371417999268,0.011215517297387123,0.45756620168685913,0.7071782946586609,-0.19703221321105957,0.41569143533706665,0.0226447731256485,0.5680586099624634,-0.583509624004364,0.13748745620250702,0.15018166601657867,0.12279852479696274
74,0.5797842741012573,0.494360089302063,0.7895045280456543,0.005818245001137257,0.519096314907074,0.7569525241851807,0.24974597990512848,1.0538080930709839,1.0664632320404053,0.011233515106141567,0.46842822432518005,0.7149733901023865,-0.1967700719833374,0.415712833404541,0.02279965952038765,0.554595947265625,-0.5830633640289307,0.13744793832302094,0.1508617252111435,0.12273550033569336
