_step,S_CE_max,S_CU_mean,G_cont_max,S_CE_std,S_CE_mean,G_cont_mean,beta_ce_std,ce_offset_mean,cu_multiplier_mean,G_cont_std,S_CE_min,G_cont_min,beta_ce_mean,S_CU_min,S_CU_std,S_CU_max,beta_cu_mean,ce_offset_std,beta_cu_std,cu_multiplier_std
142,0.5912513136863708,0.493865430355072,0.7962677478790283,0.007992314174771309,0.5219034552574158,0.7581440806388855,0.389531672000885,1.0457595586776733,1.061348795890808,0.01219437550753355,0.4684181213378906,0.7097501754760742,-0.16146224737167358,0.4129166603088379,0.023339051753282547,0.5543933510780334,-0.5408118963241577,0.13993746042251587,0.20902429521083832,0.11931229382753372
143,0.5925301313400269,0.4938737750053406,0.79960697889328,0.007509512361139059,0.5229992866516113,0.7587096095085144,0.39152413606643677,1.0456397533416748,1.0612480640411377,0.011994621716439724,0.4668477773666382,0.7129679918289185,-0.1607804149389267,0.4147162437438965,0.023174887523055077,0.5606428384780884,-0.5400716066360474,0.14004690945148468,0.2100013941526413,0.11929181963205338
144,0.5907284021377563,0.493874192237854,0.7967869639396667,0.0076364316046237946,0.5222499370574951,0.7583179473876953,0.393550306558609,1.0455306768417358,1.0611417293548584,0.012148968875408173,0.4516754746437073,0.6974722146987915,-0.1600988209247589,0.4145314395427704,0.02333994023501873,0.5580156445503235,-0.5393394231796265,0.14014767110347748,0.21096526086330414,0.11926650255918503
145,0.5908069014549255,0.4939116835594177,0.799597442150116,0.007983512245118618,0.522225022315979,0.7583467364311218,0.3955889046192169,1.0454128980636597,1.061043381690979,0.012077882885932922,0.44021761417388916,0.7123926877975464,-0.15941721200942993,0.41415414214134216,0.0232577845454216,0.5646736025810242,-0.5386132001876831,0.1402645856142044,0.21192558109760284,0.11925006657838821
146,0.5891817808151245,0.49390411376953125,0.8017972707748413,0.007755364291369915,0.5204739570617676,0.7574458122253418,0.397648423910141,1.0452938079833984,1.0609453916549683,0.012022877112030983,0.447685182094574,0.7003218531608582,-0.15870806574821472,0.4132399559020996,0.023032037541270256,0.5632971525192261,-0.5378766655921936,0.14039067924022675,0.21288172900676727,0.11923938989639282
147,0.590134859085083,0.4938318133354187,0.801982581615448,0.007617983967065811,0.5224406123161316,0.7584021091461182,0.39971521496772766,1.0451815128326416,1.0608396530151367,0.012039382010698318,0.44450968503952026,0.7095627784729004,-0.15795375406742096,0.4127579927444458,0.02321920171380043,0.5723602175712585,-0.5371227264404297,0.14051073789596558,0.21384763717651367,0.1192273274064064
148,0.5881016850471497,0.4938146471977234,0.811011016368866,0.007614451926201582,0.5226895809173584,0.7585272789001465,0.401831716299057,1.0450668334960938,1.0607352256774902,0.0120835080742836,0.4418942332267761,0.7018315196037292,-0.15717682242393494,0.41187843680381775,0.02331620827317238,0.6011242866516113,-0.5363672971725464,0.14063270390033722,0.2148139774799347,0.1192166656255722
149,0.5889158844947815,0.4938386082649231,0.7964011430740356,0.007541338913142681,0.5213705897331238,0.7578608393669128,0.40407028794288635,1.044942855834961,1.0606379508972168,0.012053045444190502,0.4539559781551361,0.708891749382019,-0.1563662588596344,0.41415518522262573,0.023179348558187485,0.5596556067466736,-0.5356272459030151,0.14078201353549957,0.21576374769210815,0.11922108381986618
150,0.5906116962432861,0.49385297298431396,0.7983558177947998,0.007173727732151747,0.5202391147613525,0.7573059797286987,0.40623047947883606,1.0448246002197266,1.060535192489624,0.011848981492221355,0.45959728956222534,0.7037218809127808,-0.15556859970092773,0.41368305683135986,0.023110566660761833,0.5633544921875,-0.5348799228668213,0.14092208445072174,0.21671274304389954,0.11922308057546616
151,0.592758059501648,0.4937742352485657,0.801888108253479,0.0075598591938614845,0.5231992602348328,0.7587709426879883,0.40846508741378784,1.0447070598602295,1.060434103012085,0.012066338211297989,0.4562917649745941,0.7080932855606079,-0.15478110313415527,0.4137919843196869,0.02337595820426941,0.5649769902229309,-0.534129798412323,0.14106406271457672,0.2176647037267685,0.11922542750835419
152,0.5907513499259949,0.49377697706222534,0.7989873886108398,0.00746883824467659,0.520767092704773,0.757541298866272,0.410678505897522,1.0445969104766846,1.0603291988372803,0.011980964802205563,0.44355401396751404,0.7002522945404053,-0.15397247672080994,0.4124339520931244,0.023325763642787933,0.5683054327964783,-0.5333713889122009,0.1412077397108078,0.21861566603183746,0.11922899633646011
153,0.5957536101341248,0.4938182830810547,0.8029978275299072,0.0072982702404260635,0.5218505263328552,0.7581079006195068,0.41292840242385864,1.0444940328598022,1.0602223873138428,0.011962996795773506,0.4560060203075409,0.7072726488113403,-0.15317267179489136,0.41330164670944214,0.023296823725104332,0.5678648948669434,-0.5326151847839355,0.141337588429451,0.21954599022865295,0.1192258670926094
154,0.591718852519989,0.49383455514907837,0.8012940287590027,0.007422913797199726,0.5208202600479126,0.7576026916503906,0.41505616903305054,1.044395923614502,1.0601110458374023,0.011938000097870827,0.4514957368373871,0.701797604560852,-0.15242919325828552,0.41361507773399353,0.023252269253134727,0.5663105845451355,-0.5318702459335327,0.14145033061504364,0.22047854959964752,0.11921149492263794
155,0.5899169445037842,0.49376386404037476,0.8002572059631348,0.007756402250379324,0.5226906538009644,0.7585034370422363,0.4171060621738434,1.0443000793457031,1.0599980354309082,0.012228785082697868,0.44099733233451843,0.7039556503295898,-0.1516922414302826,0.41263025999069214,0.02355903387069702,0.5657812356948853,-0.5311237573623657,0.14156660437583923,0.22141529619693756,0.11919889599084854
156,0.5909453630447388,0.49375423789024353,0.79986572265625,0.007878025062382221,0.5220195055007935,0.7581672668457031,0.4191698431968689,1.0442029237747192,1.05988347530365,0.012110907584428787,0.4380945563316345,0.7062386274337769,-0.15093781054019928,0.41322559118270874,0.023304296657443047,0.5714937448501587,-0.5303696393966675,0.14168497920036316,0.2223483771085739,0.11918693780899048
157,0.5923289656639099,0.49372726678848267,0.7995496988296509,0.007603189907968044,0.5213779807090759,0.7578281164169312,0.42119690775871277,1.044109582901001,1.0597681999206543,0.012094984762370586,0.45187148451805115,0.7081283926963806,-0.15023376047611237,0.41319596767425537,0.023435313254594803,0.5669966340065002,-0.5296213030815125,0.14178389310836792,0.22327615320682526,0.1191662847995758
158,0.5919957756996155,0.49371910095214844,0.7986354827880859,0.00777091458439827,0.5229179859161377,0.7585932612419128,0.4231559932231903,1.0440194606781006,1.0596518516540527,0.012241768650710583,0.4591917395591736,0.7038054466247559,-0.14957833290100098,0.41316378116607666,0.023399069905281067,0.56012362241745,-0.5288666486740112,0.14186620712280273,0.22420425713062286,0.11913768947124481
159,0.5914294123649597,0.49373865127563477,0.7992801666259766,0.00776624632999301,0.5226287841796875,0.7584656476974487,0.42513272166252136,1.043927550315857,1.0595371723175049,0.012180913239717484,0.45038902759552,0.7006394863128662,-0.14891868829727173,0.41320908069610596,0.02354125678539276,0.5657793879508972,-0.5281150341033936,0.14195102453231812,0.2251310497522354,0.11911055445671082
160,0.5948262214660645,0.4937189519405365,0.8004069328308105,0.007790985982865095,0.5238665342330933,0.7590950727462769,0.427125483751297,1.043825626373291,1.0594278573989868,0.012164773419499397,0.44904202222824097,0.6990261077880859,-0.14825651049613953,0.41294628381729126,0.02351231500506401,0.5619956254959106,-0.5273626446723938,0.1420537531375885,0.22605159878730774,0.11909015476703644
161,0.5941503047943115,0.49371927976608276,0.8003462553024292,0.0077812280505895615,0.5219640135765076,0.7581138610839844,0.42913973331451416,1.0437270402908325,1.0593165159225464,0.012221837416291237,0.4503253400325775,0.6997828483581543,-0.1475774496793747,0.4128882586956024,0.02346115931868553,0.5637595653533936,-0.5266001224517822,0.14216260612010956,0.22697964310646057,0.1190725713968277
162,0.5922887325286865,0.4937005937099457,0.8018824458122253,0.007996516302227974,0.5229259729385376,0.758597731590271,0.4311771094799042,1.0436286926269531,1.059203028678894,0.01229070033878088,0.4375838041305542,0.7045668363571167,-0.14685633778572083,0.41350239515304565,0.023520633578300476,0.5657880902290344,-0.5258487462997437,0.14228534698486328,0.22791695594787598,0.11906331777572632
163,0.5920757055282593,0.4936569929122925,0.7979847192764282,0.007957112044095993,0.5227770805358887,0.7584952116012573,0.43325191736221313,1.0435254573822021,1.059093713760376,0.012346844188869,0.4405984878540039,0.703488290309906,-0.14611342549324036,0.41328930854797363,0.023628123104572296,0.5594288110733032,-0.5250943303108215,0.1424179971218109,0.2288474440574646,0.11906416714191437
164,0.5895890593528748,0.49372801184654236,0.8065516948699951,0.007936457172036171,0.5211423635482788,0.757717490196228,0.43530115485191345,1.0434188842773438,1.0589890480041504,0.01216135174036026,0.4336189031600952,0.6988977789878845,-0.14540311694145203,0.41152387857437134,0.02343115024268627,0.5906815528869629,-0.524351954460144,0.14254286885261536,0.2297564595937729,0.11906151473522186
165,0.5915582180023193,0.4936612546443939,0.7991721630096436,0.007686785887926817,0.5218124389648438,0.7580221891403198,0.43744128942489624,1.043316125869751,1.0588842630386353,0.012138715013861656,0.43632084131240845,0.684405505657196,-0.14468050003051758,0.41240614652633667,0.023510396480560303,0.561671257019043,-0.5236155390739441,0.14267513155937195,0.23066288232803345,0.1190624088048935
166,0.5918271541595459,0.4936671853065491,0.7995872497558594,0.00796918012201786,0.5221579670906067,0.758189857006073,0.4395931363105774,1.0432270765304565,1.0587682723999023,0.012255774810910225,0.4514088034629822,0.7123333215713501,-0.14393967390060425,0.41368111968040466,0.0234130397439003,0.5585824847221375,-0.5228650569915771,0.14280438423156738,0.23158109188079834,0.11906414479017258
167,0.5907155275344849,0.4936641454696655,0.8001288771629333,0.008027669042348862,0.5225837230682373,0.7584025263786316,0.4417615234851837,1.043139934539795,1.058652639389038,0.012339550070464611,0.44703489542007446,0.7098296880722046,-0.14319823682308197,0.4126088321208954,0.023447249084711075,0.5649152994155884,-0.522100031375885,0.14294087886810303,0.2325134575366974,0.11907032877206802
168,0.589348554611206,0.4936548173427582,0.799777626991272,0.007922288961708546,0.5230520367622375,0.7586426734924316,0.44389739632606506,1.04305100440979,1.0585383176803589,0.01229615043848753,0.4437687397003174,0.7112695574760437,-0.14248555898666382,0.41334986686706543,0.023590294644236565,0.5626674294471741,-0.5213329792022705,0.14306578040122986,0.23345448076725006,0.1190716028213501
169,0.5905349254608154,0.49367472529411316,0.7978288531303406,0.007800535764545202,0.5227450728416443,0.7584773898124695,0.4460360109806061,1.0429614782333374,1.0584185123443604,0.012296762317419052,0.451946496963501,0.6997685432434082,-0.141749307513237,0.41281265020370483,0.02344471588730812,0.5580284595489502,-0.5205565690994263,0.14319652318954468,0.23440992832183838,0.11907357722520828
170,0.5909239053726196,0.49369093775749207,0.799751877784729,0.008113381452858448,0.5222934484481812,0.7582623362541199,0.4481874108314514,1.0428738594055176,1.0582956075668335,0.012335097417235374,0.45759594440460205,0.7122415900230408,-0.14099039137363434,0.4122926890850067,0.023378737270832062,0.5638352632522583,-0.5197678804397583,0.14333575963974,0.23538579046726227,0.11908548325300217
171,0.5921106338500977,0.4936463236808777,0.7993555068969727,0.007923547178506851,0.522284746170044,0.75824373960495,0.4503157138824463,1.0427861213684082,1.0581724643707275,0.012260036543011665,0.4429066777229309,0.6957100629806519,-0.14022907614707947,0.41265010833740234,0.023466236889362335,0.566342830657959,-0.5189623832702637,0.14347445964813232,0.236373171210289,0.11909894645214081
172,0.5927974581718445,0.49360209703445435,0.8000506162643433,0.007927586324512959,0.5224112272262573,0.7582971453666687,0.452533096075058,1.0426955223083496,1.0580554008483887,0.01228705607354641,0.43733102083206177,0.7066508531570435,-0.13943715393543243,0.4132227301597595,0.023645831272006035,0.5654542446136475,-0.5181657671928406,0.14361347258090973,0.23734405636787415,0.1191163882613182
173,0.5936388969421387,0.49356019496917725,0.7994413375854492,0.00795747060328722,0.5227006673812866,0.7584137320518494,0.45464181900024414,1.0426191091537476,1.0579290390014648,0.012396931648254395,0.41754770278930664,0.6760174036026001,-0.13867174088954926,0.41205471754074097,0.023704953491687775,0.5521907806396484,-0.5173689723014832,0.14372125267982483,0.23833896219730377,0.1191195547580719
174,0.5948599576950073,0.4935387074947357,0.7997166514396667,0.007827239111065865,0.5231460928916931,0.7586411237716675,0.4567296802997589,1.0425355434417725,1.0578042268753052,0.012360604479908943,0.4484531283378601,0.7020399570465088,-0.13788911700248718,0.41259169578552246,0.023880070075392723,0.5579127073287964,-0.5165715217590332,0.14384734630584717,0.2393464595079422,0.11913175880908966
175,0.5923439860343933,0.4935707449913025,0.8052768707275391,0.007695136126130819,0.520910382270813,0.7575197219848633,0.45878472924232483,1.042455792427063,1.0576751232147217,0.012249819934368134,0.4496797025203705,0.7028307914733887,-0.1371060311794281,0.4128335416316986,0.023607395589351654,0.5816116333007812,-0.5157884359359741,0.14397208392620087,0.24034011363983154,0.11914394795894623
176,0.5974742770195007,0.4936468005180359,0.80168616771698,0.008008015342056751,0.5229910612106323,0.7586087584495544,0.46080684661865234,1.042382001876831,1.0575416088104248,0.01226169615983963,0.42213279008865356,0.6739209890365601,-0.13634367287158966,0.41249388456344604,0.023420212790369987,0.5632566213607788,-0.5149948596954346,0.14409473538398743,0.24133922159671783,0.11915335804224014
177,0.5961268544197083,0.4935682713985443,0.8038155436515808,0.007910780608654022,0.523902952671051,0.7590309977531433,0.4628250002861023,1.042313575744629,1.0574110746383667,0.01235874928534031,0.4409872889518738,0.711890697479248,-0.1356276273727417,0.41280993819236755,0.023623209446668625,0.566605269908905,-0.5142166614532471,0.14420783519744873,0.24231846630573273,0.1191607117652893
178,0.5944510698318481,0.49354609847068787,0.8025879859924316,0.007961168885231018,0.5214249491691589,0.757755696773529,0.4647845923900604,1.0422495603561401,1.0572789907455444,0.012417654506862164,0.45314639806747437,0.7024015188217163,-0.13493627309799194,0.4128900170326233,0.023686442524194717,0.5616455078125,-0.5134365558624268,0.14431114494800568,0.24329838156700134,0.11916318535804749
179,0.5974667072296143,0.4935331344604492,0.8033056259155273,0.007919616997241974,0.5222918391227722,0.7582038640975952,0.46670645475387573,1.0421924591064453,1.057142734527588,0.012315245345234871,0.4406517446041107,0.7100476026535034,-0.13426055014133453,0.41304832696914673,0.02362397126853466,0.5655724406242371,-0.5126609802246094,0.14439798891544342,0.24427343904972076,0.11915639042854309
180,0.594141960144043,0.4935334622859955,0.7995103597640991,0.007980475202202797,0.5224456787109375,0.7582706212997437,0.46858856081962585,1.042140007019043,1.0570019483566284,0.012423593550920486,0.4509586691856384,0.703961968421936,-0.13359342515468597,0.4132319688796997,0.023640315979719162,0.5580300092697144,-0.5118801593780518,0.1444799154996872,0.24524812400341034,0.11915116757154465
181,0.5954738259315491,0.49354785680770874,0.8023242950439453,0.008007124066352844,0.5240175127983093,0.7590768337249756,0.4704849123954773,1.0420851707458496,1.0568621158599854,0.012471186928451061,0.45274537801742554,0.7053078413009644,-0.13291561603546143,0.4127897024154663,0.023745927959680557,0.5584253668785095,-0.5111144185066223,0.14457225799560547,0.2461964637041092,0.11914973706007004
182,0.5927952527999878,0.4935700297355652,0.8006346225738525,0.007928874343633652,0.5212917327880859,0.7576994299888611,0.47231525182724,1.042042851448059,1.056713581085205,0.012351308017969131,0.44364452362060547,0.7074583768844604,-0.1322464644908905,0.4121595621109009,0.023478975519537926,0.5717823505401611,-0.5103480815887451,0.14465270936489105,0.24714210629463196,0.11914163827896118
183,0.594605565071106,0.49351781606674194,0.8005760908126831,0.008128105662763119,0.5226632952690125,0.7583823204040527,0.47402891516685486,1.041994571685791,1.0565693378448486,0.012411343865096569,0.4305848777294159,0.6874222159385681,-0.13167083263397217,0.4120810627937317,0.023655064404010773,0.5699042677879333,-0.5095981359481812,0.14471431076526642,0.24808450043201447,0.11912518739700317
184,0.5932217240333557,0.49350759387016296,0.7990109324455261,0.007920474745333195,0.5228337049484253,0.7584629058837891,0.4758285582065582,1.0419440269470215,1.0564382076263428,0.012374266982078552,0.4408724308013916,0.7023383975028992,-0.13107594847679138,0.4129157066345215,0.023661015555262566,0.5540186762809753,-0.5088320970535278,0.1447933167219162,0.24903404712677002,0.1191190853714943
185,0.59015953540802,0.4935670793056488,0.7997676730155945,0.007651016116142273,0.5208535194396973,0.7574838399887085,0.47773927450180054,1.0418941974639893,1.0563068389892578,0.012231986969709396,0.42582374811172485,0.6821349859237671,-0.13042418658733368,0.4120292663574219,0.023517604917287827,0.5556566715240479,-0.5080597400665283,0.14488402009010315,0.2499772012233734,0.11911740899085999
186,0.5900063514709473,0.49354785680770874,0.7998656034469604,0.008067578077316284,0.5217750072479248,0.7579361796379089,0.47964757680892944,1.0418486595153809,1.056174874305725,0.012394691817462444,0.42903590202331543,0.7053200602531433,-0.12976843118667603,0.4119369685649872,0.02346751093864441,0.5657485127449036,-0.5072872638702393,0.14496947824954987,0.2509121000766754,0.11911740154027939
187,0.5924748182296753,0.49349045753479004,0.8010126948356628,0.00813569687306881,0.5235351920127869,0.758807361125946,0.481542706489563,1.0417948961257935,1.056042194366455,0.012495091184973717,0.43077999353408813,0.693476676940918,-0.1290920525789261,0.41218113899230957,0.023714464157819748,0.5653431415557861,-0.5064994096755981,0.14507418870925903,0.2518540918827057,0.11912857741117477
188,0.5995286703109741,0.49346011877059937,0.8040511012077332,0.008209485560655594,0.5234882831573486,0.7587519884109497,0.4834391176700592,1.0417451858520508,1.055905818939209,0.012644178234040737,0.44354304671287537,0.7093572020530701,-0.12841932475566864,0.4122130274772644,0.023771852254867554,0.5607407093048096,-0.5057045221328735,0.1451789140701294,0.25279322266578674,0.11913792043924332
189,0.5922063589096069,0.4934704899787903,0.7997416853904724,0.007986979559063911,0.5233110189437866,0.7587007880210876,0.4853673279285431,1.0416845083236694,1.0557751655578613,0.012346520088613033,0.4434729218482971,0.6999170184135437,-0.12771622836589813,0.41280922293663025,0.023682957515120506,0.5611226558685303,-0.5048973560333252,0.1453065127134323,0.25374990701675415,0.11915937066078186
190,0.5914222002029419,0.4934846758842468,0.8064159154891968,0.007974479347467422,0.5209205150604248,0.7574719190597534,0.4873809218406677,1.0416202545166016,1.0556480884552002,0.012390140444040298,0.4425855278968811,0.6954013705253601,-0.12698054313659668,0.41098248958587646,0.02353169396519661,0.5790188908576965,-0.5040854811668396,0.14544323086738586,0.25469842553138733,0.11918468773365021
191,0.5942114591598511,0.4934178292751312,0.8016901016235352,0.00831468403339386,0.522321879863739,0.7581599950790405,0.4893557131290436,1.0415558815002441,1.05552339553833,0.012611879035830498,0.4634362459182739,0.7108603715896606,-0.12627506256103516,0.4109090268611908,0.02384886145591736,0.5596808195114136,-0.5032905340194702,0.14557266235351562,0.2556391656398773,0.11920924484729767
192,0.5962713956832886,0.493402898311615,0.8009840846061707,0.008213086053729057,0.5237363576889038,0.7588741779327393,0.4912484586238861,1.0414875745773315,1.0553983449935913,0.012545643374323845,0.43231773376464844,0.6984241008758545,-0.12558749318122864,0.41277357935905457,0.023849118500947952,0.5560948848724365,-0.5025014877319336,0.14570008218288422,0.2565861940383911,0.119231678545475
193,0.5944939851760864,0.4934021830558777,0.8019348978996277,0.007982444949448109,0.5216180086135864,0.75779789686203,0.49308645725250244,1.0414291620254517,1.0552624464035034,0.012476581148803234,0.447330117225647,0.7023347616195679,-0.12490324676036835,0.4114816188812256,0.023854847997426987,0.5639991760253906,-0.5017071962356567,0.145821675658226,0.2575390040874481,0.11925479024648666
194,0.5940195918083191,0.4935170114040375,0.7978613376617432,0.007859497331082821,0.5205850601196289,0.7573315501213074,0.49499183893203735,1.0413806438446045,1.055124282836914,0.012179519981145859,0.41917961835861206,0.6812187433242798,-0.12418106198310852,0.40977200865745544,0.023418297991156578,0.5640491843223572,-0.5009135007858276,0.14593741297721863,0.25846225023269653,0.11928068101406097
195,0.5974700450897217,0.4934636950492859,0.8013061285018921,0.007700837682932615,0.5221254825592041,0.7580899596214294,0.4969770014286041,1.0413284301757812,1.0549896955490112,0.012317534536123276,0.44265982508659363,0.7006196975708008,-0.12342259287834167,0.41026902198791504,0.023699190467596054,0.5767991542816162,-0.5001049041748047,0.14607356488704681,0.2594018876552582,0.11931812018156052
196,0.6002301573753357,0.49340343475341797,0.8098548650741577,0.007917681708931923,0.521185040473938,0.7575847506523132,0.49890756607055664,1.0412812232971191,1.0548527240753174,0.012417171150445938,0.44946953654289246,0.6919487714767456,-0.12269270420074463,0.411629319190979,0.023866912350058556,0.5779008865356445,-0.49930691719055176,0.14619340002536774,0.26033252477645874,0.11935334652662277
197,0.5960289239883423,0.49342411756515503,0.8014828562736511,0.008146810345351696,0.5215089321136475,0.7577580809593201,0.5008681416511536,1.0412336587905884,1.054717779159546,0.012413760647177696,0.4411897361278534,0.6982235312461853,-0.1219586730003357,0.41074618697166443,0.023746062070131302,0.5724964141845703,-0.49853116273880005,0.14631569385528564,0.26126810908317566,0.11938748508691788
198,0.5926610231399536,0.49331244826316833,0.799707293510437,0.007856268435716629,0.5228174924850464,0.7583681344985962,0.5027695894241333,1.0411763191223145,1.0545880794525146,0.012464001774787903,0.44614696502685547,0.7108003497123718,-0.12124206870794296,0.41137027740478516,0.02389337681233883,0.5637843012809753,-0.49776801466941833,0.14643323421478271,0.26219624280929565,0.1194213405251503
199,0.5955523252487183,0.4933850169181824,0.8031148910522461,0.008420472964644432,0.5216792821884155,0.7578122615814209,0.5047394037246704,1.0411169528961182,1.0544589757919312,0.012608690187335014,0.4366764426231384,0.6982163190841675,-0.12045382708311081,0.41070282459259033,0.023765381425619125,0.5593332052230835,-0.49699386954307556,0.14656652510166168,0.26311251521110535,0.11946118623018265
200,0.5944513082504272,0.4933760166168213,0.800428569316864,0.008172383531928062,0.5219721794128418,0.757962167263031,0.5067005753517151,1.0410484075546265,1.0543380975723267,0.01256784051656723,0.40937989950180054,0.6709161996841431,-0.11968627572059631,0.41160255670547485,0.02389281615614891,0.5673916935920715,-0.4962441325187683,0.14669698476791382,0.2640230655670166,0.11950186640024185
201,0.5943946838378906,0.4933314919471741,0.8023204803466797,0.008379552513360977,0.5226889848709106,0.7582982778549194,0.5085614919662476,1.040985107421875,1.0542094707489014,0.012730653397738934,0.44884318113327026,0.687118649482727,-0.11893822997808456,0.4116707742214203,0.023995764553546906,0.566961944103241,-0.4954863488674164,0.14681647717952728,0.264944463968277,0.11953616887331009
202,0.5923989415168762,0.49331629276275635,0.8003753423690796,0.008002088405191898,0.5246372818946838,0.7592929601669312,0.5102817416191101,1.040923833847046,1.0540794134140015,0.012634459882974625,0.45626187324523926,0.711094856262207,-0.11825910210609436,0.41147536039352417,0.024107856675982475,0.5608891248703003,-0.4947286546230316,0.1469140648841858,0.2658722400665283,0.11955977976322174
203,0.5927228331565857,0.49337077140808105,0.7996659278869629,0.00798177719116211,0.5221692323684692,0.7580666542053223,0.512007474899292,1.040865182876587,1.0539518594741821,0.012465344741940498,0.44101738929748535,0.7114930152893066,-0.11758475005626678,0.41126108169555664,0.023905746638774872,0.5721059441566467,-0.49395751953125,0.14700648188591003,0.2667813301086426,0.11958585679531097
204,0.596799373626709,0.4933215379714966,0.8005656003952026,0.008015251718461514,0.5219969749450684,0.7579513788223267,0.5136567950248718,1.0408177375793457,1.053821325302124,0.012531133368611336,0.442379891872406,0.6998802423477173,-0.11694490909576416,0.4114336669445038,0.023946087807416916,0.5661591291427612,-0.4931833744049072,0.14707443118095398,0.26769697666168213,0.11959794908761978
205,0.593284547328949,0.4932901859283447,0.8209154009819031,0.00804312527179718,0.5247412323951721,0.7593421936035156,0.5152752995491028,1.0407745838165283,1.0536919832229614,0.012564173899590969,0.44164523482322693,0.6922612190246582,-0.11633837223052979,0.41188904643058777,0.024002043530344963,0.5952702760696411,-0.49240201711654663,0.14712916314601898,0.2686053514480591,0.11960187554359436
206,0.5946768522262573,0.4932963252067566,0.8006399869918823,0.008097208105027676,0.5228396058082581,0.7583742141723633,0.5169275403022766,1.040732979774475,1.053563117980957,0.01256661769002676,0.4445786476135254,0.7112617492675781,-0.11574174463748932,0.4115417003631592,0.023911669850349426,0.5611697435379028,-0.4916229844093323,0.1471901535987854,0.26949232816696167,0.11960671097040176
207,0.5916032791137695,0.493339478969574,0.7993552088737488,0.008418994024395943,0.5227375030517578,0.7583259344100952,0.5185514092445374,1.040690302848816,1.0534398555755615,0.012694807723164558,0.43219292163848877,0.6906099319458008,-0.11516212671995163,0.4118298888206482,0.023929022252559662,0.5589897036552429,-0.4908309578895569,0.14725583791732788,0.2703956067562103,0.11961679905653
208,0.5967686772346497,0.493274450302124,0.8146581649780273,0.008294142782688141,0.5225970149040222,0.7582224607467651,0.5202126502990723,1.0406439304351807,1.0533132553100586,0.012705806642770767,0.4190618395805359,0.6931537985801697,-0.11455517262220383,0.4079967737197876,0.023995142430067062,0.5968102216720581,-0.49003928899765015,0.14733651280403137,0.27130186557769775,0.11963406205177307
209,0.591234028339386,0.4932653307914734,0.8007311820983887,0.008218283765017986,0.5245828032493591,0.7592267394065857,0.5219659805297852,1.040594220161438,1.0531928539276123,0.012789021246135235,0.4429262578487396,0.6937059760093689,-0.11393042653799057,0.4122788608074188,0.02411709725856781,0.5599946975708008,-0.48924335837364197,0.14743126928806305,0.2722025215625763,0.11966277658939362
210,0.5942701697349548,0.4932436943054199,0.8047603368759155,0.008404424414038658,0.5242540836334229,0.7590618133544922,0.5236551761627197,1.0405488014221191,1.0530667304992676,0.01273950096219778,0.43934953212738037,0.7086272239685059,-0.11331743001937866,0.4091483950614929,0.02398703061044216,0.5682270526885986,-0.4884434640407562,0.14751990139484406,0.2731158137321472,0.11969006061553955
211,0.5980668067932129,0.49324584007263184,0.8046342134475708,0.008377522230148315,0.5234567523002625,0.7586544752120972,0.5252817273139954,1.0404952764511108,1.0529452562332153,0.012822228483855724,0.44587844610214233,0.7051807641983032,-0.11272653192281723,0.41107377409935,0.02418835274875164,0.5686320662498474,-0.4876565635204315,0.1476149559020996,0.27402567863464355,0.119721420109272
212,0.5954238772392273,0.4932478368282318,0.8077093958854675,0.00822560116648674,0.5210784673690796,0.7574483752250671,0.5269939303398132,1.0404242277145386,1.0528314113616943,0.012659329921007156,0.45112746953964233,0.7030289173126221,-0.11209746450185776,0.40994828939437866,0.02400878071784973,0.5724746584892273,-0.48688793182373047,0.14773721992969513,0.2749083936214447,0.11976197361946106
213,0.5952339172363281,0.4932621121406555,0.8023045063018799,0.008222382515668869,0.5219005942344666,0.7578684091567993,0.5287070274353027,1.0403556823730469,1.0527191162109375,0.012693637982010841,0.44168204069137573,0.6998332738876343,-0.11145006120204926,0.41064438223838806,0.024005312472581863,0.5687304735183716,-0.4861225485801697,0.1478528529405594,0.2757798433303833,0.1198040246963501
214,0.5941581130027771,0.49324172735214233,0.8022395372390747,0.008151892572641373,0.5226886868476868,0.7582711577415466,0.5302985906600952,1.0403046607971191,1.052596092224121,0.012566174380481243,0.42717164754867554,0.6933819055557251,-0.11083553731441498,0.4116215705871582,0.023844538256525993,0.5693267583847046,-0.48535919189453125,0.147936150431633,0.27664318680763245,0.11983638256788254
215,0.5934988856315613,0.4931631088256836,0.8017654418945312,0.008013763464987278,0.5256717205047607,0.759749174118042,0.5319705009460449,1.040250539779663,1.0524728298187256,0.012711498886346817,0.4402899146080017,0.7115198373794556,-0.11017829179763794,0.4124074876308441,0.024245478212833405,0.5606188774108887,-0.4845982789993286,0.1480419635772705,0.2775091528892517,0.11987964063882828
216,0.5956229567527771,0.4932015538215637,0.8021919131278992,0.00795973464846611,0.5216352939605713,0.7577187418937683,0.533562421798706,1.0401997566223145,1.0523464679718018,0.012623228132724762,0.4405854344367981,0.7110133171081543,-0.10954943299293518,0.41129979491233826,0.024167969822883606,0.5638233423233032,-0.4838384985923767,0.14814592897891998,0.2783811688423157,0.11992446333169937
