_step,S_CE_min,beta_ce_std,G_cont_min,beta_cu_mean,G_cont_std,beta_ce_mean,S_CU_max,G_cont_mean,ce_offset_mean,ce_offset_std,cu_multiplier_mean,S_CU_mean,beta_cu_std,S_CU_min,S_CE_max,S_CE_mean,S_CE_std,S_CU_std,cu_multiplier_std,G_cont_max
199,0.4587664306163788,0.5250691771507263,0.7014845609664917,-0.5799301266670227,0.012870458886027336,-0.045915912836790085,0.555385172367096,0.7567057609558105,1.0120620727539062,0.14312689006328583,1.0790739059448242,0.49284446239471436,0.23423592746257782,0.4139938950538635,0.599676251411438,0.5199169516563416,0.009266406297683716,0.023058442398905754,0.1092904582619667,0.8036016821861267
200,0.4617050290107727,0.5273693799972534,0.7010546922683716,-0.5795246362686157,0.01276417262852192,-0.045117370784282684,0.5761607885360718,0.7569701075553894,1.0120266675949097,0.14305181801319122,1.0789973735809326,0.49277937412261963,0.2350165843963623,0.4118543863296509,0.6016391515731812,0.5205070972442627,0.008714870549738407,0.02318943850696087,0.109199658036232,0.806128978729248
201,0.44330042600631714,0.5296261310577393,0.7028025388717651,-0.5791280269622803,0.012844267301261425,-0.04430225491523743,0.566699743270874,0.756866455078125,1.0120089054107666,0.14295773208141327,1.078913688659668,0.49278613924980164,0.2357901781797409,0.4137668013572693,0.59810870885849,0.5203036069869995,0.008884645067155361,0.02317768707871437,0.10910867154598236,0.804733157157898
202,0.4629565179347992,0.5319119095802307,0.7057501673698425,-0.5787187218666077,0.012788491323590279,-0.04346771165728569,0.564870297908783,0.7565459609031677,1.0119915008544922,0.14287005364894867,1.0788309574127197,0.49282392859458923,0.2365683615207672,0.41423988342285156,0.5996960997581482,0.5196480751037598,0.008791511878371239,0.023046545684337616,0.10902073234319687,0.8042522668838501
203,0.43828147649765015,0.5341517925262451,0.6990692019462585,-0.5783087015151978,0.012630240991711617,-0.04266715049743652,0.5641193389892578,0.7561136484146118,1.0119680166244507,0.14277605712413788,1.0787525177001953,0.49285373091697693,0.2373461127281189,0.41444575786590576,0.5968961715698242,0.5187528133392334,0.008569362573325634,0.022997885942459106,0.10892540961503983,0.8023018836975098
204,0.4372332990169525,0.5363888144493103,0.6927000880241394,-0.5778998732566833,0.012577049434185028,-0.04189743846654892,0.5813987255096436,0.7556045055389404,1.011932611465454,0.14268217980861664,1.078692078590393,0.492902934551239,0.23812589049339294,0.41099971532821655,0.6023040413856506,0.5177160501480103,0.008542811498045921,0.022934747859835625,0.10882630944252014,0.8083066940307617
205,0.44541531801223755,0.538560152053833,0.705540657043457,-0.577484667301178,0.012747443281114101,-0.04113132879137993,0.5665947198867798,0.756779670715332,1.0119203329086304,0.14256587624549866,1.0786159038543701,0.4928123652935028,0.23893135786056519,0.41441068053245544,0.5991122722625732,0.5200930833816528,0.00889219343662262,0.022964343428611755,0.10872063040733337,0.8055903911590576
206,0.458202064037323,0.5407594442367554,0.7032579779624939,-0.5770726203918457,0.012818461284041405,-0.040368448942899704,0.5607178211212158,0.7575709819793701,1.011906623840332,0.1424521952867508,1.078540563583374,0.4927228093147278,0.2397042214870453,0.4139159917831421,0.5970519781112671,0.5217406749725342,0.008692614734172821,0.02306872233748436,0.10861633718013763,0.8029706478118896
207,0.44908708333969116,0.5429877042770386,0.700408935546875,-0.5766632556915283,0.012741307727992535,-0.03959622234106064,0.564417839050293,0.7567118406295776,1.01188063621521,0.1423582136631012,1.0784714221954346,0.49270448088645935,0.2404748797416687,0.4131571650505066,0.598745584487915,0.5200338959693909,0.00879829190671444,0.02324013039469719,0.10851995646953583,0.8027752637863159
208,0.4597383439540863,0.5453230738639832,0.708935022354126,-0.5762550234794617,0.012813037261366844,-0.03875219076871872,0.5724158883094788,0.756247878074646,1.0118465423583984,0.14230281114578247,1.0784022808074951,0.49276992678642273,0.24124041199684143,0.4136054217815399,0.604644775390625,0.5190892219543457,0.008875299245119095,0.023182986304163933,0.10843861103057861,0.8092161417007446
209,0.45845484733581543,0.5476799607276917,0.7045550346374512,-0.5758387446403503,0.013018794357776642,-0.037862494587898254,0.5610970258712769,0.7566248774528503,1.0118200778961182,0.14225810766220093,1.078329086303711,0.4927143454551697,0.242001011967659,0.4136810302734375,0.6031517386436462,0.5198997259140015,0.009240577928721905,0.023228809237480164,0.10836344212293625,0.8056282997131348
210,0.45420747995376587,0.5501343607902527,0.6945406198501587,-0.5754194259643555,0.012766236439347267,-0.03694476932287216,0.5707751512527466,0.7565907835960388,1.011786699295044,0.14224275946617126,1.0782642364501953,0.49268803000450134,0.24275633692741394,0.4141156077384949,0.6050535440444946,0.5198240280151367,0.008684832602739334,0.023229030892252922,0.10829939693212509,0.807837724685669
211,0.42993617057800293,0.5526101589202881,0.6994161605834961,-0.5749816298484802,0.012841302901506424,-0.03596891090273857,0.5600804686546326,0.7564768195152283,1.0117497444152832,0.1422457993030548,1.0781960487365723,0.4927135407924652,0.2435213178396225,0.4135037362575531,0.5979760885238647,0.5195943117141724,0.008720692247152328,0.023273488506674767,0.10824421793222427,0.8016430735588074
212,0.4562849700450897,0.5550485253334045,0.7030577659606934,-0.5745372176170349,0.012860041111707687,-0.035010259598493576,0.5750455260276794,0.7569948434829712,1.0117110013961792,0.14225533604621887,1.078123927116394,0.4926615357398987,0.24428601562976837,0.4141387939453125,0.6008801460266113,0.5206459760665894,0.008789734914898872,0.023308349773287773,0.10818585753440857,0.8103815913200378
213,0.45119786262512207,0.5575488805770874,0.7031424045562744,-0.5741021633148193,0.01294909231364727,-0.03401150554418564,0.5629754066467285,0.7570774555206299,1.011659026145935,0.14229512214660645,1.078055739402771,0.4926548898220062,0.2450345754623413,0.4125029742717743,0.6007871627807617,0.5208230018615723,0.009080721996724606,0.023220282047986984,0.10813485831022263,0.8052331805229187
214,0.45191138982772827,0.5599954724311829,0.7085959315299988,-0.5736703276634216,0.012919191271066666,-0.03303609415888786,0.5542296767234802,0.7565070986747742,1.011603832244873,0.14232538640499115,1.077989101409912,0.49265119433403015,0.24577516317367554,0.4135929048061371,0.6043354272842407,0.5197144746780396,0.008994225412607193,0.023179639130830765,0.10808543860912323,0.8061271905899048
215,0.45113691687583923,0.5624485015869141,0.7098116874694824,-0.5732401609420776,0.012846564874053001,-0.032055363059043884,0.560446560382843,0.7561630010604858,1.011547327041626,0.14236611127853394,1.07792067527771,0.49269840121269226,0.24651865661144257,0.41353997588157654,0.6023707389831543,0.5190049409866333,0.009123099967837334,0.023032663390040398,0.10803819447755814,0.8038573265075684
216,0.45259857177734375,0.5649086236953735,0.7074921131134033,-0.5728113055229187,0.01281575858592987,-0.031041037291288376,0.5614534616470337,0.7567349672317505,1.0115100145339966,0.1424005776643753,1.077843189239502,0.49260956048965454,0.24727612733840942,0.4129553735256195,0.6032553911209106,0.5201692581176758,0.00874638557434082,0.023322682827711105,0.1079961508512497,0.80402010679245
217,0.4612444043159485,0.5673785209655762,0.7066848278045654,-0.5723837614059448,0.012804492376744747,-0.02999311313033104,0.5639524459838867,0.7562413215637207,1.0114847421646118,0.14243388175964355,1.0777592658996582,0.49261003732681274,0.2480466663837433,0.41204118728637695,0.6012319326400757,0.5192259550094604,0.008808747865259647,0.023199884220957756,0.10796073079109192,0.8034946322441101
218,0.46349626779556274,0.5699157118797302,0.7100786566734314,-0.5719598531723022,0.012895479798316956,-0.02891329489648342,0.5593376159667969,0.756867527961731,1.011458158493042,0.1424860954284668,1.077676773071289,0.4926280677318573,0.2488074004650116,0.4136171340942383,0.6028391122817993,0.5204252004623413,0.00889689102768898,0.02327413484454155,0.1079343780875206,0.8042079210281372
219,0.4614677429199219,0.5724597573280334,0.7034684419631958,-0.5715374946594238,0.012995044700801373,-0.027865415439009666,0.5627410411834717,0.7569235563278198,1.0114240646362305,0.14253626763820648,1.077601432800293,0.4925727844238281,0.24956700205802917,0.4127473533153534,0.5998567342758179,0.5205831527709961,0.009075405076146126,0.02343071810901165,0.1079099252820015,0.8045029640197754
220,0.44994112849235535,0.5749777555465698,0.7050235271453857,-0.5711259245872498,0.01294127106666565,-0.026838701218366623,0.5633455514907837,0.7568788528442383,1.011399507522583,0.14256708323955536,1.077522873878479,0.4925656318664551,0.25032347440719604,0.4135196805000305,0.6018249988555908,0.5205079317092896,0.008909795433282852,0.023341797292232513,0.10788403451442719,0.8053650259971619
221,0.4482390284538269,0.5775334239006042,0.7081027030944824,-0.570702314376831,0.012933235615491867,-0.025759711861610413,0.5603034496307373,0.7566739916801453,1.0113780498504639,0.1426081359386444,1.077441692352295,0.4925999343395233,0.2510952353477478,0.41368424892425537,0.601387083530426,0.5200697183609009,0.009049460291862488,0.023257549852132797,0.10786431282758713,0.804010272026062
222,0.45764943957328796,0.5800736546516418,0.7076020240783691,-0.5702749490737915,0.013094885274767876,-0.024741441011428833,0.5689483284950256,0.7575287818908691,1.011356234550476,0.14263994991779327,1.0773861408233643,0.49247193336486816,0.2518477737903595,0.4125863015651703,0.6009840369224548,0.5218703150749207,0.008909236639738083,0.023473966866731644,0.10784482210874557,0.8053181171417236
223,0.4589335322380066,0.5825161933898926,0.7038698196411133,-0.5698468685150146,0.012990813702344894,-0.02378045581281185,0.565366268157959,0.7570053935050964,1.0113518238067627,0.1426326185464859,1.0773197412490845,0.49254485964775085,0.2525981366634369,0.413520872592926,0.6007237434387207,0.5207921862602234,0.008972781710326672,0.023259198293089867,0.10781360417604446,0.8068796992301941
224,0.43728622794151306,0.5849841833114624,0.6964544057846069,-0.5694206953048706,0.012832235544919968,-0.022810598835349083,0.5778518915176392,0.7561537623405457,1.011333703994751,0.14264509081840515,1.0772582292556763,0.4926115870475769,0.2533375322818756,0.41108474135398865,0.6092843413352966,0.5190548300743103,0.008677052333950996,0.0232803113758564,0.10778628289699554,0.810093104839325
225,0.4525742530822754,0.5874788761138916,0.707939624786377,-0.568992555141449,0.013167882338166237,-0.021808287128806114,0.5592840909957886,0.7567119598388672,1.0113036632537842,0.14268065989017487,1.0771963596343994,0.4925212264060974,0.2540897727012634,0.4133729636669159,0.6019916534423828,0.5202349424362183,0.009239778853952885,0.023472031578421593,0.10776589065790176,0.8044308423995972
226,0.459052175283432,0.5899543762207031,0.708288311958313,-0.5685707330703735,0.01308994647115469,-0.020806824788451195,0.5632970333099365,0.756920337677002,1.0112732648849487,0.1427163928747177,1.0771288871765137,0.4925474524497986,0.2548360526561737,0.4134502410888672,0.6012006998062134,0.5206338167190552,0.009176678955554962,0.02331460826098919,0.1077435314655304,0.8046115636825562
227,0.4652322232723236,0.592440128326416,0.7044945955276489,-0.5681465864181519,0.013057634234428406,-0.019794365391135216,0.5579365491867065,0.7575783133506775,1.011247158050537,0.14275403320789337,1.0770589113235474,0.49251455068588257,0.25556713342666626,0.4133785665035248,0.6002046465873718,0.5219623446464539,0.008813575841486454,0.023310242220759392,0.10772144049406052,0.805138111114502
228,0.46253907680511475,0.5948310494422913,0.706784188747406,-0.5677273273468018,0.013113543391227722,-0.018876975402235985,0.5617841482162476,0.7567694187164307,1.0112179517745972,0.1427634209394455,1.0769944190979004,0.4924870431423187,0.25627878308296204,0.4126419723033905,0.6021019816398621,0.5203826427459717,0.009133970364928246,0.023424170911312103,0.1076904833316803,0.8037364482879639
229,0.4492117762565613,0.5972214341163635,0.7065646052360535,-0.567310094833374,0.013144250959157944,-0.017979174852371216,0.5661747455596924,0.7568219900131226,1.011183500289917,0.14277800917625427,1.0769344568252563,0.4924822747707367,0.2569832503795624,0.41320428252220154,0.6027157306671143,0.5204899311065674,0.009145019575953484,0.023474406450986862,0.10766355693340302,0.8076879978179932
230,0.4659895896911621,0.5996146202087402,0.6994022130966187,-0.5668836832046509,0.013077918440103531,-0.01703924499452114,0.5611268281936646,0.7572144269943237,1.0111401081085205,0.14281199872493744,1.0768754482269287,0.49240028858184814,0.2576916217803955,0.41262608766555786,0.6023173332214355,0.5212956666946411,0.009073509834706783,0.023460332304239273,0.10764269530773163,0.8044187426567078
231,0.4427434802055359,0.6020357608795166,0.6977903246879578,-0.5664554238319397,0.013057063333690166,-0.016105737537145615,0.5644625425338745,0.7566673159599304,1.0110857486724854,0.14285214245319366,1.0768243074417114,0.4924812912940979,0.2583865523338318,0.41284048557281494,0.6032000184059143,0.5201823115348816,0.008855482563376427,0.023524031043052673,0.10762706398963928,0.805547833442688
232,0.4554824233055115,0.604398250579834,0.7052995562553406,-0.5660221576690674,0.013036857359111309,-0.015205726027488708,0.5660604238510132,0.7560555338859558,1.0110375881195068,0.14287208020687103,1.076770305633545,0.4925212264060974,0.25908342003822327,0.41298529505729675,0.6048724055290222,0.5189652442932129,0.009062213823199272,0.023201212286949158,0.10760632902383804,0.8083869814872742
233,0.46216773986816406,0.6067520976066589,0.7030229568481445,-0.5655937194824219,0.01323034055531025,-0.014325837604701519,0.5645676255226135,0.7564800977706909,1.0109831094741821,0.14288277924060822,1.0767182111740112,0.4924222230911255,0.2597915232181549,0.41232866048812866,0.6063252091407776,0.5198844075202942,0.009350382722914219,0.023472655564546585,0.10758380591869354,0.807269811630249
234,0.4560852646827698,0.6089820861816406,0.7048451900482178,-0.565161406993866,0.013108222745358944,-0.013497988693416119,0.5711286067962646,0.7569351196289062,1.0109291076660156,0.14286388456821442,1.0766639709472656,0.4924141764640808,0.26051992177963257,0.4112802743911743,0.6019583940505981,0.5207700729370117,0.009018083103001118,0.023480407893657684,0.10755094885826111,0.8050316572189331
235,0.4616698622703552,0.6112327575683594,0.7081639170646667,-0.5647408962249756,0.013047972694039345,-0.012679940089583397,0.603354811668396,0.7572022676467896,1.0108580589294434,0.14287523925304413,1.0766141414642334,0.4923832416534424,0.26125529408454895,0.4128655195236206,0.6034401655197144,0.5213079452514648,0.009057518094778061,0.023438256233930588,0.10751775652170181,0.8254624605178833
236,0.4661784768104553,0.6134020686149597,0.7063034772872925,-0.5643180012702942,0.013091116212308407,-0.01190156303346157,0.5686511397361755,0.7564259767532349,1.0108095407485962,0.1428484171628952,1.0765583515167236,0.49243974685668945,0.2619956135749817,0.41152986884117126,0.6039122939109802,0.5197505950927734,0.009045124985277653,0.023432187736034393,0.10747892409563065,0.8061249256134033
237,0.4548790156841278,0.615497350692749,0.7064193487167358,-0.5638805627822876,0.013191310688853264,-0.011114314198493958,0.5625145435333252,0.7571930885314941,1.0107789039611816,0.1428048312664032,1.076493263244629,0.4923710525035858,0.26274824142456055,0.4136541783809662,0.6029984951019287,0.5213265419006348,0.009260901249945164,0.023454945534467697,0.10744017362594604,0.8041151762008667
238,0.4628106951713562,0.6176220178604126,0.706667423248291,-0.5634464621543884,0.01314337458461523,-0.010314404964447021,0.5577581524848938,0.7569107413291931,1.0107542276382446,0.14276452362537384,1.0764265060424805,0.49237868189811707,0.2634883522987366,0.41193509101867676,0.6005054116249084,0.5207622647285461,0.00917818769812584,0.023389099165797234,0.10740718245506287,0.8041888475418091
239,0.474846214056015,0.6197971701622009,0.7079070806503296,-0.5630156993865967,0.013202520087361336,-0.00947665236890316,0.5582566261291504,0.7571832537651062,1.0107287168502808,0.1427391618490219,1.0763640403747559,0.4923709034919739,0.2642116844654083,0.41208982467651367,0.60106360912323,0.521316409111023,0.009309371933341026,0.02331572398543358,0.10738750547170639,0.8034078478813171
240,0.4591786861419678,0.6219741106033325,0.7035126686096191,-0.5625944137573242,0.013105346821248531,-0.008639141917228699,0.5629196763038635,0.7568990588188171,1.0106971263885498,0.14273135364055634,1.076300859451294,0.49234408140182495,0.2649281919002533,0.4132588505744934,0.6003783345222473,0.5207507610321045,0.009012849070131779,0.023519163951277733,0.10737068951129913,0.8041688799858093
241,0.451238751411438,0.624177098274231,0.7007362246513367,-0.5621606707572937,0.013087834231555462,-0.007719700690358877,0.5624533891677856,0.7562925219535828,1.0106861591339111,0.14272505044937134,1.0762239694595337,0.4923538863658905,0.265659898519516,0.4089960753917694,0.6013643741607666,0.5195279717445374,0.009183123707771301,0.023567289113998413,0.10735910385847092,0.8044601678848267
242,0.4579017162322998,0.6263265013694763,0.7042031288146973,-0.5617175698280334,0.01327127031981945,-0.006787096615880728,0.5660762786865234,0.7570127844810486,1.0106791257858276,0.1427101492881775,1.0761407613754272,0.49231886863708496,0.26639559864997864,0.41289088129997253,0.6045789122581482,0.5210219621658325,0.009369008243083954,0.023514917120337486,0.10734216868877411,0.8059821128845215
243,0.4712302088737488,0.6285134553909302,0.707109808921814,-0.5612746477127075,0.013331233523786068,-0.005804851651191711,0.5608202219009399,0.7564942240715027,1.0106730461120605,0.14271458983421326,1.0760540962219238,0.49233242869377136,0.26714080572128296,0.41239508986473083,0.605197548866272,0.5199824571609497,0.00956878811120987,0.02351546660065651,0.10733034461736679,0.80536288022995
244,0.4520932137966156,0.6306592226028442,0.6993861198425293,-0.560830295085907,0.013107296079397202,-0.004888336174190044,0.5726668834686279,0.7564624547958374,1.0106494426727295,0.1427202671766281,1.075979471206665,0.49232491850852966,0.2678954303264618,0.41267794370651245,0.6055655479431152,0.519923210144043,0.009105059318244457,0.02344227209687233,0.10731784999370575,0.806678056716919
245,0.4501050114631653,0.6328462958335876,0.7026410102844238,-0.5603927373886108,0.012952901422977448,-0.003975987434387207,0.5619803071022034,0.755882740020752,1.0106199979782104,0.14273890852928162,1.0759090185165405,0.4923989474773407,0.2686444818973541,0.41236281394958496,0.6040163040161133,0.5187277793884277,0.008820397779345512,0.02328784577548504,0.10731154680252075,0.8060311675071716
246,0.4461619257926941,0.6349663138389587,0.7015984058380127,-0.5599560737609863,0.013103033415973186,-0.0031065146904438734,0.5594773292541504,0.757758617401123,1.0105842351913452,0.14274746179580688,1.0758426189422607,0.4922527074813843,0.2693805694580078,0.4133426547050476,0.5993770956993103,0.5225120782852173,0.008878041058778763,0.023498086258769035,0.10730176419019699,0.8033537268638611
247,0.4494430720806122,0.6370295286178589,0.7034225463867188,-0.5595172643661499,0.013123421929776669,-0.0022562742233276367,0.5599620342254639,0.7570942640304565,1.0105557441711426,0.14274488389492035,1.0757684707641602,0.4922354817390442,0.27012863755226135,0.4123828411102295,0.6013129949569702,0.5212286114692688,0.009038439020514488,0.023536426946520805,0.1072867140173912,0.8051826357841492
248,0.44949883222579956,0.6391000151634216,0.6872557401657104,-0.5590759515762329,0.013245115987956524,-0.0013868063688278198,0.5703719854354858,0.7563380002975464,1.0105271339416504,0.14274346828460693,1.0756945610046387,0.4923362135887146,0.2708703577518463,0.41130441427230835,0.6042366623878479,0.5196845531463623,0.0094396211206913,0.02340654283761978,0.10727716237306595,0.8085769414901733
249,0.4488135278224945,0.6410364508628845,0.7089834213256836,-0.5586247444152832,0.013104097917675972,-0.0005754083395004272,0.5635508894920349,0.7571915984153748,1.0105024576187134,0.14270912110805511,1.0756194591522217,0.49226146936416626,0.2716034948825836,0.41234827041625977,0.6014934778213501,0.5214006304740906,0.009098866954445839,0.023395739495754242,0.10726103186607361,0.8043965101242065
250,0.4520716667175293,0.6429160237312317,0.6995749473571777,-0.5581732392311096,0.013108411803841591,0.0002248187956865877,0.5583462119102478,0.7574057579040527,1.0104844570159912,0.14266176521778107,1.0755383968353271,0.49218496680259705,0.27234649658203125,0.41271036863327026,0.6029165983200073,0.5218765735626221,0.00905551016330719,0.023514892905950546,0.10723865777254105,0.803958535194397
251,0.46391111612319946,0.6448188424110413,0.6998497843742371,-0.5577043890953064,0.013209998607635498,0.0010324667673557997,0.5686541199684143,0.7569166421890259,1.0104553699493408,0.14263184368610382,1.0754764080047607,0.4922477602958679,0.2730763256549835,0.4114907681941986,0.6047033071517944,0.5208718180656433,0.009157036431133747,0.023587878793478012,0.10721907764673233,0.8081508874893188
252,0.4330870509147644,0.6466787457466125,0.6807922720909119,-0.5572351217269897,0.013147294521331787,0.0018143008928745985,0.5673182010650635,0.7567743062973022,1.0104397535324097,0.1425812840461731,1.0754058361053467,0.4922630488872528,0.273806631565094,0.4122259020805359,0.6045622229576111,0.5205892324447632,0.009123031049966812,0.023524928838014603,0.10719434171915054,0.806399941444397
253,0.4553670883178711,0.6485793590545654,0.6956764459609985,-0.5567607283592224,0.013148616999387741,0.0026284954510629177,0.5674107670783997,0.7564681768417358,1.010422945022583,0.14254969358444214,1.075330376625061,0.4922322928905487,0.274539053440094,0.4116154611110687,0.6095053553581238,0.520007312297821,0.008961949497461319,0.023587793111801147,0.10717091709375381,0.8084680438041687
254,0.45856350660324097,0.6504927277565002,0.7011251449584961,-0.5562903881072998,0.013341523706912994,0.0034787356853485107,0.5609561800956726,0.7575797438621521,1.0104140043258667,0.14251206815242767,1.0752493143081665,0.49213990569114685,0.27525538206100464,0.4127920866012573,0.6054255962371826,0.5222841501235962,0.009065428748726845,0.023837298154830933,0.10714856535196304,0.8066622614860535
255,0.44266748428344727,0.6523327231407166,0.6963706016540527,-0.5558217763900757,0.01330125518143177,0.004294440150260925,0.5766990184783936,0.7564929723739624,1.0104151964187622,0.14245204627513885,1.0751627683639526,0.4922208786010742,0.2759536802768707,0.4107670485973358,0.6049507260322571,0.5201033353805542,0.009195971302688122,0.023623397573828697,0.10712098330259323,0.8070501089096069
256,0.4590946435928345,0.654228687286377,0.7037438750267029,-0.555361270904541,0.013128018006682396,0.005117828957736492,0.5575021505355835,0.7568351626396179,1.0104007720947266,0.14242346584796906,1.0750837326049805,0.4921914339065552,0.27664631605148315,0.4125083386898041,0.6016976237297058,0.5207650065422058,0.00912291556596756,0.02350497804582119,0.10710345208644867,0.8049139976501465
257,0.4575427770614624,0.6561526656150818,0.7055172324180603,-0.554908037185669,0.013227998279035091,0.0059806955978274345,0.5652244687080383,0.7578020095825195,1.0103942155838013,0.14240124821662903,1.074998378753662,0.4920925498008728,0.2773475646972656,0.4131156802177429,0.6047846078872681,0.5227391719818115,0.008996001444756985,0.023676544427871704,0.10709089040756226,0.8073039054870605
258,0.4511403739452362,0.6581620573997498,0.6970189809799194,-0.5544473528862,0.013389632105827332,0.006890376564115286,0.5998420119285583,0.7575027346611023,1.0103873014450073,0.1424042135477066,1.0749098062515259,0.49208134412765503,0.278055876493454,0.4099915027618408,0.6072862148284912,0.5221805572509766,0.009314214810729027,0.02372792921960354,0.10708462446928024,0.8253860473632812
259,0.44794315099716187,0.660260021686554,0.7043687701225281,-0.5539900660514832,0.013249772600829601,0.007841354236006737,0.5713181495666504,0.7567882537841797,1.010369062423706,0.14244700968265533,1.0748229026794434,0.4921686053276062,0.2787482738494873,0.4120546281337738,0.6047003269195557,0.5206913948059082,0.009401009418070316,0.023583244532346725,0.10708510130643845,0.809933602809906
260,0.4558701515197754,0.6624172925949097,0.7034380435943604,-0.5535409450531006,0.012841802090406418,0.008838574402034283,0.5659505724906921,0.7558042407035828,1.010345458984375,0.14251692593097687,1.074735403060913,0.4922640919685364,0.27943530678749084,0.4114468991756439,0.6025092005729675,0.5186595916748047,0.008568464778363705,0.023344580084085464,0.10709568858146667,0.8054150342941284
261,0.46725839376449585,0.6645776033401489,0.7044441103935242,-0.5530885457992554,0.013153444044291973,0.009863615036010742,0.56954026222229,0.7567715644836426,1.010325312614441,0.14258907735347748,1.0746440887451172,0.4921461045742035,0.28011631965637207,0.4122588038444519,0.6050679087638855,0.5206844210624695,0.008951546624302864,0.02363770082592964,0.10710904747247696,0.8071197271347046
262,0.46744510531425476,0.666775107383728,0.7028589248657227,-0.5526359677314758,0.013321006670594215,0.010872861370444298,0.5699459910392761,0.756321132183075,1.0103133916854858,0.14266382157802582,1.0745596885681152,0.4922102391719818,0.2807982861995697,0.41054147481918335,0.6065428256988525,0.5197710990905762,0.009384486824274063,0.023482365533709526,0.10712490975856781,0.8078274726867676
263,0.4531487822532654,0.6689555048942566,0.7037466764450073,-0.5521895885467529,0.013418003916740417,0.011891275644302368,0.570234477519989,0.7570465803146362,1.0102949142456055,0.14274439215660095,1.0744783878326416,0.49205493927001953,0.281476765871048,0.4110924005508423,0.6046063303947449,0.5212933421134949,0.009417218156158924,0.023896388709545135,0.10714221745729446,0.8083354830741882
264,0.45851975679397583,0.671099841594696,0.7036401629447937,-0.5517361760139465,0.013292083516716957,0.01291239820420742,0.5683967471122742,0.757189154624939,1.0102689266204834,0.14282554388046265,1.074398159980774,0.49210116267204285,0.2821572721004486,0.4119609296321869,0.6027590036392212,0.5215460658073425,0.00924824457615614,0.023594161495566368,0.10716162621974945,0.805324912071228
265,0.4580021798610687,0.6732282638549805,0.7029032707214355,-0.5512785911560059,0.013225400820374489,0.013958951458334923,0.563001811504364,0.7566831111907959,1.0102498531341553,0.14291280508041382,1.0743125677108765,0.49213558435440063,0.2828347384929657,0.4113343358039856,0.6066164970397949,0.5205247402191162,0.009208791889250278,0.023507406935095787,0.10718438774347305,0.8086040019989014
266,0.4549092650413513,0.6752846837043762,0.7038978338241577,-0.5508291721343994,0.013375799171626568,0.01495041511952877,0.5592098236083984,0.7581374645233154,1.0102348327636719,0.14297455549240112,1.0742267370224,0.49201852083206177,0.28349870443344116,0.4123557507991791,0.6065746545791626,0.5234723091125488,0.009122656658291817,0.023778066039085388,0.10720261931419373,0.8071338534355164
267,0.45822519063949585,0.6773111820220947,0.7060240507125854,-0.5503703951835632,0.013379013165831566,0.015919581055641174,0.5617161393165588,0.7572419047355652,1.0102124214172363,0.1430337280035019,1.074141263961792,0.49206218123435974,0.2841818928718567,0.41168296337127686,0.6046158075332642,0.521693229675293,0.009317955002188683,0.023688828572630882,0.10721363127231598,0.8043340444564819
268,0.4451833665370941,0.6792612671852112,0.7053122520446777,-0.5499140620231628,0.013153932988643646,0.0168450977653265,0.5691956281661987,0.7563236951828003,1.010189175605774,0.14307546615600586,1.0740602016448975,0.49214643239974976,0.284858763217926,0.4116623103618622,0.6071090698242188,0.5198142528533936,0.009038678370416164,0.023437775671482086,0.10722203552722931,0.8098375201225281
269,0.4516115188598633,0.6811875104904175,0.6982768774032593,-0.5494592189788818,0.013301137834787369,0.01774629019200802,0.5676292181015015,0.7566523551940918,1.0101605653762817,0.14312466979026794,1.073978304862976,0.49208253622055054,0.2855358123779297,0.41252225637435913,0.6103082895278931,0.5204969644546509,0.00926712341606617,0.023708827793598175,0.10722534358501434,0.8109149932861328
270,0.44780826568603516,0.6830845475196838,0.6956007480621338,-0.5490108728408813,0.013430766761302948,0.018643300980329514,0.5644547343254089,0.7569315433502197,1.0101323127746582,0.14317360520362854,1.0738964080810547,0.4920341968536377,0.28620368242263794,0.41026490926742554,0.6033520698547363,0.5210927128791809,0.00972026027739048,0.023615539073944092,0.10722953826189041,0.8065218925476074
271,0.4504034221172333,0.6850650310516357,0.6982979774475098,-0.5485672950744629,0.013209253549575806,0.01956588588654995,0.5754497051239014,0.7562189102172852,1.010101079940796,0.14324353635311127,1.0738184452056885,0.49209707975387573,0.286861777305603,0.41170331835746765,0.6059647798538208,0.5196690559387207,0.00900859571993351,0.023615075275301933,0.1072467640042305,0.8095202445983887
272,0.4634053707122803,0.6870477795600891,0.7043992280960083,-0.5481154322624207,0.013242966495454311,0.020498475059866905,0.5734738111495972,0.7567676305770874,1.0100749731063843,0.14331185817718506,1.0737351179122925,0.4920388460159302,0.2875327169895172,0.41197341680526733,0.6086286306381226,0.5207622051239014,0.009027869440615177,0.023752223700284958,0.10726383328437805,0.8106982111930847
273,0.4590466618537903,0.6890174150466919,0.7020401954650879,-0.5476696491241455,0.013402372598648071,0.02142922207713127,0.5725470781326294,0.7574776411056519,1.010059118270874,0.14336204528808594,1.0736515522003174,0.4919815957546234,0.28818216919898987,0.4091389775276184,0.6045888066291809,0.5222011804580688,0.009394921362400055,0.023785507306456566,0.10728535801172256,0.8085451126098633
274,0.44972729682922363,0.6909223198890686,0.6963915228843689,-0.547228991985321,0.013184159994125366,0.02230466902256012,0.576590895652771,0.7557299137115479,1.010045051574707,0.14339041709899902,1.0735688209533691,0.4921386241912842,0.28883132338523865,0.40950509905815125,0.6021124720573425,0.518677830696106,0.009040324948728085,0.02353791706264019,0.1073027178645134,0.8083788752555847
