_step,S_CE_min,beta_ce_std,G_cont_min,beta_cu_mean,G_cont_std,beta_ce_mean,S_CU_max,G_cont_mean,ce_offset_mean,ce_offset_std,cu_multiplier_mean,S_CU_mean,beta_cu_std,S_CU_min,S_CE_max,S_CE_mean,S_CE_std,S_CU_std,cu_multiplier_std,G_cont_max
28,0.41128647327423096,0.10406449437141418,0.6622983813285828,-0.5989739894866943,0.011204136535525322,-0.1980724334716797,0.5978134870529175,0.7532932162284851,1.0455559492111206,0.11701805144548416,1.0775226354599,0.4940508306026459,0.10273215174674988,0.4138295352458954,0.5414273142814636,0.5121955871582031,0.00656736409291625,0.022745661437511444,0.10646893084049225,0.7956178188323975
29,0.42350268363952637,0.10817793756723404,0.7022655010223389,-0.5996633768081665,0.01099221222102642,-0.19458989799022675,0.5584201216697693,0.7534104585647583,1.0454769134521484,0.11944928020238876,1.0775361061096191,0.4941016137599945,0.1043904572725296,0.41502976417541504,0.5426012873649597,0.5123761892318726,0.0051761530339717865,0.022527869790792465,0.10824686288833618,0.783667266368866
30,0.4231676459312439,0.11227018386125565,0.7013226747512817,-0.6003544926643372,0.011027738451957703,-0.19124262034893036,0.5965547561645508,0.7537500262260437,1.045358419418335,0.12174855917692184,1.077560305595398,0.49411314725875854,0.10596968233585358,0.4140360951423645,0.5553992986679077,0.5130432844161987,0.004842704627662897,0.022637106478214264,0.10991442948579788,0.7983592748641968
31,0.4164568781852722,0.11634992063045502,0.6598488092422485,-0.6010578274726868,0.011126304045319557,-0.18802401423454285,0.5998190641403198,0.753705620765686,1.0452080965042114,0.12392066419124603,1.0775928497314453,0.4941214919090271,0.1074671521782875,0.4140428304672241,0.5565930604934692,0.5129554271697998,0.005256544332951307,0.022635068744421005,0.11147654056549072,0.7992309331893921
32,0.438778817653656,0.12041818350553513,0.7070717811584473,-0.6017719507217407,0.011032833717763424,-0.1849353015422821,0.5539151430130005,0.7539927363395691,1.0450248718261719,0.12597429752349854,1.0776376724243164,0.49413618445396423,0.10888529568910599,0.4155815839767456,0.5525586605072021,0.5134989023208618,0.004815399646759033,0.022490961477160454,0.11293846368789673,0.7814232707023621
33,0.44470736384391785,0.12446743249893188,0.6883578300476074,-0.6024891138076782,0.011012624017894268,-0.18194308876991272,0.5506460666656494,0.753807008266449,1.0448155403137207,0.12792015075683594,1.0776907205581665,0.49415287375450134,0.11024446785449982,0.4154992699623108,0.5686967372894287,0.5131131410598755,0.0048498003743588924,0.022479644045233727,0.11431010812520981,0.7841434478759766
34,0.4471711814403534,0.12849995493888855,0.6937188506126404,-0.6031991839408875,0.011113423854112625,-0.1790841519832611,0.555557906627655,0.7543083429336548,1.044574499130249,0.1297578066587448,1.0777579545974731,0.4941432476043701,0.11153482645750046,0.4149874150753021,0.559795618057251,0.514103889465332,0.00507580628618598,0.022643886506557465,0.11558771878480911,0.7844386100769043
35,0.4513965845108032,0.13252228498458862,0.6951316595077515,-0.6038789749145508,0.01106400415301323,-0.17636069655418396,0.5607390403747559,0.7543072700500488,1.044310450553894,0.13148988783359528,1.0778378248214722,0.49416980147361755,0.11273980885744095,0.41570180654525757,0.5655016899108887,0.5140796303749084,0.004905938636511564,0.0225777979940176,0.11677596718072891,0.7867096662521362
36,0.4626863896846771,0.136524960398674,0.6980022192001343,-0.6045306324958801,0.010995665565133095,-0.17377357184886932,0.5538152456283569,0.7542609572410583,1.0440385341644287,0.1331089287996292,1.077918529510498,0.4942033886909485,0.11387105286121368,0.4162423312664032,0.5654270052909851,0.5139583945274353,0.004697342403233051,0.022359533235430717,0.11787030100822449,0.7858535051345825
37,0.4591791033744812,0.14053533971309662,0.7011765837669373,-0.6051571369171143,0.010993925854563713,-0.1713165044784546,0.5615240335464478,0.7539731860160828,1.0437562465667725,0.13462726771831512,1.0780023336410522,0.49418210983276367,0.11493099480867386,0.41554147005081177,0.5710843205451965,0.5134023427963257,0.004564652219414711,0.022487197071313858,0.11887858808040619,0.785639226436615
38,0.4525643587112427,0.14452990889549255,0.6941880583763123,-0.6057829260826111,0.010858671739697456,-0.16896305978298187,0.556107759475708,0.7541376948356628,1.043461561203003,0.13605564832687378,1.0780906677246094,0.4942483901977539,0.11594392359256744,0.4160822629928589,0.5708745718002319,0.5136675238609314,0.004824279807507992,0.02208363264799118,0.11980915814638138,0.7862186431884766
39,0.45871052145957947,0.14849652349948883,0.6981768012046814,-0.6063835024833679,0.011082453653216362,-0.16673365235328674,0.5575863718986511,0.7544805407524109,1.0431544780731201,0.13739313185214996,1.078182578086853,0.4941718578338623,0.11689718067646027,0.4151812493801117,0.5693478584289551,0.5144121646881104,0.004962624050676823,0.02249826118350029,0.12066269665956497,0.7865875959396362
40,0.4552075266838074,0.15242838859558105,0.7003350257873535,-0.6069586277008057,0.011076411232352257,-0.16459685564041138,0.5742319822311401,0.7547099590301514,1.0428407192230225,0.13864809274673462,1.0782721042633057,0.494218111038208,0.11781682819128036,0.41405099630355835,0.5746827721595764,0.5148173570632935,0.005132712889462709,0.022515198215842247,0.12144459784030914,0.7936002612113953
41,0.45549964904785156,0.15630902349948883,0.6975129842758179,-0.6075187921524048,0.01113949902355671,-0.16252988576889038,0.5786685943603516,0.754630446434021,1.0425211191177368,0.13982871174812317,1.078359842300415,0.49419721961021423,0.11870921403169632,0.4146537780761719,0.5748801231384277,0.5146907567977905,0.005206580273807049,0.02252957969903946,0.122161366045475,0.7929607629776001
42,0.4596862196922302,0.16015473008155823,0.7019855976104736,-0.6080552339553833,0.011165231466293335,-0.16052088141441345,0.5704551935195923,0.7548903226852417,1.0421979427337646,0.1409430205821991,1.0784448385238647,0.49421173334121704,0.11957146227359772,0.4154042899608612,0.5787791013717651,0.5151730179786682,0.005344625562429428,0.022672295570373535,0.12282145768404007,0.7902860641479492
43,0.44871681928634644,0.16397760808467865,0.7073506116867065,-0.6085712313652039,0.01108221709728241,-0.15854907035827637,0.5605059862136841,0.7545916438102722,1.0418673753738403,0.14200645685195923,1.0785307884216309,0.49421319365501404,0.12041734904050827,0.4161248207092285,0.5764988660812378,0.5145883560180664,0.005205630324780941,0.022402068600058556,0.12343506515026093,0.7909051775932312
44,0.452415406703949,0.16776783764362335,0.7009202241897583,-0.6090589165687561,0.011031949892640114,-0.15662948787212372,0.5573438405990601,0.7547104358673096,1.0415276288986206,0.1430204063653946,1.0786213874816895,0.49423274397850037,0.12123953551054001,0.41591376066207886,0.5735661387443542,0.5147852897644043,0.00541384844109416,0.022345345467329025,0.12400609999895096,0.7876870036125183
45,0.45036762952804565,0.1714882254600525,0.708972156047821,-0.6095247268676758,0.011020216159522533,-0.1547916978597641,0.5629327893257141,0.7550155520439148,1.0411759614944458,0.14398051798343658,1.078717589378357,0.49424058198928833,0.12203552573919296,0.41466838121414185,0.5772116184234619,0.5153771638870239,0.005433299578726292,0.022364823147654533,0.12453227490186691,0.7900905013084412
46,0.4531010091304779,0.17511682212352753,0.701162576675415,-0.6099660396575928,0.011089078150689602,-0.15304045379161835,0.554763913154602,0.7544182538986206,1.0408095121383667,0.14488601684570312,1.0788217782974243,0.4942339360713959,0.12280097603797913,0.41621682047843933,0.578147292137146,0.5142043232917786,0.005813831463456154,0.022273613139986992,0.12501424551010132,0.789447546005249
47,0.45293593406677246,0.17865757644176483,0.6973633766174316,-0.6103845834732056,0.011126134544610977,-0.15135562419891357,0.5763334631919861,0.7546048164367676,1.0404257774353027,0.14574694633483887,1.078937292098999,0.49421390891075134,0.12354062497615814,0.4146305024623871,0.5777609348297119,0.5145865678787231,0.005818193778395653,0.02242448925971985,0.12546110153198242,0.791205883026123
48,0.44459694623947144,0.18209335207939148,0.7015271186828613,-0.6107727289199829,0.011178969405591488,-0.14977073669433594,0.5628300905227661,0.754471480846405,1.0400390625,0.14655035734176636,1.0790553092956543,0.49422070384025574,0.12425073981285095,0.4159129559993744,0.5829516649246216,0.5143188238143921,0.005850255023688078,0.022459320724010468,0.12586700916290283,0.7922135591506958
49,0.4500586986541748,0.18541257083415985,0.709951639175415,-0.6111429929733276,0.011154960840940475,-0.1482824981212616,0.5573697686195374,0.7549108266830444,1.0396366119384766,0.14730536937713623,1.0791857242584229,0.49421319365501404,0.12493162602186203,0.4155418872833252,0.5781840085983276,0.5151791572570801,0.005820502992719412,0.022521568462252617,0.1262350231409073,0.7907261252403259
50,0.45387697219848633,0.1886146366596222,0.6997587084770203,-0.6114857196807861,0.01112353801727295,-0.14689397811889648,0.5621292591094971,0.7543441653251648,1.0392251014709473,0.1480078548192978,1.079325556755066,0.49422523379325867,0.12558679282665253,0.4159621596336365,0.583065390586853,0.5140587091445923,0.005688161589205265,0.022419234737753868,0.12656347453594208,0.7917481660842896
51,0.46038222312927246,0.1917322874069214,0.7096090316772461,-0.6118137240409851,0.011064927093684673,-0.1455754041671753,0.566920280456543,0.7545071840286255,1.0388017892837524,0.14867044985294342,1.0794754028320312,0.49423250555992126,0.12621961534023285,0.4157176911830902,0.5796194672584534,0.5143592357635498,0.005801214836537838,0.02230740338563919,0.12685956060886383,0.7903766632080078
52,0.44848817586898804,0.19475127756595612,0.7052502036094666,-0.6121196746826172,0.011149539612233639,-0.14430128037929535,0.57112717628479,0.7545356750488281,1.038372278213501,0.14929401874542236,1.0796301364898682,0.4942173361778259,0.12683811783790588,0.4145507216453552,0.5820334553718567,0.5144287943840027,0.0057597714476287365,0.022510778158903122,0.1271248459815979,0.7938668131828308
53,0.4464934468269348,0.19767643511295319,0.7056662440299988,-0.6124138832092285,0.011092185974121094,-0.14305995404720306,0.5552990436553955,0.7545843124389648,1.0379421710968018,0.1498800665140152,1.0797852277755737,0.49424880743026733,0.12744927406311035,0.4158754050731659,0.5815159678459167,0.5144842863082886,0.005965276621282101,0.022381175309419632,0.12736362218856812,0.7915856242179871
54,0.4474486708641052,0.20056475698947906,0.7020649909973145,-0.6126927137374878,0.011153656989336014,-0.1418372243642807,0.5542955994606018,0.7546355128288269,1.037510633468628,0.15043939650058746,1.0799421072006226,0.49419915676116943,0.1280544251203537,0.41590094566345215,0.582216739654541,0.5146427154541016,0.005973378196358681,0.022404059767723083,0.12758328020572662,0.7913717031478882
55,0.44196128845214844,0.20340819656848907,0.7028933763504028,-0.6129723787307739,0.01104356162250042,-0.14062057435512543,0.584734320640564,0.7540718913078308,1.0370867252349854,0.15096811950206757,1.0800936222076416,0.4942062497138977,0.1286550760269165,0.4145008325576782,0.5842705965042114,0.5135189890861511,0.005856548901647329,0.022224679589271545,0.12778319418430328,0.7974669337272644
56,0.4503024220466614,0.20615655183792114,0.7095195055007935,-0.6132546663284302,0.011223982088267803,-0.13945472240447998,0.5772925615310669,0.7548270225524902,1.0366640090942383,0.15145881474018097,1.0802497863769531,0.4941810965538025,0.12924981117248535,0.41477471590042114,0.5820037126541138,0.5150322318077087,0.0062286341562867165,0.022475246340036392,0.12795723974704742,0.792987048625946
57,0.45817941427230835,0.2088346779346466,0.7103886008262634,-0.6135157942771912,0.01106030773371458,-0.13830634951591492,0.5557498335838318,0.7544922828674316,1.0362495183944702,0.15191681683063507,1.0803992748260498,0.4941787123680115,0.12984222173690796,0.41655462980270386,0.585928201675415,0.5143525004386902,0.005896753631532192,0.022361401468515396,0.12811365723609924,0.793276309967041
58,0.453524649143219,0.21143139898777008,0.7005668878555298,-0.6137642860412598,0.01118683721870184,-0.13722793757915497,0.5604277849197388,0.7547578811645508,1.0358319282531738,0.15233761072158813,1.0805513858795166,0.49417853355407715,0.13042595982551575,0.4163587987422943,0.5840835571289062,0.5149003863334656,0.005986446049064398,0.02242860570549965,0.12824569642543793,0.7912777662277222
59,0.4485226571559906,0.21398068964481354,0.7022157907485962,-0.6139914989471436,0.0111799081787467,-0.13616378605365753,0.5554683208465576,0.7548522353172302,1.0354177951812744,0.15273678302764893,1.0807013511657715,0.4941886067390442,0.13101215660572052,0.4165249764919281,0.5822414755821228,0.5150665044784546,0.006072529591619968,0.022420017048716545,0.12836478650569916,0.7922625541687012
60,0.4524569511413574,0.2164391726255417,0.6990708708763123,-0.6142075657844543,0.011287949979305267,-0.1351781040430069,0.5603353977203369,0.7547671794891357,1.0350096225738525,0.15309469401836395,1.08085036277771,0.4941377341747284,0.13160063326358795,0.41558119654655457,0.5825862288475037,0.5149486064910889,0.006409599911421537,0.022563382983207703,0.12845931947231293,0.7919915914535522
61,0.45772585272789,0.2188502550125122,0.7114655375480652,-0.6144075989723206,0.011114086955785751,-0.13423387706279755,0.5534154176712036,0.7546051740646362,1.0346081256866455,0.15342693030834198,1.0809968709945679,0.49415668845176697,0.1321776956319809,0.4162246882915497,0.5806602239608765,0.5146150588989258,0.005964014679193497,0.022235838696360588,0.1285417079925537,0.7911244630813599
62,0.46547040343284607,0.22124694287776947,0.6997692584991455,-0.6145925521850586,0.01112729124724865,-0.1333044469356537,0.558668851852417,0.7543357610702515,1.034207820892334,0.15374329686164856,1.081144094467163,0.4941706657409668,0.1327555924654007,0.416048139333725,0.5833341479301453,0.5140656232833862,0.0060081928968429565,0.022257734090089798,0.12861530482769012,0.7915862798690796
63,0.4551321864128113,0.2236095666885376,0.7039853930473328,-0.6147507429122925,0.011198390275239944,-0.13241037726402283,0.5516878366470337,0.754604697227478,1.0338070392608643,0.15404096245765686,1.0812950134277344,0.49413615465164185,0.1333254873752594,0.4161273241043091,0.586461067199707,0.5146365165710449,0.005970365833491087,0.022310011088848114,0.12868429720401764,0.7923529148101807
64,0.4582570493221283,0.22591738402843475,0.7005884647369385,-0.614891529083252,0.0112503906711936,-0.13159114122390747,0.5675342082977295,0.7547297477722168,1.0334153175354004,0.1543024778366089,1.0814448595046997,0.4941036105155945,0.13388626277446747,0.4162534177303314,0.5812516212463379,0.5149224996566772,0.00599121768027544,0.02234848588705063,0.1287364959716797,0.7931686639785767
65,0.4670747220516205,0.22818723320960999,0.7039828300476074,-0.615008533000946,0.011202951893210411,-0.1308152973651886,0.5582310557365417,0.7552043199539185,1.0330371856689453,0.15453416109085083,1.0815881490707397,0.49415478110313416,0.13444480299949646,0.41674286127090454,0.5838053226470947,0.5158103108406067,0.005833812989294529,0.022402232512831688,0.12877506017684937,0.7924453616142273
66,0.46010851860046387,0.2304261475801468,0.7090024352073669,-0.6151055097579956,0.0110822394490242,-0.13008534908294678,0.5628129839897156,0.7544202208518982,1.0326614379882812,0.15474039316177368,1.0817289352416992,0.4941558539867401,0.1350010186433792,0.4154509902000427,0.58150315284729,0.5142452716827393,0.00574279110878706,0.022151105105876923,0.12879787385463715,0.7926979064941406
67,0.46351122856140137,0.23259751498699188,0.7078117728233337,-0.615185022354126,0.011151140555739403,-0.12937329709529877,0.5549677014350891,0.7545623183250427,1.0322909355163574,0.15492597222328186,1.0818638801574707,0.49409836530685425,0.13556180894374847,0.4163796603679657,0.5818963646888733,0.5145647525787354,0.006120139267295599,0.022356759756803513,0.1288076937198639,0.7908610701560974
68,0.4732998013496399,0.2347429245710373,0.707774817943573,-0.6152534484863281,0.01119594182819128,-0.12866513431072235,0.5583908557891846,0.7549130320549011,1.0319209098815918,0.15509727597236633,1.081996202468872,0.49411261081695557,0.13613028824329376,0.4165012538433075,0.5829101800918579,0.5152601599693298,0.005949463229626417,0.022327585145831108,0.12880747020244598,0.7938336133956909
69,0.43081945180892944,0.23686470091342926,0.6770700216293335,-0.6153023838996887,0.011314572766423225,-0.12796062231063843,0.5614948272705078,0.7550028562545776,1.0315569639205933,0.15525361895561218,1.0821232795715332,0.4940691888332367,0.13669945299625397,0.4159563183784485,0.5833675861358643,0.5154711008071899,0.006351640447974205,0.022509045898914337,0.1288003921508789,0.7918063402175903
70,0.458958238363266,0.2389003336429596,0.7096375226974487,-0.6153645515441895,0.01116450410336256,-0.12731385231018066,0.5539966821670532,0.7545903921127319,1.0311870574951172,0.15538348257541656,1.0822546482086182,0.4941205382347107,0.13726910948753357,0.4165465235710144,0.5832922458648682,0.5145974159240723,0.006193997338414192,0.0222617220133543,0.12877517938613892,0.7912656664848328
71,0.4619610011577606,0.24089160561561584,0.7119206190109253,-0.6154054999351501,0.011333493515849113,-0.1266784965991974,0.5588184595108032,0.7550495862960815,1.0308293104171753,0.1554926335811615,1.0823781490325928,0.4940660893917084,0.13784129917621613,0.416461706161499,0.580899715423584,0.5155589580535889,0.006427909713238478,0.02247299626469612,0.12873797118663788,0.7926361560821533
72,0.4634890556335449,0.2428234964609146,0.7090598940849304,-0.6154243350028992,0.011433261446654797,-0.12606561183929443,0.5548766255378723,0.7550272941589355,1.0304818153381348,0.15558037161827087,1.0824954509735107,0.4940810203552246,0.13842414319515228,0.41602879762649536,0.5830580592155457,0.5155112743377686,0.006769929081201553,0.022432027384638786,0.12869133055210114,0.7906292676925659
73,0.4617770314216614,0.24470914900302887,0.709479033946991,-0.6154323816299438,0.011361717246472836,-0.1254810392856598,0.5572187900543213,0.7550029754638672,1.030141830444336,0.15564802289009094,1.082606315612793,0.4940953254699707,0.1390082687139511,0.41604873538017273,0.5840972661972046,0.515448808670044,0.006653636693954468,0.022332508116960526,0.12863504886627197,0.7929810285568237
74,0.4652838110923767,0.24651110172271729,0.706318736076355,-0.6154271960258484,0.011213919147849083,-0.12494024634361267,0.5674227476119995,0.7547318339347839,1.0298237800598145,0.15568524599075317,1.082702398300171,0.49406641721725464,0.13959316909313202,0.41634297370910645,0.583491861820221,0.5149179100990295,0.006415631156414747,0.022253334522247314,0.12856240570545197,0.793816089630127
