_step,train/loss/stt_tpn_loss_scaled,train/loss/stt_tpn_loss_unscaled,train/loss/stt_causal_router_loss_unscaled
67,0.0021909631323069334,0.04381926357746124,0.8790001273155212
68,0.0021776033099740744,0.04355206340551376,0.8712260127067566
69,0.0021883458830416203,0.043766915798187256,0.8900420069694519
70,0.0021028814371675253,0.04205762594938278,0.8846561908721924
71,0.002166194375604391,0.04332388564944267,0.87578284740448
72,0.002171612111851573,0.043432243168354034,0.8862253427505493
73,0.002111389534547925,0.042227789759635925,0.8662616014480591
74,0.002184235258027911,0.0436847060918808,0.8895949721336365
75,0.0022379800211638212,0.0447595976293087,0.8802739381790161
76,0.002130319830030203,0.04260639473795891,0.8645700812339783
77,0.0021446330938488245,0.042892660945653915,0.8802860975265503
78,0.0021132014226168394,0.04226402938365936,0.8669936060905457
79,0.002123528625816107,0.04247057065367699,0.877395510673523
80,0.0021578397136181593,0.04315679520368576,0.8725005984306335
81,0.002239164663478732,0.04478329420089722,0.8853299617767334
82,0.002188651356846094,0.04377302527427673,0.8641408681869507
83,0.002142802346497774,0.04285604506731033,0.8781059980392456
84,0.0021399736870080233,0.04279947280883789,0.8700780868530273
85,0.0021716018673032522,0.04343203827738762,0.8674911260604858
86,0.0021460331045091152,0.042920660227537155,0.8747565746307373
87,0.0021223677322268486,0.04244735464453697,0.8728413581848145
88,0.0021345452405512333,0.04269090294837952,0.8834258913993835
89,0.0022119975183159113,0.04423994943499565,0.8778137564659119
90,0.0021055680699646473,0.0421113595366478,0.8848041892051697
91,0.002124965889379382,0.04249931499361992,0.8595657348632812
92,0.002128277439624071,0.04256554692983627,0.875640869140625
93,0.0021486550103873014,0.042973101139068604,0.8593449592590332
94,0.0021398894023150206,0.04279778525233269,0.8523156046867371
95,0.002148400293663144,0.04296800494194031,0.8560585975646973
96,0.0021554050035774708,0.043108098208904266,0.8654276728630066
97,0.0021321268286556005,0.04264253377914429,0.8648819923400879
98,0.002169885905459523,0.04339771717786789,0.8637956976890564
99,0.002295742044225335,0.04591483995318413,0.844757080078125
100,0.0021279926877468824,0.04255985468626022,0.8601043224334717
101,0.0021088181529194117,0.04217636212706566,0.8619624972343445
102,0.002187192440032959,0.04374384880065918,0.850121259689331
103,0.002168063772842288,0.043361276388168335,0.8553966283798218
104,0.0021428531035780907,0.04285706207156181,0.8450963497161865
105,0.0021648393012583256,0.04329678416252136,0.8511311411857605
106,0.0021888480987399817,0.04377695918083191,0.8526654243469238
107,0.0020976692903786898,0.04195338487625122,0.8599575757980347
108,0.0021757089998573065,0.043514177203178406,0.845756471157074
109,0.0021505027543753386,0.04301005229353905,0.8389021158218384
110,0.0021342055406421423,0.04268410801887512,0.8628708124160767
111,0.0021495295222848654,0.04299059137701988,0.8378065824508667
112,0.002150183077901602,0.04300365969538689,0.8513078689575195
113,0.0021775297354906797,0.04355059191584587,0.8408441543579102
114,0.002153797075152397,0.04307594150304794,0.8558657169342041
115,0.0021969422232359648,0.04393884539604187,0.8427143096923828
116,0.002105266321450472,0.04210532456636429,0.8283526301383972
117,0.0021008984185755253,0.042017966508865356,0.8483638763427734
118,0.002139747841283679,0.042794954031705856,0.836932361125946
119,0.0022053702268749475,0.044107403606176376,0.8344908952713013
120,0.0021374865900725126,0.04274973273277283,0.8336968421936035
121,0.002326607471331954,0.046532150357961655,0.8431002497673035
122,0.0021610078401863575,0.043220154941082,0.834239661693573
123,0.0021757378708571196,0.043514758348464966,0.8426622152328491
124,0.002234436571598053,0.04468873143196106,0.8467546701431274
125,0.00217882520519197,0.04357650503516197,0.836195170879364
126,0.002140691038221121,0.04281381890177727,0.8340074419975281
127,0.002190482337027788,0.043809644877910614,0.8372354507446289
128,0.002150727203115821,0.043014541268348694,0.8306719660758972
129,0.0022040908224880695,0.04408181458711624,0.8431308269500732
130,0.00218611559830606,0.04372231289744377,0.8381221294403076
131,0.0021452850196510553,0.04290569946169853,0.8301600217819214
132,0.002178817056119442,0.04357634112238884,0.8310684561729431
133,0.0021652861032634974,0.04330572113394737,0.8332072496414185
134,0.0021731844171881676,0.04346368834376335,0.8336846232414246
135,0.002174858469516039,0.04349716752767563,0.8350347876548767
136,0.002121117664501071,0.042422350496053696,0.8288597464561462
137,0.0020922913681715727,0.04184582456946373,0.8358575105667114
138,0.0021813458297401667,0.04362691566348076,0.8405104875564575
139,0.002234638435766101,0.04469276964664459,0.8343054056167603
140,0.0022019846364855766,0.04403969272971153,0.8337725400924683
141,0.0022412901744246483,0.044825803488492966,0.8194708228111267
142,0.0022492781281471252,0.044985562562942505,0.8167703151702881
143,0.0022101341746747494,0.04420268163084984,0.8223978877067566
144,0.0021391944028437138,0.042783886194229126,0.8260800838470459
145,0.0022104105446487665,0.044208209961652756,0.8290815353393555
146,0.0022507694084197283,0.04501538723707199,0.8277715444564819
147,0.0021677762269973755,0.04335552453994751,0.830830991268158
148,0.002232652623206377,0.04465305060148239,0.8254651427268982
149,0.002319836290553212,0.04639672487974167,0.8337313532829285
150,0.0022210499737411737,0.0444209985435009,0.8319653272628784
151,0.0022178383078426123,0.04435676336288452,0.8285230398178101
152,0.0022041036281734705,0.044082071632146835,0.8274133205413818
153,0.0021732430905103683,0.04346486181020737,0.8285019397735596
154,0.0021606485825031996,0.043212972581386566,0.8196093440055847
155,0.0021854047663509846,0.04370809346437454,0.8256518244743347
156,0.0021689077839255333,0.043378155678510666,0.82578444480896
157,0.00219898228533566,0.043979644775390625,0.813686728477478
158,0.002184124430641532,0.043682485818862915,0.82196044921875
159,0.0022058223839849234,0.04411644861102104,0.8145256042480469
160,0.002209159778431058,0.044183194637298584,0.8180038332939148
161,0.002270638709887862,0.04541277140378952,0.8158215284347534
162,0.0022331017535179853,0.04466203600168228,0.8230412006378174
163,0.0021760796662420034,0.043521590530872345,0.8179278373718262
164,0.00219203089363873,0.043840616941452026,0.819347083568573
165,0.0022133789025247097,0.044267576187849045,0.8228318691253662
166,0.0022229680325835943,0.04445935785770416,0.8067490458488464
167,0.0022715358063578606,0.04543071612715721,0.8204816579818726
168,0.00226390128955245,0.045278023928403854,0.816161572933197
169,0.0022261706180870533,0.04452341049909592,0.8205262422561646
170,0.0021565051283687353,0.04313009977340698,0.8300482630729675
171,0.00220274250023067,0.044054847210645676,0.8199253082275391
172,0.002207424957305193,0.04414849728345871,0.8101739883422852
173,0.0021985468920320272,0.04397093504667282,0.8135964274406433
174,0.0023292084224522114,0.04658416658639908,0.8225477933883667
175,0.0022269338369369507,0.044538676738739014,0.8242058157920837
176,0.0022092561703175306,0.04418512433767319,0.811651885509491
177,0.002188787329941988,0.04377574473619461,0.8088099360466003
178,0.002236009342595935,0.044720184057950974,0.8231972455978394
179,0.002185793360695243,0.043715864419937134,0.8132327795028687
180,0.0021844522561877966,0.04368904232978821,0.8177522420883179
181,0.002259020460769534,0.04518041014671326,0.8034321665763855
182,0.002161468146368861,0.0432293638586998,0.8144000768661499
183,0.0022061257623136044,0.04412251338362694,0.8054782748222351
184,0.0022039697505533695,0.04407939314842224,0.8112114667892456
185,0.002240060828626156,0.04480121657252312,0.8093715906143188
186,0.002163192257285118,0.04326384514570236,0.8060398101806641
187,0.0022428235970437527,0.044856470078229904,0.8149477243423462
188,0.0022515763994306326,0.045031528919935226,0.8142938017845154
189,0.0022201822139322758,0.044403642416000366,0.81181800365448
190,0.002167082391679287,0.04334164783358574,0.8092540502548218
191,0.0022901275660842657,0.04580254852771759,0.8240286707878113
192,0.002225321251899004,0.04450642317533493,0.8133343458175659
193,0.0022894181311130524,0.04578836262226105,0.8099169731140137
194,0.0022759379353374243,0.04551875591278076,0.810583233833313
195,0.002226316137239337,0.044526319950819016,0.8144210577011108
196,0.002291823271661997,0.04583646357059479,0.8120180368423462
197,0.002126092789694667,0.04252185672521591,0.8100928068161011
198,0.002209258498623967,0.04418516904115677,0.841296911239624
199,0.002219358691945672,0.044387172907590866,0.8040696382522583
200,0.0022050640545785427,0.044101279228925705,0.8051340579986572
201,0.0022963329683989286,0.04592665657401085,0.7976198196411133
202,0.002216494409367442,0.04432988911867142,0.8037726283073425
203,0.002169779036194086,0.04339557886123657,0.8143357038497925
204,0.0023017139174044132,0.046034276485443115,0.8163315653800964
205,0.002164633246138692,0.04329266399145126,0.8231642246246338
206,0.0021748682484030724,0.04349736496806145,0.8019609451293945
207,0.0022181719541549683,0.044363439083099365,0.808797299861908
208,0.0022417691070586443,0.04483538120985031,0.8030370473861694
209,0.002215004526078701,0.04430009052157402,0.8138830065727234
210,0.00224866415373981,0.044973280280828476,0.8079469203948975
211,0.0022618554066866636,0.04523710533976555,0.8108391761779785
212,0.002236878965049982,0.04473757743835449,0.8039541244506836
213,0.002319792751222849,0.04639585316181183,0.8025050163269043
214,0.002235827734693885,0.04471655189990997,0.8146710395812988
215,0.0022044938523322344,0.04408987611532211,0.8018333911895752
216,0.0021677843760699034,0.043355684727430344,0.8105282783508301
217,0.002211233600974083,0.04422467201948166,0.8176817893981934
218,0.0022700605913996696,0.04540121182799339,0.8021773099899292
219,0.002239769324660301,0.044795386493206024,0.8088180422782898
220,0.002279801294207573,0.04559602588415146,0.8152174949645996
221,0.0022762371227145195,0.04552474245429039,0.7972297668457031
222,0.002178122056648135,0.04356244206428528,0.8073910474777222
223,0.002253139391541481,0.04506278783082962,0.8078963160514832
224,0.0022791519295424223,0.04558303579688072,0.808807373046875
225,0.0021461688447743654,0.042923375964164734,0.818536639213562
226,0.0022928377147763968,0.04585675522685051,0.8021582365036011
227,0.002227823482826352,0.04455646872520447,0.809356689453125
228,0.002271040575578809,0.0454208105802536,0.8083128929138184
229,0.0022519207559525967,0.045038413256406784,0.8089441061019897
230,0.0022280437406152487,0.04456087201833725,0.8046432733535767
231,0.002276340266689658,0.04552680253982544,0.7991660833358765
232,0.0022906844969838858,0.04581369087100029,0.8020286560058594
233,0.002208056626841426,0.04416113346815109,0.7982348799705505
234,0.0021833106875419617,0.04366621375083923,0.8056783676147461
235,0.0022186338901519775,0.04437267780303955,0.8122798800468445
236,0.002255957340821624,0.04511914402246475,0.8093206882476807
237,0.002297184430062771,0.04594368860125542,0.8079324960708618
238,0.0022195931524038315,0.04439186304807663,0.8047454357147217
239,0.0023062487598508596,0.04612497240304947,0.807748556137085
240,0.0022839431185275316,0.04567886143922806,0.7942344546318054
241,0.0022142648231238127,0.04428529739379883,0.8033096194267273
242,0.0022854299750179052,0.04570859670639038,0.8069541454315186
243,0.0022303133737295866,0.04460626468062401,0.8184003233909607
244,0.0022301955614238977,0.04460391029715538,0.8102328181266785
245,0.002209167927503586,0.044183358550071716,0.8124896883964539
246,0.002257996005937457,0.04515991732478142,0.8054084181785583
247,0.0022570376750081778,0.04514075443148613,0.8092926740646362
248,0.0022975446190685034,0.045950889587402344,0.7934954166412354
249,0.0022159793879836798,0.04431958496570587,0.8045036196708679
250,0.002162438351660967,0.04324876517057419,0.8148601055145264
251,0.002215718850493431,0.04431437700986862,0.8029268980026245
252,0.002242548391222954,0.044850967824459076,0.8175948858261108
253,0.0022509738337248564,0.0450194776058197,0.8043533563613892
254,0.0021831418853253126,0.04366283863782883,0.7985681295394897
255,0.0021890313364565372,0.043780624866485596,0.8091527819633484
256,0.0022686091251671314,0.04537218064069748,0.7958008646965027
257,0.0021965329069644213,0.04393065720796585,0.8147597312927246
258,0.0021742419339716434,0.04348483681678772,0.8065552115440369
259,0.0022428843658417463,0.0448576882481575,0.7961809039115906
260,0.002235304331406951,0.044706087559461594,0.8061730265617371
261,0.00219723186455667,0.04394463822245598,0.8053531646728516
262,0.0022273422218859196,0.04454684257507324,0.8059070110321045
263,0.0022099569905549288,0.044199138879776,0.8051543235778809
264,0.0022502481006085873,0.045004960149526596,0.7978657484054565
265,0.0021526452619582415,0.043052904307842255,0.811154842376709
266,0.0022455414291471243,0.04491082951426506,0.8043841123580933
267,0.002177139278501272,0.043542783707380295,0.8172739744186401
268,0.002211977494880557,0.04423954710364342,0.811804473400116
269,0.0021763236727565527,0.04352647066116333,0.813923716545105
270,0.002234207931905985,0.04468415677547455,0.7995747327804565
271,0.0021867600735276937,0.04373520240187645,0.8175055980682373
272,0.0023123195860534906,0.04624639078974724,0.7983137369155884
273,0.002158078597858548,0.04316157102584839,0.8176025748252869
274,0.0021624646615236998,0.04324929043650627,0.808962345123291
275,0.002171854255720973,0.043437086045742035,0.8024889826774597
276,0.0022310984786599874,0.044621966779232025,0.809421956539154
277,0.00221266015432775,0.04425320029258728,0.8088799715042114
278,0.0022099872585386038,0.04419974610209465,0.8127503395080566
279,0.0022700196132063866,0.04540039226412773,0.7905628085136414
280,0.0021909079514443874,0.0438181571662426,0.8012657165527344
281,0.0022138995118439198,0.044277988374233246,0.8065082430839539
282,0.0022172241006046534,0.04434448108077049,0.8012708425521851
283,0.0022621324751526117,0.04524264857172966,0.7912632822990417
284,0.002230430254712701,0.04460860416293144,0.7982972860336304
285,0.002239552792161703,0.04479105398058891,0.806653618812561
286,0.002152095315977931,0.043041907250881195,0.8257764577865601
287,0.002233718289062381,0.04467436671257019,0.8027421832084656
288,0.0022218849044293165,0.044437699019908905,0.7944954633712769
289,0.002259734785184264,0.04519469663500786,0.8136681318283081
290,0.002157490001991391,0.04314979910850525,0.8009910583496094
291,0.002246651565656066,0.04493303224444389,0.790955662727356
292,0.002280054148286581,0.04560108110308647,0.8038796186447144
293,0.0022009715903550386,0.0440194308757782,0.7992452383041382
294,0.0022698144894093275,0.045396290719509125,0.8035792708396912
295,0.0021954160183668137,0.04390832036733627,0.8093479871749878
296,0.002168879611417651,0.0433775894343853,0.8324785232543945
297,0.0022424287162721157,0.044848572462797165,0.8095394372940063
298,0.0021448309998959303,0.04289662092924118,0.7992883920669556
299,0.002217847853899002,0.04435695707798004,0.7979046702384949
300,0.0021917708218097687,0.043835416436195374,0.7974013090133667
301,0.0021878553088754416,0.043757107108831406,0.8017257452011108
302,0.0021969289518892765,0.04393857717514038,0.8025972843170166
303,0.0022165379486978054,0.04433075711131096,0.8165538311004639
304,0.0022103418596088886,0.04420683532953262,0.8097094297409058
305,0.002228017197921872,0.04456034302711487,0.7965216636657715
306,0.0021777094807475805,0.04355418682098389,0.8058458566665649
307,0.002252211794257164,0.04504423588514328,0.8117337226867676
308,0.002147308085113764,0.04294615983963013,0.808881938457489
309,0.0022067097015678883,0.044134192168712616,0.8027302622795105
310,0.0021699857898056507,0.043399713933467865,0.807642936706543
311,0.0021936199627816677,0.043872397392988205,0.7979389429092407
312,0.002184322103857994,0.04368644207715988,0.7997959852218628
313,0.0022230357863008976,0.0444607138633728,0.8046826124191284
314,0.0021942814346402884,0.04388562962412834,0.7953764200210571
315,0.0022291725035756826,0.04458345100283623,0.8030566573143005
316,0.002267206320539117,0.04534412547945976,0.8084377646446228
317,0.00217643310315907,0.043528661131858826,0.8020972609519958
318,0.002215928165242076,0.04431856423616409,0.8209023475646973
319,0.0021677410695701838,0.0433548204600811,0.7956569194793701
320,0.0021170841064304113,0.0423416793346405,0.8129140734672546
321,0.002188911661505699,0.04377823323011398,0.8047250509262085
322,0.002220800146460533,0.04441600292921066,0.8012855052947998
323,0.0022060300689190626,0.04412060230970383,0.8066304922103882
324,0.0021257938351482153,0.04251587390899658,0.8116965293884277
325,0.0021854203660041094,0.04370840638875961,0.8106798529624939
326,0.0022431686520576477,0.044863373041152954,0.7941553592681885
327,0.002192392013967037,0.043847840279340744,0.7988169193267822
328,0.00220510340295732,0.04410206526517868,0.8134945631027222
329,0.002126269042491913,0.04252538084983826,0.7950299978256226
330,0.002200691495090723,0.04401382803916931,0.8208050727844238
331,0.002165755722671747,0.043315112590789795,0.8039796352386475
332,0.0021433148067444563,0.0428662970662117,0.812813937664032
333,0.0022004730999469757,0.044009461998939514,0.8142520785331726
334,0.0022146799601614475,0.0442935973405838,0.791956901550293
335,0.0021822508424520493,0.043645016849040985,0.7996770143508911
336,0.0022209228482097387,0.04441845417022705,0.8059701919555664
337,0.0022330775391310453,0.04466154798865318,0.8060225248336792
338,0.0022332086227834225,0.0446641705930233,0.80137038230896
339,0.002160497009754181,0.04320994019508362,0.7997721433639526
340,0.002223395509645343,0.04446790739893913,0.8147375583648682
341,0.00215642130933702,0.04312842711806297,0.8092395067214966
342,0.002104999963194132,0.04209999740123749,0.8071204423904419
343,0.0021484673488885164,0.042969346046447754,0.8123267889022827
344,0.002181729767471552,0.04363459348678589,0.8026480674743652
345,0.0022042905911803246,0.04408581182360649,0.8004095554351807
346,0.0021203726064413786,0.042407453060150146,0.8073093295097351
347,0.002160069067031145,0.04320137947797775,0.8079884052276611
348,0.002200681483373046,0.044013626873493195,0.7913390398025513
349,0.0021737650968134403,0.04347530007362366,0.8007391691207886
350,0.0021605738438665867,0.043211475014686584,0.7947503924369812
351,0.002205208409577608,0.04410416632890701,0.799569308757782
352,0.0022013483103364706,0.04402696341276169,0.799369215965271
353,0.0022108417470008135,0.044216834008693695,0.800909698009491
354,0.0022299059201031923,0.04459811747074127,0.8021945953369141
355,0.0021430980414152145,0.04286196082830429,0.8143540620803833
356,0.002194073749706149,0.04388147592544556,0.810988187789917
357,0.0021388144232332706,0.042776286602020264,0.8034765720367432
358,0.002164850477129221,0.04329700767993927,0.7950705289840698
359,0.002190009457990527,0.04380019009113312,0.7882833480834961
360,0.00215688138268888,0.043137624859809875,0.8142417669296265
361,0.002156161470338702,0.04312322661280632,0.8131645917892456
362,0.002144833328202367,0.04289666563272476,0.8068485260009766
363,0.002152456436306238,0.043049126863479614,0.8208364248275757
364,0.002123249927535653,0.04246499761939049,0.8001018762588501
365,0.0021740489173680544,0.04348097741603851,0.7971970438957214
366,0.0021332488395273685,0.04266497492790222,0.7989891767501831
367,0.002146535785868764,0.042930714786052704,0.8067076206207275
368,0.0021688807755708694,0.04337761551141739,0.7925626635551453
369,0.002163294469937682,0.04326589033007622,0.8033038973808289
370,0.0021666428074240685,0.04333285614848137,0.8110079765319824
371,0.002125277416780591,0.042505547404289246,0.8218140602111816
372,0.0021466538310050964,0.04293307662010193,0.8096253871917725
373,0.0021159446332603693,0.04231889173388481,0.800359845161438
374,0.002161505399271846,0.04323010891675949,0.8043956756591797
375,0.0021929850336164236,0.04385970160365105,0.8134282827377319
376,0.0021336462814360857,0.04267292469739914,0.7960447669029236
377,0.0021445995662361383,0.04289199039340019,0.8026567697525024
378,0.002153777750208974,0.0430755540728569,0.809850811958313
379,0.0021734919864684343,0.04346983879804611,0.8065481185913086
380,0.00219270889647305,0.04385417699813843,0.7897616624832153
381,0.0021216513123363256,0.04243302345275879,0.8050691485404968
382,0.0021205879747867584,0.04241175949573517,0.8025848269462585
383,0.00212095957249403,0.0424191914498806,0.8223613500595093
384,0.0021329387091100216,0.04265877231955528,0.7952699065208435
385,0.0021734728943556547,0.04346945881843567,0.8085631132125854
386,0.0021504759788513184,0.04300951957702637,0.8046425580978394
387,0.0020999624393880367,0.041999246925115585,0.8059905767440796
388,0.0020954187493771315,0.041908375918865204,0.8066506385803223
389,0.002129065105691552,0.04258130118250847,0.8102611303329468
390,0.002156689530238509,0.04313378781080246,0.7990130186080933
391,0.002201755065470934,0.04403509944677353,0.7936575412750244
392,0.0021362965926527977,0.042725931853055954,0.7988760471343994
393,0.002176942303776741,0.04353884607553482,0.7965890765190125
394,0.00220981752499938,0.04419634863734245,0.7911549806594849
395,0.002139103366062045,0.04278206452727318,0.8041532039642334
396,0.0020910140592604876,0.041820280253887177,0.7990018725395203
397,0.0021896136458963156,0.04379227012395859,0.8052735328674316
398,0.002143957419320941,0.042879145592451096,0.8073953986167908
399,0.0021726011764258146,0.04345202445983887,0.809442937374115
400,0.00211923336610198,0.042384665459394455,0.8041543960571289
401,0.002151907654479146,0.043038152158260345,0.7886938452720642
402,0.0021200876217335463,0.0424017533659935,0.8022412061691284
403,0.002106945961713791,0.04213891923427582,0.803887128829956
404,0.002099959645420313,0.04199919104576111,0.8078789114952087
405,0.0022349455393850803,0.04469890892505646,0.8049397468566895
406,0.002181685296818614,0.043633706867694855,0.7850366830825806
407,0.002190643921494484,0.04381287842988968,0.7907635569572449
408,0.0021590720862150192,0.043181441724300385,0.7996783256530762
409,0.002071716357022524,0.04143432527780533,0.803574800491333
410,0.002152177272364497,0.04304354637861252,0.7986940145492554
411,0.0021209795959293842,0.042419590055942535,0.8084220886230469
412,0.002109542256221175,0.04219084233045578,0.803123950958252
413,0.0021843677386641502,0.043687354773283005,0.8090472221374512
414,0.0020952920895069838,0.04190584272146225,0.8212591409683228
415,0.0021074586547911167,0.042149171233177185,0.805081844329834
416,0.002159921918064356,0.04319843649864197,0.7997958064079285
417,0.00218426575884223,0.04368531331419945,0.8053242564201355
418,0.002102954313158989,0.04205908626317978,0.8078925013542175
419,0.002173233777284622,0.043464675545692444,0.79820716381073
420,0.002025232184678316,0.04050464183092117,0.8097785711288452
421,0.002180451061576605,0.04360901936888695,0.7941240072250366
422,0.0021350549068301916,0.04270109534263611,0.7926476001739502
423,0.0021863819565624,0.04372763633728027,0.8036675453186035
424,0.002152938861399889,0.04305877536535263,0.8246432542800903
425,0.002137550851330161,0.0427510142326355,0.7979229688644409
426,0.0020858824718743563,0.04171764850616455,0.7922133803367615
427,0.002102620666846633,0.042052410542964935,0.8040841817855835
428,0.0021284890826791525,0.042569778859615326,0.8056672811508179
429,0.0020603181328624487,0.04120635986328125,0.8119535446166992
430,0.002124494407325983,0.04248988628387451,0.8116639852523804
431,0.0021452580112963915,0.042905159294605255,0.7947648763656616
432,0.002129246946424246,0.04258493706583977,0.8163620829582214
433,0.0021375149954110384,0.04275029897689819,0.8000471591949463
434,0.0021072186063975096,0.04214436933398247,0.8044621348381042
435,0.0021101280581206083,0.04220256209373474,0.8000162839889526
436,0.0021242371294647455,0.042484741657972336,0.8082112073898315
437,0.0021207802928984165,0.04241560399532318,0.8046324253082275
438,0.0021381755359470844,0.04276350885629654,0.7834814786911011
439,0.002128316555172205,0.04256632924079895,0.8020955920219421
440,0.0021725900005549192,0.04345179721713066,0.7936315536499023
441,0.002129928907379508,0.042598575353622437,0.806079089641571
442,0.0021151890978217125,0.04230378195643425,0.7968559265136719
443,0.0019840034656226635,0.03968006744980812,0.8155121803283691
444,0.002183409407734871,0.04366818815469742,0.7902746200561523
445,0.002137108938768506,0.042742177844047546,0.8064131736755371
446,0.002171530155465007,0.04343060404062271,0.8062206506729126
447,0.002076371805742383,0.041527435183525085,0.8082972764968872
448,0.0020853267051279545,0.04170653223991394,0.8023871779441833
449,0.002106904052197933,0.042138081043958664,0.7931790351867676
450,0.0020853779278695583,0.04170755669474602,0.8066343069076538
451,0.0021067217458039522,0.04213443398475647,0.7962069511413574
452,0.0020593663211911917,0.04118732362985611,0.8193780779838562
453,0.002121926983818412,0.04243853688240051,0.8006473779678345
454,0.002082288032397628,0.04164575785398483,0.7973350882530212
455,0.0021042716689407825,0.0420854315161705,0.8135292530059814
456,0.002135285409167409,0.042705707252025604,0.8027677536010742
457,0.00212419917806983,0.04248398169875145,0.8013491630554199
458,0.0020817124750465155,0.041634250432252884,0.8052577972412109
459,0.002121030120179057,0.04242060333490372,0.7943560481071472
460,0.0021565172355622053,0.04313034564256668,0.7956106066703796
461,0.002088296925649047,0.04176593944430351,0.786967396736145
462,0.0020853132009506226,0.04170626401901245,0.7901992201805115
463,0.0020740230102092028,0.04148045927286148,0.8153688311576843
464,0.0020784218795597553,0.04156843572854996,0.8064799308776855
465,0.002169086132198572,0.043381720781326294,0.8081356287002563
466,0.002149526495486498,0.04299052804708481,0.7848243713378906
467,0.0020848766434937716,0.041697531938552856,0.8012104034423828
468,0.0020926862489432096,0.04185372591018677,0.8012725710868835
469,0.0021015682723373175,0.042031362652778625,0.7877316474914551
470,0.002091128146275878,0.041822560131549835,0.8007034063339233
471,0.0021141127217561007,0.04228225350379944,0.8077352046966553
