_step,beta_ce_std,beta_ce_mean,ce_offset_mean,S_CE_min,S_CU_std,G_cont_max,G_cont_mean,S_CU_max,cu_multiplier_mean,G_cont_std,S_CU_min,S_CE_mean,S_CE_std,G_cont_min,cu_multiplier_std,ce_offset_std,beta_cu_std,beta_cu_mean,S_CE_max,S_CU_mean
160,0.38954028487205505,-0.12142698466777802,1.0264167785644531,0.4445946216583252,0.02324303798377514,0.799207866191864,0.7572474479675293,0.5610588788986206,1.0741428136825562,0.012270094826817513,0.4150400757789612,0.5203728079795837,0.007898051291704178,0.703316867351532,0.12601643800735474,0.15138469636440277,0.24653246998786926,-0.5244460701942444,0.5915584564208984,0.49358221888542175
161,0.3918002247810364,-0.12094837427139282,1.0263419151306152,0.45165467262268066,0.023220151662826538,0.7970598936080933,0.7563859820365906,0.55881267786026,1.0740712881088257,0.012168638408184052,0.41383370757102966,0.5186818838119507,0.007585376035422087,0.7007230520248413,0.12593857944011688,0.15138818323612213,0.24755093455314636,-0.5236965417861938,0.5909236669540405,0.4935697913169861
162,0.3939655125141144,-0.12054934352636337,1.0262693166732788,0.46179503202438354,0.023141754791140556,0.7990731000900269,0.7562949061393738,0.5607792735099792,1.0739980936050415,0.012240912765264511,0.41270560026168823,0.5184966325759888,0.007823964580893517,0.7032155990600586,0.12585066258907318,0.15137405693531036,0.24856169521808624,-0.5229538679122925,0.5909821391105652,0.49359330534935
163,0.39609214663505554,-0.12020470947027206,1.0261913537979126,0.4654340445995331,0.023287205025553703,0.8004196882247925,0.7571210861206055,0.5551341772079468,1.0739305019378662,0.012341044843196869,0.4145406186580658,0.5201777815818787,0.007950376719236374,0.7062734365463257,0.12575840950012207,0.15135446190834045,0.24956680834293365,-0.522213339805603,0.5940489768981934,0.49352607131004333
164,0.39826148748397827,-0.11981286853551865,1.0261077880859375,0.46787065267562866,0.023196866735816002,0.7977886199951172,0.7573856711387634,0.5607417225837708,1.0738651752471924,0.012241019867360592,0.4148072898387909,0.5206522941589355,0.008002633228898048,0.7120654582977295,0.12567482888698578,0.15134938061237335,0.2505691349506378,-0.5214630961418152,0.5888456702232361,0.493557870388031
165,0.4004805088043213,-0.11937128007411957,1.0260189771652222,0.4531949460506439,0.023152410984039307,0.800308108329773,0.7560577392578125,0.5656970143318176,1.0738024711608887,0.012100583873689175,0.41419753432273865,0.5180288553237915,0.007621839176863432,0.707324743270874,0.1255997270345688,0.15135937929153442,0.251569002866745,-0.5207126140594482,0.5925859808921814,0.49356386065483093
166,0.40267932415008545,-0.1189466044306755,1.025933861732483,0.447265088558197,0.0233220886439085,0.8025776743888855,0.7567779421806335,0.5700218081474304,1.0737382173538208,0.012316210195422173,0.4141849875450134,0.5194940567016602,0.007824227213859558,0.6993657946586609,0.12552312016487122,0.15136189758777618,0.25257188081741333,-0.5199621319770813,0.5930961966514587,0.49354439973831177
167,0.40492209792137146,-0.11848591268062592,1.0258482694625854,0.4548487663269043,0.023279596120119095,0.7977930307388306,0.7573941946029663,0.5582343339920044,1.0736750364303589,0.01231583021581173,0.4148772358894348,0.5207535028457642,0.007944054901599884,0.7003671526908875,0.12545275688171387,0.1513761430978775,0.2535710334777832,-0.5192110538482666,0.5897225737571716,0.49347227811813354
168,0.4071687161922455,-0.11802563071250916,1.0257679224014282,0.4535388946533203,0.02318468503654003,0.8013193011283875,0.7564400434494019,0.5676371455192566,1.073608636856079,0.01218528300523758,0.413870632648468,0.5188010931015015,0.007900742813944817,0.7016687393188477,0.1253829300403595,0.15138834714889526,0.25457650423049927,-0.5184627771377563,0.5947405099868774,0.49352893233299255
169,0.4093482196331024,-0.1176239550113678,1.025694489479065,0.45413514971733093,0.023386992514133453,0.8016946315765381,0.7570666670799255,0.5636646747589111,1.073540210723877,0.012353110127151012,0.41313809156417847,0.5201002359390259,0.008040990680456161,0.6961774826049805,0.1253022998571396,0.1513793021440506,0.2555772662162781,-0.5177072286605835,0.5918433666229248,0.49348053336143494
170,0.4114902913570404,-0.1172294169664383,1.025626540184021,0.4579300880432129,0.02336793765425682,0.7989859580993652,0.7569767832756042,0.5576814413070679,1.0734655857086182,0.012330960482358932,0.4136849343776703,0.519952118396759,0.0077611892484128475,0.7085397243499756,0.1252238005399704,0.15136924386024475,0.256589412689209,-0.5169427394866943,0.5934659242630005,0.49346253275871277
171,0.4136648178100586,-0.11684893071651459,1.0255630016326904,0.45178020000457764,0.023377908393740654,0.8000982999801636,0.7573565244674683,0.5530999898910522,1.0733919143676758,0.012349484488368034,0.41373059153556824,0.5206828117370605,0.00799571257084608,0.71173095703125,0.12514640390872955,0.15135806798934937,0.25759780406951904,-0.516169011592865,0.5940593481063843,0.4934680461883545
172,0.4157785475254059,-0.11647804826498032,1.0255117416381836,0.4487461447715759,0.023299843072891235,0.8066312074661255,0.7563497424125671,0.5743648409843445,1.0733110904693604,0.012309218756854534,0.4135105013847351,0.518710732460022,0.007874535396695137,0.7091484069824219,0.12506552040576935,0.15133266150951385,0.25859251618385315,-0.5153907537460327,0.5926358103752136,0.4934457242488861
173,0.41788917779922485,-0.1160748228430748,1.0254786014556885,0.45049533247947693,0.02333761379122734,0.799125075340271,0.7567967176437378,0.5577511191368103,1.0732166767120361,0.012365932576358318,0.4130474925041199,0.5195686221122742,0.0079045370221138,0.6980853080749512,0.12498272955417633,0.15129606425762177,0.2596026062965393,-0.5146043300628662,0.5890607237815857,0.4935015141963959
174,0.4200134575366974,-0.11564861238002777,1.0254454612731934,0.46523481607437134,0.02333395555615425,0.7995147705078125,0.7570847868919373,0.5581299066543579,1.073122262954712,0.012392505072057247,0.41379213333129883,0.5201655626296997,0.007917695678770542,0.7037849426269531,0.12490645051002502,0.15126632153987885,0.2606170177459717,-0.5138103365898132,0.5914995074272156,0.493478387594223
175,0.42213088274002075,-0.11523468792438507,1.025421380996704,0.4564659297466278,0.023250307887792587,0.7991334199905396,0.7574118375778198,0.555874228477478,1.0730444192886353,0.012322431430220604,0.41456183791160583,0.5208232402801514,0.008003131486475468,0.6976360082626343,0.1248231828212738,0.1512301117181778,0.261621356010437,-0.5130137205123901,0.592485785484314,0.49343571066856384
176,0.42428383231163025,-0.11485131829977036,1.0253987312316895,0.45366907119750977,0.023361600935459137,0.7992086410522461,0.7575506567955017,0.5584263205528259,1.0729637145996094,0.012359675019979477,0.414152592420578,0.5211024284362793,0.00794205628335476,0.7096952199935913,0.1247410848736763,0.15119479596614838,0.2626100480556488,-0.5122255682945251,0.5898361802101135,0.4934319853782654
177,0.42640548944473267,-0.11449941992759705,1.0253666639328003,0.44732731580734253,0.023410065099596977,0.8001260161399841,0.7567543387413025,0.55940842628479,1.0728864669799805,0.012236195616424084,0.412514865398407,0.5195112228393555,0.00775860995054245,0.7109891772270203,0.12466234713792801,0.15117016434669495,0.26360398530960083,-0.5114371180534363,0.5941387414932251,0.49343428015708923
178,0.42850610613822937,-0.1141778975725174,1.0253313779830933,0.4554341733455658,0.023330535739660263,0.8008617162704468,0.75645512342453,0.5604889988899231,1.0728108882904053,0.012439446523785591,0.41344913840293884,0.5189602375030518,0.008186114951968193,0.7042299509048462,0.12458277493715286,0.15114469826221466,0.2645937204360962,-0.5106567144393921,0.594961404800415,0.49342137575149536
179,0.43055611848831177,-0.1139388307929039,1.025291919708252,0.4524824619293213,0.023323236033320427,0.7985837459564209,0.7568639516830444,0.555073082447052,1.0727404356002808,0.012470613233745098,0.414099782705307,0.5197975635528564,0.008233361877501011,0.7103902697563171,0.12449868023395538,0.15111000835895538,0.2655719518661499,-0.5098872184753418,0.59136962890625,0.4933832883834839
180,0.43262913823127747,-0.11366349458694458,1.0252666473388672,0.4612058103084564,0.023439735174179077,0.7989808917045593,0.7571980357170105,0.5599240660667419,1.0726597309112549,0.012431344948709011,0.4128269851207733,0.5204592943191528,0.007995438762009144,0.7077188491821289,0.12441381067037582,0.15106786787509918,0.2665298879146576,-0.5091168284416199,0.5910112857818604,0.4933742880821228
181,0.4348064959049225,-0.11332529783248901,1.0252305269241333,0.45574498176574707,0.023485779762268066,0.7995433807373047,0.7577996253967285,0.5574579238891602,1.0725858211517334,0.012505870312452316,0.41414231061935425,0.5216748714447021,0.007937632501125336,0.7109506130218506,0.12433771044015884,0.15104670822620392,0.267496258020401,-0.5083376169204712,0.5907094478607178,0.49336737394332886
182,0.43694064021110535,-0.11301624774932861,1.0251953601837158,0.45478808879852295,0.023305675014853477,0.7993303537368774,0.7561851739883423,0.5587254762649536,1.0725139379501343,0.012337002903223038,0.41388750076293945,0.5184664726257324,0.007890895940363407,0.7095202207565308,0.12425469607114792,0.15101052820682526,0.26845914125442505,-0.5075615644454956,0.5884732007980347,0.4933778643608093
183,0.4390147924423218,-0.11271317303180695,1.0251595973968506,0.4538538455963135,0.0236399807035923,0.8022302985191345,0.7571567893028259,0.5631147623062134,1.0724403858184814,0.012639893218874931,0.41342291235923767,0.5204517841339111,0.008388770744204521,0.7003469467163086,0.1241690143942833,0.1509665995836258,0.26941075921058655,-0.5067840218544006,0.5939603447914124,0.4932997226715088
184,0.4411155581474304,-0.11241241544485092,1.0251197814941406,0.4540366530418396,0.02337011508643627,0.8008934855461121,0.7573172450065613,0.5538780689239502,1.0723704099655151,0.012596135959029198,0.41328513622283936,0.5207244157791138,0.008304700255393982,0.6960796117782593,0.12408755719661713,0.15092849731445312,0.27033355832099915,-0.5060220956802368,0.5940153002738953,0.4933701753616333
185,0.4432092010974884,-0.11214227974414825,1.0250707864761353,0.4421321153640747,0.02341395989060402,0.8029562830924988,0.7569632530212402,0.5585530996322632,1.0723059177398682,0.012543460354208946,0.4130813479423523,0.5200386047363281,0.008277175016701221,0.6954106092453003,0.12400788068771362,0.15089966356754303,0.27126187086105347,-0.5052611827850342,0.5959516167640686,0.49333906173706055
186,0.44533246755599976,-0.11187565326690674,1.025019884109497,0.4415631890296936,0.02345612272620201,0.8024932742118835,0.7569882273674011,0.5611187219619751,1.072243094444275,0.012372972443699837,0.413169801235199,0.5200775861740112,0.007920192554593086,0.7096601724624634,0.12393242865800858,0.15087683498859406,0.2721693217754364,-0.5045084357261658,0.5956466197967529,0.4933149218559265
187,0.44745802879333496,-0.11158841848373413,1.0249674320220947,0.47108086943626404,0.02314167283475399,0.8003600835800171,0.755814254283905,0.5639420747756958,1.0721776485443115,0.012187285348773003,0.4132145047187805,0.5177427530288696,0.00760987214744091,0.7099663019180298,0.12386257201433182,0.15086433291435242,0.27308976650238037,-0.5037451982498169,0.5917611122131348,0.49336835741996765
188,0.4495949447154999,-0.11125042289495468,1.0249123573303223,0.45382624864578247,0.023380227386951447,0.8003837466239929,0.7565774917602539,0.566037654876709,1.0721075534820557,0.01251782476902008,0.41350728273391724,0.5192960500717163,0.008241339586675167,0.6943797469139099,0.12380287796258926,0.15087252855300903,0.27402573823928833,-0.5029715299606323,0.5923495888710022,0.4933348596096039
189,0.4517744779586792,-0.11086072027683258,1.0248618125915527,0.46047914028167725,0.023380426689982414,0.8201579451560974,0.7567955851554871,0.601059079170227,1.072031855583191,0.012509079650044441,0.4137803912162781,0.5197047591209412,0.008299201726913452,0.7110810279846191,0.12374775856733322,0.15088880062103271,0.2749735713005066,-0.5021898746490479,0.5937179327011108,0.4933262765407562
190,0.45395493507385254,-0.11045777797698975,1.0248103141784668,0.46406659483909607,0.023493854328989983,0.7988108396530151,0.7570642232894897,0.5564438700675964,1.0719566345214844,0.012587166391313076,0.4130517840385437,0.520287811756134,0.008290393278002739,0.7064401507377625,0.12369799613952637,0.15091632306575775,0.2759433388710022,-0.5013978481292725,0.5950957536697388,0.4932965636253357
191,0.4560825526714325,-0.11003625392913818,1.0247652530670166,0.45884257555007935,0.023472798988223076,0.8025750517845154,0.7570514678955078,0.5562610626220703,1.0718753337860107,0.012591025792062283,0.41332167387008667,0.5202760696411133,0.008312585763633251,0.7104484438896179,0.1236441433429718,0.1509382277727127,0.2769266664981842,-0.5005943775177002,0.5963256359100342,0.49327176809310913
192,0.4581497609615326,-0.10965769737958908,1.0247163772583008,0.44271212816238403,0.023494068533182144,0.7985520362854004,0.7573976516723633,0.5603591799736023,1.071798324584961,0.012441433034837246,0.41322726011276245,0.5209735631942749,0.00791928917169571,0.6850091814994812,0.12358356267213821,0.1509489119052887,0.2779119610786438,-0.4997953772544861,0.5912485122680664,0.49323269724845886
193,0.4601792097091675,-0.10931192338466644,1.024666666984558,0.4607784152030945,0.02329391799867153,0.8015548586845398,0.756243109703064,0.5572905540466309,1.0717222690582275,0.012395799160003662,0.41253039240837097,0.5186499953269958,0.008124709129333496,0.7090832591056824,0.12351909279823303,0.15094731748104095,0.2788921594619751,-0.4990008771419525,0.593145489692688,0.49328887462615967
194,0.46221476793289185,-0.1089402288198471,1.0246199369430542,0.46152791380882263,0.023490168154239655,0.8021909594535828,0.7564407587051392,0.5641881227493286,1.0716451406478882,0.012553687207400799,0.4124443233013153,0.5190916061401367,0.008066333830356598,0.7097148895263672,0.12345968931913376,0.15094773471355438,0.2798651456832886,-0.498207688331604,0.5937563180923462,0.493259996175766
195,0.46424466371536255,-0.10858595371246338,1.0245647430419922,0.4573911428451538,0.0236066784709692,0.8021091222763062,0.757452130317688,0.557953953742981,1.0715769529342651,0.012578807771205902,0.41298675537109375,0.5211257934570312,0.008267334662377834,0.70981764793396,0.12340480089187622,0.15095190703868866,0.2808476388454437,-0.49741432070732117,0.5965259075164795,0.4931759238243103
196,0.4661961793899536,-0.10825657844543457,1.0245232582092285,0.4432724714279175,0.02359311282634735,0.7994289398193359,0.7565890550613403,0.5608741044998169,1.0714993476867676,0.012587386183440685,0.41225284337997437,0.5194234848022461,0.008154054172337055,0.7103527784347534,0.12334243208169937,0.1509331315755844,0.2818419337272644,-0.49661415815353394,0.5923129320144653,0.4932115077972412
197,0.4681888520717621,-0.107938751578331,1.0244815349578857,0.4697570502758026,0.02359050139784813,0.8053733706474304,0.756793737411499,0.5662548542022705,1.071425199508667,0.012621673755347729,0.41327375173568726,0.519818902015686,0.008191566914319992,0.7099533081054688,0.12328427284955978,0.15091653168201447,0.28278782963752747,-0.49583619832992554,0.5954524278640747,0.49321627616882324
198,0.47014111280441284,-0.10762175917625427,1.0244438648223877,0.45185399055480957,0.023365437984466553,0.7993709444999695,0.7557992339134216,0.5634499788284302,1.0713443756103516,0.012239697389304638,0.41259607672691345,0.517780065536499,0.007690263446420431,0.7104141712188721,0.12322337925434113,0.15089863538742065,0.2837255299091339,-0.49505776166915894,0.5919361114501953,0.49327588081359863
199,0.4720040559768677,-0.10735037177801132,1.0244120359420776,0.4505133330821991,0.023665759712457657,0.8072468638420105,0.7574309706687927,0.5729650259017944,1.0712592601776123,0.012557005509734154,0.4137430191040039,0.5211194753646851,0.00799541361629963,0.7108361124992371,0.12315060943365097,0.1508568823337555,0.28466176986694336,-0.4942781925201416,0.595413088798523,0.49316370487213135
200,0.47390806674957275,-0.1070556640625,1.0243721008300781,0.45153307914733887,0.02331424131989479,0.8023167848587036,0.756226658821106,0.5587183237075806,1.0711753368377686,0.012402976863086224,0.4130004346370697,0.518628716468811,0.00812153983861208,0.6916989088058472,0.12308570742607117,0.15083608031272888,0.2856094241142273,-0.49349677562713623,0.5956944227218628,0.4932669997215271
201,0.47595545649528503,-0.10666235536336899,1.0243279933929443,0.4659810960292816,0.02360498160123825,0.8016234636306763,0.7572402954101562,0.5571540594100952,1.071092963218689,0.012611793354153633,0.4131530523300171,0.5207135081291199,0.008266719989478588,0.7117691040039062,0.12303908169269562,0.15085045993328094,0.2865499258041382,-0.4927130341529846,0.5953282117843628,0.4931808412075043
202,0.478023886680603,-0.10629022121429443,1.024283766746521,0.46174535155296326,0.023360993713140488,0.8048521280288696,0.7561349868774414,0.5701737403869629,1.0710132122039795,0.012480856850743294,0.41385897994041443,0.5184930562973022,0.008150829933583736,0.6971055865287781,0.12299668043851852,0.15086954832077026,0.28748252987861633,-0.49193376302719116,0.5930681824684143,0.49324068427085876
203,0.48006653785705566,-0.1059177964925766,1.0242481231689453,0.4609493613243103,0.023531097918748856,0.8027850389480591,0.756528377532959,0.5654520392417908,1.0709290504455566,0.012482834979891777,0.41109535098075867,0.519322395324707,0.008015049621462822,0.7079922556877136,0.12295373529195786,0.15088090300559998,0.28841471672058105,-0.49114641547203064,0.5947003364562988,0.49315744638442993
204,0.48221835494041443,-0.10551949590444565,1.0241987705230713,0.44822847843170166,0.023574283346533775,0.7991306781768799,0.7559687495231628,0.5642420053482056,1.070853352546692,0.012655781581997871,0.41248464584350586,0.5182238817214966,0.008601454086601734,0.7004867792129517,0.1229250580072403,0.150923952460289,0.2893393933773041,-0.49035948514938354,0.5924304127693176,0.4931572377681732
205,0.48434537649154663,-0.10512080788612366,1.024147391319275,0.4581637978553772,0.023664912208914757,0.8009984493255615,0.7562538981437683,0.5603827238082886,1.0707805156707764,0.012502252124249935,0.4118849039077759,0.5187922716140747,0.008029760792851448,0.7101117372512817,0.12289582192897797,0.15096056461334229,0.2902735769748688,-0.48956698179244995,0.5927242636680603,0.49315834045410156
206,0.4864487051963806,-0.10479211807250977,1.0240951776504517,0.4359848201274872,0.023501699790358543,0.8003369569778442,0.756462574005127,0.5531114339828491,1.0707138776779175,0.012375006452202797,0.4129132628440857,0.5191971063613892,0.007786569185554981,0.7056336402893066,0.12286555767059326,0.15098674595355988,0.2911953032016754,-0.48878583312034607,0.5947116017341614,0.4931517541408539
207,0.48847970366477966,-0.1044684499502182,1.024042010307312,0.4659344553947449,0.02372967079281807,0.8038024306297302,0.7571583986282349,0.5652911067008972,1.0706489086151123,0.012748593464493752,0.41318827867507935,0.5206508636474609,0.008299645036458969,0.7094914317131042,0.12283062189817429,0.15099836885929108,0.2921091318130493,-0.48800238966941833,0.5984315872192383,0.4930865168571472
208,0.49051252007484436,-0.10414030402898788,1.023995280265808,0.4575016498565674,0.0235825814306736,0.8026083707809448,0.756921648979187,0.5603084564208984,1.0705808401107788,0.012705152854323387,0.41280078887939453,0.5201705694198608,0.008329206146299839,0.7039849758148193,0.12279661744832993,0.1510060876607895,0.2930160462856293,-0.48721641302108765,0.5966223478317261,0.4931160807609558
209,0.49255314469337463,-0.10380300134420395,1.02394700050354,0.454697847366333,0.023593520745635033,0.8023924827575684,0.7568050622940063,0.5626240968704224,1.0705170631408691,0.012631024233996868,0.41236698627471924,0.5199759602546692,0.00819445215165615,0.7100896239280701,0.12277038395404816,0.15101760625839233,0.2939108908176422,-0.4864341616630554,0.5941931009292603,0.493060439825058
210,0.49447599053382874,-0.10350832343101501,1.023897647857666,0.45522448420524597,0.023826634511351585,0.8032722473144531,0.7571611404418945,0.5632838606834412,1.0704498291015625,0.01266018208116293,0.41233140230178833,0.5207076072692871,0.008230134844779968,0.7094011306762695,0.12273198366165161,0.1510169506072998,0.29482442140579224,-0.48565173149108887,0.5967580080032349,0.4929960370063782
211,0.4964190125465393,-0.10321762412786484,1.0238523483276367,0.4487745463848114,0.023547984659671783,0.8003162145614624,0.7560087442398071,0.5625038146972656,1.07038414478302,0.012556418776512146,0.41200873255729675,0.5183653831481934,0.008184736594557762,0.7083882689476013,0.12268925458192825,0.15100452303886414,0.2957287132740021,-0.4848650395870209,0.5942448377609253,0.4931078851222992
212,0.49830976128578186,-0.1029251217842102,1.0238134860992432,0.4488506317138672,0.023744069039821625,0.8010203838348389,0.7572125792503357,0.560189425945282,1.0703155994415283,0.012722439132630825,0.4112485349178314,0.5208033323287964,0.008481102995574474,0.7084371447563171,0.12264411151409149,0.15097850561141968,0.2966274619102478,-0.4840870499610901,0.5954622030258179,0.49302396178245544
213,0.5001921057701111,-0.10262185335159302,1.0237805843353271,0.45708104968070984,0.023649092763662338,0.8048175573348999,0.7561749815940857,0.5669982433319092,1.0702427625656128,0.012592054903507233,0.4122273325920105,0.5187532901763916,0.00813642144203186,0.7088009715080261,0.12259945273399353,0.1509532779455185,0.297537624835968,-0.4833088517189026,0.5959415435791016,0.493025004863739
214,0.5021410584449768,-0.10227657854557037,1.0237500667572021,0.45114800333976746,0.023721054196357727,0.801916778087616,0.7568302154541016,0.5613916516304016,1.0701639652252197,0.012738367542624474,0.4128279387950897,0.5200779438018799,0.008305862545967102,0.7094001770019531,0.12256067246198654,0.15094617009162903,0.2984532415866852,-0.4825213849544525,0.5991613864898682,0.4930020272731781
215,0.5040928721427917,-0.10192398726940155,1.0237263441085815,0.4501316547393799,0.023680321872234344,0.8014092445373535,0.7572895884513855,0.5639256238937378,1.0700829029083252,0.012645496055483818,0.41264861822128296,0.5209534168243408,0.008155107498168945,0.7094720602035522,0.12252278625965118,0.1509372442960739,0.29937654733657837,-0.48172637820243835,0.5929880142211914,0.4930266737937927
216,0.5061156153678894,-0.10154664516448975,1.023690938949585,0.4564414918422699,0.023646606132388115,0.8008127212524414,0.7567617297172546,0.5678245425224304,1.0700079202651978,0.012748805806040764,0.41184544563293457,0.5199543237686157,0.008469333872199059,0.7050833702087402,0.12249911576509476,0.15095961093902588,0.3003005087375641,-0.48093360662460327,0.5953567028045654,0.4929874837398529
217,0.5081490874290466,-0.10115838050842285,1.0236518383026123,0.45847806334495544,0.023563876748085022,0.8057804107666016,0.7568449378013611,0.5656332969665527,1.069936752319336,0.012551231309771538,0.41287797689437866,0.5200934410095215,0.008096154779195786,0.6980945467948914,0.12247776985168457,0.150990828871727,0.30123165249824524,-0.48013782501220703,0.5950683355331421,0.4929888844490051
218,0.5102185606956482,-0.1007409542798996,1.0236133337020874,0.4484564960002899,0.023865487426519394,0.8054322600364685,0.7569085359573364,0.5629881620407104,1.0698668956756592,0.012851065956056118,0.4134724736213684,0.5202815532684326,0.008528205566108227,0.7054182887077332,0.12246586382389069,0.15103250741958618,0.30215051770210266,-0.4793430268764496,0.5986131429672241,0.49293971061706543
219,0.5122249126434326,-0.10034975409507751,1.0235704183578491,0.45862144231796265,0.023637190461158752,0.8044332265853882,0.7563233375549316,0.5621647238731384,1.0697957277297974,0.012750919908285141,0.41138017177581787,0.5190833806991577,0.008392085321247578,0.707419753074646,0.12245139479637146,0.15107829868793488,0.303081214427948,-0.4785424470901489,0.5989055633544922,0.4930010735988617
220,0.5141032338142395,-0.09998995065689087,1.0235339403152466,0.4659242630004883,0.02369699627161026,0.8042669296264648,0.7569109201431274,0.5607132315635681,1.0697150230407715,0.012696664780378342,0.41150587797164917,0.5202802419662476,0.008212273009121418,0.7093796730041504,0.1224261000752449,0.15110597014427185,0.30402815341949463,-0.4777303636074066,0.5959714651107788,0.4929482936859131
221,0.5159323215484619,-0.09964781999588013,1.023496150970459,0.4593784213066101,0.023678984493017197,0.7998000979423523,0.7571214437484741,0.5570060610771179,1.0696381330490112,0.012619251385331154,0.4111904799938202,0.5206878185272217,0.008166673593223095,0.7065209150314331,0.12239823490381241,0.1511228382587433,0.3049641251564026,-0.4769270420074463,0.5947423577308655,0.49294334650039673
222,0.5177211165428162,-0.09930366277694702,1.0234601497650146,0.46193715929985046,0.02387845143675804,0.8019250631332397,0.7574867606163025,0.5617654919624329,1.069565773010254,0.012878090143203735,0.41258805990219116,0.5214337110519409,0.008494580164551735,0.7112157344818115,0.12236417084932327,0.15112152695655823,0.30590957403182983,-0.47611698508262634,0.5954809188842773,0.4929264187812805
223,0.5195245742797852,-0.09894755482673645,1.0234261751174927,0.46991580724716187,0.023620259016752243,0.8037235140800476,0.756369948387146,0.5639767050743103,1.0694911479949951,0.012581206858158112,0.41111788153648376,0.5192269086837769,0.008106021210551262,0.7099953889846802,0.12233423441648483,0.1511286050081253,0.3068694472312927,-0.47530025243759155,0.595568060874939,0.49293553829193115
224,0.5213534832000732,-0.09856602549552917,1.0233988761901855,0.467670202255249,0.023929670453071594,0.8043655753135681,0.7565557956695557,0.5640406608581543,1.0694230794906616,0.012876680120825768,0.4100705087184906,0.5196112394332886,0.008536621928215027,0.7072365283966064,0.12230855971574783,0.15113988518714905,0.3078346252441406,-0.4744831323623657,0.5969802737236023,0.49292609095573425
225,0.5233001112937927,-0.0981128141283989,1.023373007774353,0.4693574905395508,0.023885754868388176,0.8041071891784668,0.7567979097366333,0.5584934949874878,1.0693525075912476,0.012962564826011658,0.41199180483818054,0.5200897455215454,0.008544929325580597,0.7085109949111938,0.12229379266500473,0.15117231011390686,0.30881837010383606,-0.47366032004356384,0.5963184237480164,0.49294623732566833
226,0.5252513289451599,-0.09763042628765106,1.0233395099639893,0.45842814445495605,0.024021316319704056,0.8021725416183472,0.7575778961181641,0.5607842803001404,1.069283366203308,0.012905950658023357,0.41266950964927673,0.5216885805130005,0.008328556083142757,0.7089128494262695,0.12228523194789886,0.15121783316135406,0.30980801582336426,-0.47283291816711426,0.594615638256073,0.49285170435905457
227,0.527174711227417,-0.09717930853366852,1.0232967138290405,0.46033453941345215,0.02392394468188286,0.8037773966789246,0.756557822227478,0.5625225305557251,1.0692188739776611,0.012863503769040108,0.41192683577537537,0.5196618437767029,0.008556630462408066,0.709044873714447,0.12228363752365112,0.15127694606781006,0.31079480051994324,-0.4720195233821869,0.5974143743515015,0.49286410212516785
228,0.5290553569793701,-0.0967341884970665,1.0232654809951782,0.4605538249015808,0.023917298763990402,0.8041819930076599,0.7565125226974487,0.566061794757843,1.0691602230072021,0.012809135019779205,0.41089993715286255,0.5195543766021729,0.008314642123878002,0.7074481844902039,0.12228093296289444,0.15131771564483643,0.31176286935806274,-0.4712127149105072,0.5989277362823486,0.49288007616996765
229,0.5310270190238953,-0.09625241160392761,1.0232384204864502,0.47504258155822754,0.023846514523029327,0.8056858777999878,0.7569290995597839,0.5665117502212524,1.0691006183624268,0.012796352617442608,0.41180986166000366,0.5204263925552368,0.008492965251207352,0.7103627920150757,0.12228391319513321,0.1513676941394806,0.31270816922187805,-0.4704008996486664,0.596782922744751,0.4928024709224701
230,0.5329132676124573,-0.09580621123313904,1.0232090950012207,0.46358054876327515,0.023895543068647385,0.8020349740982056,0.7566335201263428,0.5602743625640869,1.0690443515777588,0.01293573435395956,0.4122881591320038,0.5198183059692383,0.008604442700743675,0.7066638469696045,0.12228237092494965,0.15140704810619354,0.31366923451423645,-0.4695857763290405,0.5969253778457642,0.492877334356308
231,0.5347160696983337,-0.09536312520503998,1.0231841802597046,0.4628472328186035,0.024002503603696823,0.8054490089416504,0.757333517074585,0.5679099559783936,1.068979263305664,0.012941373512148857,0.411918580532074,0.5212646722793579,0.008261138573288918,0.7089032530784607,0.12227559089660645,0.1514318883419037,0.31463584303855896,-0.4687703549861908,0.5968273282051086,0.49280816316604614
232,0.5365414619445801,-0.0949295163154602,1.0231513977050781,0.46327030658721924,0.02413278818130493,0.8038724660873413,0.756834864616394,0.5603049993515015,1.0689159631729126,0.01295890286564827,0.411753386259079,0.5202970504760742,0.00840990524739027,0.7103157043457031,0.12227047234773636,0.1514657884836197,0.3155922591686249,-0.4679607152938843,0.5979627966880798,0.49277085065841675
233,0.5382750034332275,-0.09453129768371582,1.0231270790100098,0.45370885729789734,0.02405858412384987,0.802060067653656,0.7576295733451843,0.5600613355636597,1.0688457489013672,0.012930547818541527,0.41096457839012146,0.5218629837036133,0.008408304303884506,0.7068180441856384,0.12225834280252457,0.1514768898487091,0.31652894616127014,-0.4671627879142761,0.5958541035652161,0.49276667833328247
234,0.5399807691574097,-0.0941571444272995,1.023105502128601,0.4791679382324219,0.0236868467181921,0.8023554682731628,0.7566954493522644,0.5634249448776245,1.0687761306762695,0.01276007853448391,0.41183769702911377,0.5199621319770813,0.008295479230582714,0.7084872722625732,0.12224240601062775,0.15147711336612701,0.3174423277378082,-0.46637898683547974,0.5952508449554443,0.49285539984703064
