_step,beta_ce_std,beta_ce_mean,ce_offset_mean,S_CE_min,S_CU_std,G_cont_max,G_cont_mean,S_CU_max,cu_multiplier_mean,G_cont_std,S_CU_min,S_CE_mean,S_CE_std,G_cont_min,cu_multiplier_std,ce_offset_std,beta_cu_std,beta_cu_mean,S_CE_max,S_CU_mean
11,0.04451891407370567,-0.2787408232688904,1.0384204387664795,0.4911389946937561,0.023063424974679947,0.7866412997245789,0.7497245669364929,0.5703983306884766,1.0849583148956299,0.011588392779231071,0.4127657413482666,0.5059512853622437,0.0024350397288799286,0.7064025402069092,0.0481855608522892,0.048545967787504196,0.04963398352265358,-0.5888104438781738,0.5182796716690063,0.4933030307292938
12,0.0504106804728508,-0.27497702836990356,1.0400266647338867,0.49517226219177246,0.02309185080230236,0.7888755202293396,0.7504598498344421,0.5739176273345947,1.0830867290496826,0.011404786258935928,0.41243976354599,0.5073036551475525,0.0021492792293429375,0.7079665064811707,0.05454329773783684,0.05494077503681183,0.05633474513888359,-0.5877112150192261,0.5213780999183655,0.49339956045150757
13,0.05601401627063751,-0.2712406516075134,1.0414632558822632,0.4926227033138275,0.02325667440891266,0.790129542350769,0.7507320642471313,0.576608419418335,1.0813883543014526,0.011419964954257011,0.41144391894340515,0.5077316164970398,0.002384261693805456,0.7069859504699707,0.06049288436770439,0.06093606352806091,0.06260926276445389,-0.5867880582809448,0.5276446342468262,0.4935130476951599
14,0.061335138976573944,-0.2675381898880005,1.0427577495574951,0.4887878894805908,0.023111432790756226,0.7845548391342163,0.7509667277336121,0.5641862154006958,1.0798368453979492,0.011284752748906612,0.41326063871383667,0.5080848932266235,0.0026359360199421644,0.7086083889007568,0.06604117900133133,0.06653887033462524,0.0684395283460617,-0.5860305428504944,0.529352068901062,0.49361276626586914
15,0.06636586785316467,-0.2639467120170593,1.043926477432251,0.4908629357814789,0.02298835664987564,0.7907201647758484,0.7512701749801636,0.5767339468002319,1.0784168243408203,0.011217640712857246,0.41284316778182983,0.5085862874984741,0.0026746063958853483,0.7089230418205261,0.07118730992078781,0.07174523174762726,0.0737946555018425,-0.5854077935218811,0.5316400527954102,0.49371346831321716
16,0.0711124986410141,-0.26046472787857056,1.044973611831665,0.4896473288536072,0.022580843418836594,0.7848502993583679,0.7510924339294434,0.5649670362472534,1.0771207809448242,0.010997341945767403,0.41514456272125244,0.5081888437271118,0.0028756335377693176,0.7095960974693298,0.07595548033714294,0.07658635824918747,0.07869215309619904,-0.584898829460144,0.5334656238555908,0.4937593340873718
17,0.07559726387262344,-0.2570623457431793,1.0459175109863281,0.49302923679351807,0.02289634570479393,0.7910303473472595,0.7516331076622009,0.5758044123649597,1.0759377479553223,0.01109464094042778,0.41385430097579956,0.5092135667800903,0.0029039185028523207,0.7100426554679871,0.08037610352039337,0.08109898120164871,0.08319085836410522,-0.5844707489013672,0.5441093444824219,0.4938022494316101
18,0.07985233515501022,-0.2537537217140198,1.0467665195465088,0.4932726323604584,0.022772161290049553,0.7912478446960449,0.7518535852432251,0.5781244039535522,1.0749166011810303,0.01102036889642477,0.41468220949172974,0.5095646381378174,0.002721883822232485,0.7101551294326782,0.08441591262817383,0.0853024423122406,0.08733684569597244,-0.5841052532196045,0.5377036333084106,0.493892639875412
19,0.08393682539463043,-0.25052735209465027,1.0475337505340576,0.4926419258117676,0.022653697058558464,0.7857320308685303,0.7519044280052185,0.5626139640808105,1.0743558406829834,0.010972837917506695,0.4142470359802246,0.5096372961997986,0.002734839916229248,0.7102644443511963,0.08782842010259628,0.08922471851110458,0.09119268506765366,-0.583765983581543,0.53727126121521,0.49391788244247437
20,0.08788465708494186,-0.24730810523033142,1.048211693763733,0.4936310052871704,0.022529449313879013,0.7866255044937134,0.7521088123321533,0.5676155090332031,1.0738270282745361,0.010871393606066704,0.41522806882858276,0.5100090503692627,0.002679931465536356,0.7104018926620483,0.09105077385902405,0.09291602671146393,0.09480343014001846,-0.5834507942199707,0.535438597202301,0.49394017457962036
21,0.09172247350215912,-0.24407660961151123,1.048802137374878,0.49367785453796387,0.02270212396979332,0.789099931716919,0.7523621320724487,0.5729328393936157,1.0733857154846191,0.010935417376458645,0.41468343138694763,0.5104665756225586,0.0024737906642258167,0.7104935646057129,0.09405626356601715,0.09640245139598846,0.09820891916751862,-0.5831573009490967,0.5284137725830078,0.4939810037612915
22,0.0954594686627388,-0.2408009022474289,1.0493006706237793,0.49244898557662964,0.02247999608516693,0.7900654077529907,0.7526057958602905,0.5742120742797852,1.072992205619812,0.010827133432030678,0.4149499535560608,0.5108879804611206,0.00258803553879261,0.7099120020866394,0.09690418094396591,0.0997149869799614,0.10141752660274506,-0.5828869342803955,0.5351850986480713,0.49404177069664
23,0.09909847378730774,-0.23752880096435547,1.0497082471847534,0.4883691072463989,0.022540733218193054,0.7862776517868042,0.7526992559432983,0.5670005083084106,1.0726491212844849,0.010817131958901882,0.4142368733882904,0.5110515356063843,0.0025494720321148634,0.7101558446884155,0.09959175437688828,0.10285340249538422,0.10443492233753204,-0.5826499462127686,0.5330950021743774,0.49405956268310547
24,0.10265719890594482,-0.23428407311439514,1.050032615661621,0.48472535610198975,0.022702716290950775,0.7807261347770691,0.7530147433280945,0.5531001687049866,1.0723477602005005,0.010903963819146156,0.4159555435180664,0.5116507411003113,0.002747507533058524,0.7094265818595886,0.10212582349777222,0.10582732409238815,0.10727087408304214,-0.5824403166770935,0.5327887535095215,0.4940809905529022
25,0.10615649819374084,-0.23108063638210297,1.0502856969833374,0.47736629843711853,0.022686723619699478,0.7799557447433472,0.7530707120895386,0.5513173341751099,1.0720866918563843,0.010851942002773285,0.41544947028160095,0.5117325782775879,0.002857718151062727,0.710394561290741,0.10450580716133118,0.10864327102899551,0.10993747413158417,-0.5822678804397583,0.5341616868972778,0.49410557746887207
26,0.10957115143537521,-0.22795186936855316,1.0504703521728516,0.46936869621276855,0.022742433473467827,0.7901819944381714,0.7531598806381226,0.5747991800308228,1.0718517303466797,0.010921414010226727,0.4139358401298523,0.5118858814239502,0.003130583092570305,0.7088289260864258,0.10674033313989639,0.11130167543888092,0.1123928651213646,-0.5821446776390076,0.5361167192459106,0.4941243529319763
27,0.11291078478097916,-0.22490231692790985,1.0505948066711426,0.46225857734680176,0.02287966012954712,0.7962442636489868,0.7531911730766296,0.5879923701286316,1.071654200553894,0.010969240218400955,0.4136301875114441,0.5119233131408691,0.0035056571941822767,0.7080790400505066,0.1088249683380127,0.11381112039089203,0.11462561041116714,-0.582094132900238,0.5439485907554626,0.4941387176513672
28,0.11620213836431503,-0.2219197154045105,1.0506775379180908,0.46817100048065186,0.022529061883687973,0.7846161127090454,0.7531985640525818,0.5622729659080505,1.0717456340789795,0.010814670473337173,0.4150088429450989,0.5119055509567261,0.0035796610172837973,0.7083746790885925,0.11059658229351044,0.11617953330278397,0.11665377765893936,-0.5821003317832947,0.5366724729537964,0.4941723942756653
29,0.1194193959236145,-0.21901464462280273,1.0507152080535889,0.45676809549331665,0.022492289543151855,0.7798959016799927,0.7531684637069702,0.5501172542572021,1.0718352794647217,0.010780533775687218,0.4148739278316498,0.5118597149848938,0.0033316551707684994,0.7090069651603699,0.11226513981819153,0.11841143667697906,0.11848925054073334,-0.582162618637085,0.5337972640991211,0.49415597319602966
30,0.12259355187416077,-0.21616105735301971,1.050715446472168,0.45230159163475037,0.02275121584534645,0.7878468036651611,0.7533611059188843,0.5775416493415833,1.071919322013855,0.010888369753956795,0.4141942858695984,0.5121895670890808,0.0038880908396095037,0.7008935809135437,0.11384128034114838,0.120523601770401,0.12013182044029236,-0.5822892189025879,0.5429309606552124,0.4941980242729187
31,0.12572218477725983,-0.21336576342582703,1.0506892204284668,0.45329421758651733,0.02243294194340706,0.7863091230392456,0.7533763647079468,0.5653678178787231,1.07199227809906,0.010768087580800056,0.4147704243659973,0.5122181177139282,0.0035295910201966763,0.6970610022544861,0.11532536894083023,0.12251704931259155,0.1216631755232811,-0.5824180841445923,0.54137122631073,0.49420875310897827
32,0.12880370020866394,-0.21064600348472595,1.0506376028060913,0.43760591745376587,0.022762415930628777,0.7815191149711609,0.7538104057312012,0.5643637180328369,1.0720582008361816,0.010907275602221489,0.415468692779541,0.513067901134491,0.004016506485641003,0.7091933488845825,0.11672038584947586,0.12439538538455963,0.123114213347435,-0.5825336575508118,0.5426924824714661,0.4942091405391693
33,0.1318415403366089,-0.20797967910766602,1.0505613088607788,0.43683815002441406,0.022481273859739304,0.7809209227561951,0.753790020942688,0.562453031539917,1.0721194744110107,0.01082385890185833,0.4157205820083618,0.5129920840263367,0.004130604211241007,0.6801483631134033,0.1180335134267807,0.12617263197898865,0.12450437247753143,-0.5826256275177002,0.5431534647941589,0.49424752593040466
34,0.13483211398124695,-0.20538458228111267,1.0504651069641113,0.4319525957107544,0.02266613021492958,0.7842320203781128,0.7538845539093018,0.5673454999923706,1.0721731185913086,0.010988338850438595,0.4157721996307373,0.5131762623786926,0.004944113548845053,0.6757816672325134,0.11926659196615219,0.12784871459007263,0.12583836913108826,-0.5826916694641113,0.5446875095367432,0.49426135420799255
35,0.1377771496772766,-0.20287641882896423,1.050352931022644,0.42619988322257996,0.022582564502954483,0.781059980392456,0.7540506720542908,0.5657427310943604,1.0722193717956543,0.01089560054242611,0.41456159949302673,0.5134963393211365,0.004608594812452793,0.7041031718254089,0.12041857093572617,0.12942354381084442,0.12712058424949646,-0.5827317833900452,0.5442311763763428,0.4942614436149597
36,0.14068233966827393,-0.20045515894889832,1.0502245426177979,0.4326116740703583,0.022719113156199455,0.7809456586837769,0.7543820738792419,0.5516521334648132,1.0722596645355225,0.010906405746936798,0.41594165563583374,0.5140995979309082,0.004868032410740852,0.7119712829589844,0.1214938759803772,0.13090333342552185,0.12835262715816498,-0.5827574729919434,0.5459020733833313,0.4942931830883026
37,0.14356409013271332,-0.19811944663524628,1.0500855445861816,0.4242142140865326,0.022695040330290794,0.7838025093078613,0.754431426525116,0.5627859830856323,1.0722929239273071,0.010946501046419144,0.415611207485199,0.5142010450363159,0.00508411880582571,0.6735671758651733,0.12249473482370377,0.1322915107011795,0.12953969836235046,-0.5827720165252686,0.5450860261917114,0.49430036544799805
38,0.1464204043149948,-0.1958799809217453,1.0499368906021118,0.4426438808441162,0.022581180557608604,0.7829656600952148,0.7544695734977722,0.5558326840400696,1.0723202228546143,0.01092932652682066,0.4158758521080017,0.514254629611969,0.005159912630915642,0.679155707359314,0.12342345714569092,0.13358955085277557,0.130683034658432,-0.5827697515487671,0.548058032989502,0.49433255195617676
39,0.14926880598068237,-0.1937146633863449,1.0497785806655884,0.4389635920524597,0.02273303084075451,0.7835578322410583,0.7547450065612793,0.5567811727523804,1.0723425149917603,0.010960269719362259,0.41548246145248413,0.5147979259490967,0.004721296951174736,0.6820292472839355,0.12428664416074753,0.13480858504772186,0.13178472220897675,-0.5827541947364807,0.5464692115783691,0.4943279027938843
40,0.1521194875240326,-0.1916390359401703,1.0496097803115845,0.44729551672935486,0.022539047524333,0.7829985618591309,0.754784107208252,0.5566619038581848,1.0723631381988525,0.010931383818387985,0.41556233167648315,0.5148811936378479,0.004688378423452377,0.7088946104049683,0.12508483231067657,0.13595075905323029,0.1328476220369339,-0.5827234983444214,0.5477379560470581,0.49433761835098267
41,0.15494829416275024,-0.1896437108516693,1.049432635307312,0.44984573125839233,0.022505922242999077,0.7826914191246033,0.7550458312034607,0.5544331073760986,1.0723795890808105,0.01087159663438797,0.41616910696029663,0.5153723359107971,0.004418083466589451,0.7132744193077087,0.125822514295578,0.137020081281662,0.13387657701969147,-0.5826849937438965,0.5460640788078308,0.4943508505821228
42,0.15774260461330414,-0.18772749602794647,1.0492452383041382,0.45558375120162964,0.022491179406642914,0.7842646837234497,0.7548906803131104,0.558616578578949,1.0723958015441895,0.010898816399276257,0.41574177145957947,0.5150618553161621,0.004563245922327042,0.694884717464447,0.12650611996650696,0.13802407681941986,0.13486987352371216,-0.5826431512832642,0.5513896942138672,0.49435898661613464
43,0.16050468385219574,-0.18586991727352142,1.04905104637146,0.4576095938682556,0.022598005831241608,0.7830883264541626,0.7551256418228149,0.5516111850738525,1.0724098682403564,0.010975049808621407,0.41590461134910583,0.515500545501709,0.004662519786506891,0.6987521648406982,0.12714102864265442,0.1389697790145874,0.1358330249786377,-0.5825891494750977,0.5537216067314148,0.49439167976379395
44,0.1632297933101654,-0.18403995037078857,1.0488457679748535,0.45642074942588806,0.02265985868871212,0.7834277153015137,0.7551153898239136,0.5532747507095337,1.0724246501922607,0.010950332507491112,0.41577476263046265,0.5154966711997986,0.004453179892152548,0.7023018598556519,0.1277371048927307,0.13987155258655548,0.13677702844142914,-0.5825356841087341,0.5599312782287598,0.49435657262802124
45,0.1659354567527771,-0.1822446584701538,1.0486397743225098,0.4618549942970276,0.022699838504195213,0.7838295698165894,0.7553609609603882,0.556419312953949,1.072432279586792,0.011012841016054153,0.415492981672287,0.5159852504730225,0.0045627206563949585,0.7047605514526367,0.12829504907131195,0.14072822034358978,0.13770343363285065,-0.5824705362319946,0.5622917413711548,0.49436768889427185
46,0.16863109171390533,-0.18045839667320251,1.0484163761138916,0.4728172719478607,0.0225514005869627,0.782520055770874,0.7549077272415161,0.5539120435714722,1.0724495649337769,0.011010288260877132,0.416192889213562,0.5150691270828247,0.004491817206144333,0.7072612643241882,0.1288265585899353,0.1415582150220871,0.13861875236034393,-0.5823906660079956,0.5590642690658569,0.4944029748439789
47,0.17127178609371185,-0.17874541878700256,1.0481798648834229,0.46779030561447144,0.02245255373418331,0.7823044657707214,0.755115270614624,0.5539546608924866,1.0724730491638184,0.010960320010781288,0.4157540798187256,0.5154556632041931,0.0047792913392186165,0.7128870487213135,0.12931761145591736,0.14234353601932526,0.13951244950294495,-0.5823025107383728,0.5603617429733276,0.4944085478782654
48,0.17389178276062012,-0.17708134651184082,1.047935128211975,0.4630971848964691,0.0226186141371727,0.7859522104263306,0.7548549175262451,0.5537214279174805,1.0725007057189941,0.011027656495571136,0.41515859961509705,0.5149744749069214,0.004605666268616915,0.7102388739585876,0.12977474927902222,0.14309127628803253,0.1403864026069641,-0.5822092294692993,0.5632622838020325,0.4943799376487732
49,0.17643199861049652,-0.17551711201667786,1.0476746559143066,0.46455901861190796,0.022755861282348633,0.785000205039978,0.7554199695587158,0.5577801465988159,1.0725393295288086,0.011090285144746304,0.4158661365509033,0.5160654783248901,0.004862263333052397,0.7105289697647095,0.13019326329231262,0.14379362761974335,0.14124134182929993,-0.5821174383163452,0.5638588666915894,0.49439558386802673
50,0.17890135943889618,-0.1740504950284958,1.0473990440368652,0.454115629196167,0.022639049217104912,0.7849339842796326,0.7551560401916504,0.5527324676513672,1.0725880861282349,0.011037731543183327,0.4159572720527649,0.5155496597290039,0.004962511360645294,0.7094103097915649,0.13057248294353485,0.14445330202579498,0.14208140969276428,-0.5820275545120239,0.5681227445602417,0.49438366293907166
51,0.1813119500875473,-0.17269062995910645,1.0471152067184448,0.4579225480556488,0.022634077817201614,0.7868527173995972,0.7550268173217773,0.555396556854248,1.072644829750061,0.011095508001744747,0.4157322347164154,0.5152778625488281,0.005193499848246574,0.708158016204834,0.13091295957565308,0.14506515860557556,0.1428990364074707,-0.5819362998008728,0.5697219371795654,0.4943968653678894
52,0.1836698353290558,-0.17138731479644775,1.046817660331726,0.4550466537475586,0.022596580907702446,0.7867047786712646,0.7550121545791626,0.5568481683731079,1.072711706161499,0.01106083020567894,0.4162485599517822,0.515259861946106,0.00522388331592083,0.7056233286857605,0.13122402131557465,0.14564183354377747,0.14370609819889069,-0.5818356275558472,0.5740483403205872,0.49437761306762695
53,0.1859540343284607,-0.17017804086208344,1.0465128421783447,0.4572213590145111,0.022719552740454674,0.7862533926963806,0.7552394270896912,0.5590492486953735,1.0727829933166504,0.011151881888508797,0.4157891273498535,0.515701949596405,0.005539750214666128,0.7109047174453735,0.13149906694889069,0.1461735963821411,0.14449827373027802,-0.5817235708236694,0.5724261999130249,0.49438416957855225
54,0.18822167813777924,-0.16901066899299622,1.046208143234253,0.471361368894577,0.02271595224738121,0.7872370481491089,0.7551720142364502,0.5540591478347778,1.0728548765182495,0.01110483705997467,0.4158802926540375,0.5155801773071289,0.004975286778062582,0.7124089002609253,0.13174749910831451,0.14667131006717682,0.14528115093708038,-0.5815980434417725,0.5733319520950317,0.4943830966949463
55,0.19047585129737854,-0.16786842048168182,1.0458922386169434,0.4790402054786682,0.022563209757208824,0.785479724407196,0.7554396390914917,0.5525548458099365,1.0729351043701172,0.011063343845307827,0.4163508415222168,0.5160547494888306,0.005529600195586681,0.7130647897720337,0.13197366893291473,0.14714470505714417,0.14607225358486176,-0.581458330154419,0.5732361078262329,0.49441835284233093
56,0.1927291601896286,-0.1667705774307251,1.04557204246521,0.4761170744895935,0.022634845227003098,0.7888380885124207,0.7554243803024292,0.5558779239654541,1.0730254650115967,0.011122501455247402,0.416545033454895,0.5160487294197083,0.005048251710832119,0.7116042971611023,0.13217446208000183,0.1475893259048462,0.146858349442482,-0.5813151597976685,0.5714160799980164,0.49442070722579956
57,0.19498959183692932,-0.1657249480485916,1.0452532768249512,0.4707674980163574,0.022595128044486046,0.7903990745544434,0.7550108432769775,0.5594340562820435,1.073116421699524,0.011066917330026627,0.4161943197250366,0.5152437686920166,0.005052853375673294,0.7117623090744019,0.13235615193843842,0.14800481498241425,0.14763616025447845,-0.5811551809310913,0.5759358406066895,0.4943917691707611
58,0.19725893437862396,-0.16469047963619232,1.0449365377426147,0.4644308090209961,0.022669164463877678,0.7906394004821777,0.7553574442863464,0.557279646396637,1.0732076168060303,0.011110875755548477,0.41617393493652344,0.5159096121788025,0.005207918118685484,0.7120360732078552,0.13252583146095276,0.1484016478061676,0.14841106534004211,-0.5809776782989502,0.5747241377830505,0.4944143295288086
59,0.19955980777740479,-0.16364124417304993,1.0446226596832275,0.4651283621788025,0.022594844922423363,0.7896633148193359,0.7556917071342468,0.5560015439987183,1.0732979774475098,0.011026280000805855,0.41585761308670044,0.5165646076202393,0.005217507015913725,0.7117658853530884,0.13268721103668213,0.14878612756729126,0.1491984724998474,-0.5807807445526123,0.5736309289932251,0.4944092631340027
60,0.2018951028585434,-0.1626046895980835,1.044323205947876,0.47148117423057556,0.02254175767302513,0.791228175163269,0.7555703520774841,0.5555968880653381,1.073378324508667,0.011039386503398418,0.4157465398311615,0.5163345336914062,0.005131886340677738,0.7123942375183105,0.13283684849739075,0.14914777874946594,0.14998693764209747,-0.5805620551109314,0.5739105343818665,0.49440544843673706
61,0.2042236626148224,-0.16160283982753754,1.0440279245376587,0.473723828792572,0.022716790437698364,0.7906632423400879,0.7556555271148682,0.5534948706626892,1.073455810546875,0.011134665459394455,0.4158467948436737,0.5165127515792847,0.005304360296577215,0.7113939523696899,0.1329696625471115,0.1494864970445633,0.15077997744083405,-0.5803309679031372,0.5799864530563354,0.4943889081478119
62,0.20655269920825958,-0.16063611209392548,1.0437347888946533,0.472809374332428,0.022621501237154007,0.7944703102111816,0.7551977634429932,0.5559242963790894,1.073534369468689,0.011122710071504116,0.4160859286785126,0.515612006187439,0.005492841359227896,0.711727499961853,0.13308890163898468,0.14980575442314148,0.15156470239162445,-0.580105185508728,0.5849871635437012,0.49438032507896423
63,0.208841934800148,-0.15971778333187103,1.0434473752975464,0.46912866830825806,0.022628486156463623,0.7886770963668823,0.7553011775016785,0.5551658868789673,1.0736101865768433,0.011132045648992062,0.41588759422302246,0.5157908201217651,0.0055627766996622086,0.7111185789108276,0.13318951427936554,0.1500977724790573,0.15234455466270447,-0.579870343208313,0.578233003616333,0.49440234899520874
64,0.21108894050121307,-0.15886864066123962,1.043164610862732,0.4804595410823822,0.022469930350780487,0.7905491590499878,0.7548148036003113,0.5536176562309265,1.073683738708496,0.010998506098985672,0.41607218980789185,0.5148583650588989,0.004975864663720131,0.7138113975524902,0.13327443599700928,0.1503617763519287,0.15310892462730408,-0.5796376466751099,0.57692551612854,0.4943707585334778
65,0.2132921665906906,-0.15807005763053894,1.0428783893585205,0.461112380027771,0.02241360768675804,0.7900175452232361,0.755499541759491,0.5550733804702759,1.0737608671188354,0.011064670979976654,0.4164237678050995,0.5161514282226562,0.005562407895922661,0.710952877998352,0.13334299623966217,0.1506042629480362,0.1538798213005066,-0.5793995261192322,0.5747533440589905,0.49443650245666504
66,0.2154611200094223,-0.15728870034217834,1.0425900220870972,0.4683108925819397,0.022536881268024445,0.7905322909355164,0.754989504814148,0.5543470978736877,1.0738401412963867,0.011059898883104324,0.41552066802978516,0.5151850581169128,0.0053766025230288506,0.7131357192993164,0.13340236246585846,0.15083324909210205,0.15467040240764618,-0.5791449546813965,0.5777966976165771,0.4943825602531433
67,0.21763849258422852,-0.15650120377540588,1.0423047542572021,0.47848010063171387,0.022540783509612083,0.7909716963768005,0.7557210922241211,0.5561459064483643,1.0739195346832275,0.011030173860490322,0.4160977303981781,0.5166432857513428,0.005410788115113974,0.714638888835907,0.1334586888551712,0.15105493366718292,0.15547196567058563,-0.5788718461990356,0.5787131786346436,0.494362473487854
68,0.21978694200515747,-0.1557338684797287,1.0420259237289429,0.4751530587673187,0.022786108776926994,0.7916725873947144,0.7558034658432007,0.5590221285820007,1.073994755744934,0.011176317930221558,0.416426420211792,0.516826331615448,0.005469553172588348,0.7134904861450195,0.1335061639547348,0.1512601375579834,0.15628084540367126,-0.5785796642303467,0.5814544558525085,0.4943530261516571
69,0.22187276184558868,-0.15499892830848694,1.041744589805603,0.4731883704662323,0.022497624158859253,0.7918106913566589,0.7554111480712891,0.5615127086639404,1.0740711688995361,0.011119134724140167,0.4166221618652344,0.516032874584198,0.005650430452078581,0.711381196975708,0.1335430145263672,0.15144920349121094,0.15710264444351196,-0.5782759189605713,0.5813043117523193,0.4943631887435913
70,0.22393235564231873,-0.15426532924175262,1.041459560394287,0.4727330207824707,0.022684156894683838,0.7917813658714294,0.7560710906982422,0.5543758869171143,1.0741498470306396,0.011106815189123154,0.4163576066493988,0.5173496603965759,0.005649078171700239,0.7132828235626221,0.1335785835981369,0.15163356065750122,0.15792974829673767,-0.577957272529602,0.5843492150306702,0.49434125423431396
71,0.22601278126239777,-0.15351757407188416,1.0411760807037354,0.4712551534175873,0.022523649036884308,0.7905287146568298,0.7552986145019531,0.5526769757270813,1.0742290019989014,0.011095087975263596,0.4161927103996277,0.5158492922782898,0.005434976425021887,0.7139185667037964,0.13361570239067078,0.15181849896907806,0.15875791013240814,-0.5776180028915405,0.5826249718666077,0.49432551860809326
72,0.22801341116428375,-0.1528295874595642,1.040898323059082,0.4762621819972992,0.0226389579474926,0.7917772531509399,0.7554308176040649,0.559380054473877,1.0743060111999512,0.011199205182492733,0.4162895083427429,0.5161182284355164,0.00556737557053566,0.7127129435539246,0.13363860547542572,0.1519811600446701,0.15957903861999512,-0.5772700309753418,0.5803924798965454,0.49432432651519775
73,0.22997304797172546,-0.15219208598136902,1.0406200885772705,0.47216567397117615,0.022432012483477592,0.796890139579773,0.7555416822433472,0.5647592544555664,1.0743842124938965,0.011142531409859657,0.4157700538635254,0.5163145065307617,0.005620097275823355,0.7119206190109253,0.13365113735198975,0.15212582051753998,0.16041617095470428,-0.5769157409667969,0.5806715488433838,0.49434560537338257
74,0.23187725245952606,-0.15160486102104187,1.0403366088867188,0.4687678813934326,0.022666502743959427,0.7918636202812195,0.7557653188705444,0.551911473274231,1.0744656324386597,0.011197084560990334,0.41582655906677246,0.5167540311813354,0.005645186640322208,0.7141762971878052,0.1336541324853897,0.15225614607334137,0.161263570189476,-0.5765530467033386,0.5828317403793335,0.49435076117515564
75,0.23376844823360443,-0.15108928084373474,1.040059208869934,0.4726126194000244,0.02253892831504345,0.7929530143737793,0.7556974291801453,0.5586644411087036,1.074544906616211,0.01119949109852314,0.41624388098716736,0.5166472792625427,0.005557291209697723,0.7135612964630127,0.1336420476436615,0.1523604393005371,0.16210827231407166,-0.5761737823486328,0.5807904005050659,0.49433034658432007
