_step,train/loss,train/lm_loss,train/perplexity,val/loss,lr,train/prior_loss
1,8.345343589782715,8.345343589782715,4167.5751953125,,1.4285714285714285e-05,0.20508047938346863
2,8.29749584197998,8.29749584197998,3972.17578125,,2.857142857142857e-05,0.20853835344314575
3,8.437590599060059,8.437590599060059,4569.22607421875,,4.2857142857142856e-05,0.20982758700847626
4,8.277114868164062,8.277114868164062,3891.3408203125,,5.714285714285714e-05,0.21210746467113495
5,7.803609848022461,7.803609848022461,2423.25537109375,,7.142857142857143e-05,0.2148539274930954
6,7.973994255065918,7.973994255065918,2875.120849609375,,8.571428571428571e-05,0.20288178324699402
7,7.501676559448242,7.501676559448242,1793.02197265625,,0.0001,0.20038072764873505
8,6.143657207489014,6.143657207489014,460.79693603515625,,9.999952535540743e-05,0.21399323642253876
9,5.844014644622803,5.844014644622803,341.6166687011719,,9.999810143064122e-05,0.20650897920131683
10,6.256147861480713,6.256147861480713,515.8705444335938,,9.999572825273568e-05,0.20584017038345337
11,6.623682975769043,6.623682975769043,745.12255859375,,9.999240586674748e-05,0.2026870846748352
12,6.025813102722168,6.025813102722168,409.6673889160156,,9.998813433575468e-05,0.2093481719493866
13,6.185561180114746,6.185561180114746,481.1169128417969,,9.99829137408557e-05,0.18902014195919037
14,5.634986877441406,5.634986877441406,277.50482177734375,,9.997674418116758e-05,0.18297378718852997
15,6.110832214355469,6.110832214355469,446.607177734375,,9.996962577382427e-05,0.1830531358718872
16,5.671533107757568,5.671533107757568,287.7216491699219,,9.996155865397429e-05,0.19079279899597168
17,5.12818717956543,5.12818717956543,167.03121948242188,,9.995254297477827e-05,0.20013052225112915
18,5.296331405639648,5.296331405639648,197.7539520263672,,9.99425789074059e-05,0.1861543506383896
19,5.291435241699219,5.291435241699219,196.77146911621094,,9.993166664103284e-05,0.18784859776496887
20,4.934805870056152,4.934805870056152,137.7784881591797,,9.9919806382837e-05,0.1831752508878708
21,4.948784351348877,4.948784351348877,139.70289611816406,,9.990699835799469e-05,0.18533006310462952
22,4.808298587799072,4.808298587799072,121.38865661621094,,9.98932428096763e-05,0.18601909279823303
23,4.516883373260498,4.516883373260498,90.71553039550781,,9.987853999904169e-05,0.1830940842628479
24,4.282228469848633,4.282228469848633,71.75703430175781,,9.986289020523524e-05,0.17884939908981323
25,4.38818883895874,4.38818883895874,79.80625915527344,,9.984629372538054e-05,0.17173385620117188
26,5.017549991607666,5.017549991607666,149.78395080566406,,9.982875087457479e-05,0.16712632775306702
27,4.720324993133545,4.720324993133545,111.28302001953125,,9.981026198588276e-05,0.16496817767620087
28,4.595299243927002,4.595299243927002,98.20185852050781,,9.979082741033047e-05,0.16547927260398865
29,4.547398090362549,4.547398090362549,93.60912322998047,,9.977044751689858e-05,0.16540640592575073
30,4.271225452423096,4.271225452423096,71.00556182861328,,9.974912269251534e-05,0.1693429797887802
31,4.619970321655273,4.619970321655273,100.62080383300781,,9.972685334204926e-05,0.172219917178154
32,4.286208629608154,4.286208629608154,72.07364654541016,,9.970363988830138e-05,0.17039832472801208
33,4.206708908081055,4.206708908081055,66.57353210449219,,9.967948277199735e-05,0.1680365651845932
34,4.354055404663086,4.354055404663086,77.15387725830078,,9.965438245177894e-05,0.16507622599601746
35,3.789182424545288,3.789182424545288,43.85634994506836,,9.96283394041954e-05,0.165259450674057
36,3.7871220111846924,3.7871220111846924,43.754127502441406,,9.96013541236944e-05,0.17072270810604095
37,4.374963760375977,4.374963760375977,78.75486755371094,,9.957342712261263e-05,0.17246733605861664
38,4.150315284729004,4.150315284729004,62.938228607177734,,9.95445589311661e-05,0.1632355898618698
39,4.175448894500732,4.175448894500732,64.52629852294922,,9.951475009744005e-05,0.16751931607723236
40,4.122705459594727,4.122705459594727,61.215702056884766,,9.948400118737855e-05,0.16603095829486847
41,4.0533623695373535,4.0533623695373535,57.112361907958984,,9.945231278477374e-05,0.16683107614517212
42,3.8292160034179688,3.8292160034179688,45.65052795410156,,9.941968549125481e-05,0.1640198528766632
43,3.7977747917175293,3.7977747917175293,44.228267669677734,,9.938611992627647e-05,0.16821333765983582
44,3.9707412719726562,3.9707412719726562,52.599021911621094,,9.93516167271073e-05,0.1608758568763733
45,3.982774496078491,3.982774496078491,53.2351188659668,,9.931617654881753e-05,0.16112229228019714
46,3.619060754776001,3.619060754776001,37.00742721557617,,9.927980006426677e-05,0.15884582698345184
47,3.7473790645599365,3.7473790645599365,42.07700729370117,,9.924248796409106e-05,0.15755242109298706
48,3.8004698753356934,3.8004698753356934,44.360782623291016,,9.920424095668987e-05,0.16228151321411133
49,4.299067497253418,4.299067497253418,73.05802917480469,,9.916505976821263e-05,0.15626952052116394
50,3.702420234680176,3.702420234680176,40.234806060791016,,9.912494514254487e-05,0.15375414490699768
51,3.9951858520507812,3.9951858520507812,53.90032958984375,,9.908389784129423e-05,0.16098693013191223
52,3.8144609928131104,3.8144609928131104,45.0123291015625,,9.904191864377588e-05,0.15048839151859283
53,3.5929226875305176,3.5929226875305176,36.066253662109375,,9.899900834699778e-05,0.15130236744880676
54,3.86757493019104,3.86757493019104,47.4443473815918,,9.895516776564555e-05,0.16035158932209015
55,4.028707981109619,4.028707981109619,55.77100372314453,,9.891039773206698e-05,0.14908131957054138
56,3.7409682273864746,3.7409682273864746,41.82577896118164,,9.886469909625625e-05,0.14910888671875
57,3.2332611083984375,3.2332611083984375,25.175561904907227,,9.881807272583776e-05,0.14774882793426514
58,3.320523262023926,3.320523262023926,27.46216583251953,,9.877051950604972e-05,0.1542809009552002
59,3.691009759902954,3.691009759902954,39.78651809692383,,9.872204033972727e-05,0.14963223040103912
60,3.550260543823242,3.550260543823242,34.55550003051758,,9.867263614728534e-05,0.15387719869613647
61,3.6965253353118896,3.6965253353118896,40.007564544677734,,9.862230786670128e-05,0.1491333395242691
62,3.6874802112579346,3.6874802112579346,39.65348815917969,,9.857105645349694e-05,0.14602570235729218
63,3.616455554962158,3.616455554962158,36.92273712158203,,9.851888288072053e-05,0.15255816280841827
64,3.4167189598083496,3.4167189598083496,30.239980697631836,,9.846578813892827e-05,0.15108062326908112
65,3.574633836746216,3.574633836746216,35.41447067260742,,9.84117732361654e-05,0.15026646852493286
66,3.5852277278900146,3.5852277278900146,35.80171203613281,,9.835683919794718e-05,0.1446385532617569
67,3.463200569152832,3.463200569152832,31.677169799804688,,9.83009870672394e-05,0.15208497643470764
68,3.288766622543335,3.288766622543335,26.61131477355957,,9.824421790443854e-05,0.14860084652900696
69,3.6521522998809814,3.6521522998809814,38.266849517822266,,9.818653278735162e-05,0.15136484801769257
70,3.005192756652832,3.005192756652832,20.03915023803711,,9.81279328111758e-05,0.1500968188047409
71,3.4768013954162598,3.4768013954162598,32.113590240478516,,9.806841908847757e-05,0.15044108033180237
72,3.673377752304077,3.673377752304077,39.088775634765625,,9.800799274917159e-05,0.15084579586982727
73,3.4467360973358154,3.4467360973358154,31.170879364013672,,9.794665494049925e-05,0.14503689110279083
74,3.1849923133850098,3.1849923133850098,23.986007690429688,,9.788440682700695e-05,0.15043166279792786
75,3.6027188301086426,3.6027188301086426,36.43290328979492,,9.782124959052388e-05,0.14492857456207275
76,3.07989239692688,3.07989239692688,21.591413497924805,,9.775718443013968e-05,0.15193293988704681
77,3.2773311138153076,3.2773311138153076,26.30958366394043,,9.769221256218164e-05,0.14795774221420288
78,3.491464614868164,3.491464614868164,32.59944152832031,,9.762633522019157e-05,0.14339172840118408
79,3.2424774169921875,3.2424774169921875,25.41027069091797,,9.755955365490246e-05,0.14647908508777618
80,3.2604122161865234,3.2604122161865234,25.876544952392578,,9.749186913421465e-05,0.14150501787662506
81,3.333097457885742,3.333097457885742,27.820096969604492,,9.742328294317181e-05,0.14677312970161438
82,3.3993849754333496,3.3993849754333496,29.73615837097168,,9.735379638393654e-05,0.14042185246944427
83,3.2819461822509766,3.2819461822509766,26.437889099121094,,9.72834107757656e-05,0.14295968413352966
84,3.339822292327881,3.339822292327881,28.016862869262695,,9.721212745498494e-05,0.14031368494033813
85,3.435093641281128,3.435093641281128,30.819963455200195,,9.713994777496427e-05,0.13862301409244537
86,3.3281664848327637,3.3281664848327637,27.691072463989258,,9.706687310609137e-05,0.14113059639930725
87,3.5568995475769043,3.5568995475769043,34.809871673583984,,9.69929048357461e-05,0.13996951282024384
88,3.5248641967773438,3.5248641967773438,33.70906448364258,,9.691804436827408e-05,0.14195077121257782
